binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
s2nperf	upload	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	converged	throughput_gbps	2	2	3	5.989219		5.989219	5.920309	6.031853	0.018624	5.689911	5.588705	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.83pct_le_1.00pct
tquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	12	12	13	7220.246114		7220.246114	7168.251122	7226.052397	0.008005	6845.680285	6287.859889	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-1.18pct_le_1.00pct
tquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	9	9	10	2961.370148		2961.370148	2904.003088	3075.729407	0.057989	2789.421934	2760.896754	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.23pct_le_1.00pct
tquicperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	3	3	3	6.547078		6.547078	6.339039	6.585677	0.037671	6.240084	6.160812	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.28pct_le_1.00pct
tquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	4	4	5	7.406345		7.406345	7.337566	7.426431	0.011998	7.083317	6.488085	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-1.79pct_le_1.00pct
tquicperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	5	5	5	10.060567		10.060567	10.056126	10.107400	0.005097	9.793067	9.299861	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.88pct_le_1.00pct
tquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	5	5	6	11.058685		11.058685	10.870311	11.715629	0.076439	10.552593	9.663918	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-2.04pct_le_1.00pct
xquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	17	17	18	8833.428586		8833.428586	8714.711762	8915.176031	0.022694	8111.086356	7459.731755	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-3.43pct_le_1.00pct
xquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	7	7	8	3606.709152		3606.709152	3546.538357	3612.972232	0.018420	3402.240333	2414.022688	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-1.19pct_le_1.00pct
xquicperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	4	4	5	3.384320		3.384320	3.326824	3.471332	0.042699	2.850652	2.311483	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.73pct_le_1.00pct
xquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	3	3	4	4.865162		4.865162	4.375754	5.123115	0.153615	3.960274	2.450465	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-2.61pct_le_1.00pct
xquicperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	1	1	2	1.726123		1.726123	1.718020	1.727138	0.005283	1.107071	1.008838	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-10.97pct_le_1.00pct
xquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	4	4	5	3.131590		3.131590	2.995256	3.146343	0.048246	2.926166	2.843229	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.98pct_le_1.00pct
