scenario	network	path_profile	metric	binary_a	binary_b	a_p50	b_p50	a_vs_b_median_ratio	a_vs_b_ci95_low	a_vs_b_ci95_high	relation
connect	syscall	loopback	connections_per_second	lsperf	quiczigperf	3526.067598	2320.150826	1.519758	1.428621	1.559081	win
connect	syscall	loopback	connections_per_second	lsperf	quinnperf	3526.067598	3257.025843	1.082604	1.075709	1.092558	win
connect	syscall	loopback	connections_per_second	lsperf	s2nperf	3526.067598	2827.714947	1.246967	1.225450	1.253443	win
connect	syscall	loopback	connections_per_second	lsperf	tquicperf	3526.067598	2961.370148	1.190688	1.141114	1.214209	win
connect	syscall	loopback	connections_per_second	lsperf	xquicperf	3526.067598	3606.709152	0.977641	0.971432	0.994228	statistical_tie
connect	syscall	loopback	connections_per_second	mvfstperf	neqoperf	858.391124	1010.345591	0.849601	0.802439	0.864862	loss
connect	syscall	loopback	connections_per_second	mvfstperf	ngtcp2perf	858.391124	3005.263133	0.285629	0.277231	0.297200	loss
connect	syscall	loopback	connections_per_second	mvfstperf	noqperf	858.391124	3090.890761	0.277716	0.272822	0.279712	loss
connect	syscall	loopback	connections_per_second	mvfstperf	picoperf	858.391124	2199.857603	0.390203	0.385618	0.390990	loss
connect	syscall	loopback	connections_per_second	mvfstperf	quicheperf	858.391124	2436.649213	0.352283	0.346269	0.353882	loss
connect	syscall	loopback	connections_per_second	mvfstperf	quiczigperf	858.391124	2320.150826	0.369972	0.346458	0.380014	loss
connect	syscall	loopback	connections_per_second	mvfstperf	quinnperf	858.391124	3257.025843	0.263551	0.260873	0.266303	loss
connect	syscall	loopback	connections_per_second	mvfstperf	s2nperf	858.391124	2827.714947	0.303564	0.297187	0.305517	loss
connect	syscall	loopback	connections_per_second	mvfstperf	tquicperf	858.391124	2961.370148	0.289863	0.276734	0.295954	loss
connect	syscall	loopback	connections_per_second	mvfstperf	xquicperf	858.391124	3606.709152	0.237998	0.235584	0.242335	loss
connect	syscall	loopback	connections_per_second	neqoperf	ngtcp2perf	1010.345591	3005.263133	0.336192	0.323673	0.366797	loss
connect	syscall	loopback	connections_per_second	neqoperf	noqperf	1010.345591	3090.890761	0.326878	0.318525	0.345214	loss
connect	syscall	loopback	connections_per_second	neqoperf	picoperf	1010.345591	2199.857603	0.459278	0.450216	0.482551	loss
connect	syscall	loopback	connections_per_second	neqoperf	quicheperf	1010.345591	2436.649213	0.414645	0.404275	0.436753	loss
connect	syscall	loopback	connections_per_second	neqoperf	quiczigperf	1010.345591	2320.150826	0.435465	0.404496	0.469004	loss
connect	syscall	loopback	connections_per_second	neqoperf	quinnperf	1010.345591	3257.025843	0.310205	0.304573	0.328664	loss
connect	syscall	loopback	connections_per_second	neqoperf	s2nperf	1010.345591	2827.714947	0.357301	0.346971	0.377062	loss
connect	syscall	loopback	connections_per_second	neqoperf	tquicperf	1010.345591	2961.370148	0.341175	0.323092	0.365260	loss
connect	syscall	loopback	connections_per_second	neqoperf	xquicperf	1010.345591	3606.709152	0.280129	0.275049	0.299085	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	noqperf	3005.263133	3090.890761	0.972297	0.926918	0.999212	statistical_tie
connect	syscall	loopback	connections_per_second	ngtcp2perf	picoperf	3005.263133	2199.857603	1.366117	1.310144	1.396730	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quicheperf	3005.263133	2436.649213	1.233359	1.176455	1.264172	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quiczigperf	3005.263133	2320.150826	1.295288	1.177098	1.357521	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quinnperf	3005.263133	3257.025843	0.922702	0.886320	0.951311	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	s2nperf	3005.263133	2827.714947	1.062789	1.009698	1.091396	statistical_tie
connect	syscall	loopback	connections_per_second	ngtcp2perf	tquicperf	3005.263133	2961.370148	1.014822	0.940209	1.057235	statistical_tie
connect	syscall	loopback	connections_per_second	ngtcp2perf	xquicperf	3005.263133	3606.709152	0.833242	0.800402	0.865693	loss
connect	syscall	loopback	connections_per_second	noqperf	picoperf	3090.890761	2199.857603	1.405041	1.392057	1.419304	win
connect	syscall	loopback	connections_per_second	noqperf	quicheperf	3090.890761	2436.649213	1.268501	1.250009	1.284603	win
connect	syscall	loopback	connections_per_second	noqperf	quiczigperf	3090.890761	2320.150826	1.332194	1.250693	1.379461	win
connect	syscall	loopback	connections_per_second	noqperf	quinnperf	3090.890761	3257.025843	0.948992	0.941735	0.966686	loss
connect	syscall	loopback	connections_per_second	noqperf	s2nperf	3090.890761	2827.714947	1.093070	1.072826	1.109035	win
connect	syscall	loopback	connections_per_second	noqperf	tquicperf	3090.890761	2961.370148	1.043737	0.998993	1.074321	statistical_tie
connect	syscall	loopback	connections_per_second	noqperf	xquicperf	3090.890761	3606.709152	0.856984	0.850445	0.879684	loss
connect	syscall	loopback	connections_per_second	picoperf	quicheperf	2199.857603	2436.649213	0.902821	0.894249	0.908848	loss
connect	syscall	loopback	connections_per_second	picoperf	quiczigperf	2199.857603	2320.150826	0.948153	0.894738	0.975959	loss
connect	syscall	loopback	connections_per_second	picoperf	quinnperf	2199.857603	3257.025843	0.675419	0.673711	0.683924	loss
connect	syscall	loopback	connections_per_second	picoperf	s2nperf	2199.857603	2827.714947	0.777963	0.767493	0.784635	loss
connect	syscall	loopback	connections_per_second	picoperf	tquicperf	2199.857603	2961.370148	0.742851	0.714674	0.760075	loss
connect	syscall	loopback	connections_per_second	picoperf	xquicperf	2199.857603	3606.709152	0.609935	0.608403	0.622370	loss
connect	syscall	loopback	connections_per_second	quicheperf	quiczigperf	2436.649213	2320.150826	1.050212	0.988558	1.086865	statistical_tie
connect	syscall	loopback	connections_per_second	quicheperf	quinnperf	2436.649213	3257.025843	0.748121	0.744355	0.761643	loss
connect	syscall	loopback	connections_per_second	quicheperf	s2nperf	2436.649213	2827.714947	0.861703	0.847971	0.873799	loss
connect	syscall	loopback	connections_per_second	quicheperf	tquicperf	2436.649213	2961.370148	0.822811	0.789613	0.846448	loss
connect	syscall	loopback	connections_per_second	quicheperf	xquicperf	2436.649213	3606.709152	0.675588	0.672199	0.693095	loss
connect	syscall	loopback	connections_per_second	quiczigperf	quinnperf	2320.150826	3257.025843	0.712353	0.693170	0.761227	loss
connect	syscall	loopback	connections_per_second	quiczigperf	s2nperf	2320.150826	2827.714947	0.820504	0.789661	0.873321	loss
connect	syscall	loopback	connections_per_second	quiczigperf	tquicperf	2320.150826	2961.370148	0.783472	0.735316	0.845986	loss
connect	syscall	loopback	connections_per_second	quiczigperf	xquicperf	2320.150826	3606.709152	0.643287	0.625975	0.692716	loss
connect	syscall	loopback	connections_per_second	quinnperf	s2nperf	3257.025843	2827.714947	1.151823	1.126846	1.159835	win
connect	syscall	loopback	connections_per_second	quinnperf	tquicperf	3257.025843	2961.370148	1.099837	1.049296	1.123531	win
connect	syscall	loopback	connections_per_second	quinnperf	xquicperf	3257.025843	3606.709152	0.903046	0.893267	0.919978	loss
connect	syscall	loopback	connections_per_second	s2nperf	tquicperf	2827.714947	2961.370148	0.954867	0.914614	0.986244	loss
connect	syscall	loopback	connections_per_second	s2nperf	xquicperf	2827.714947	3606.709152	0.784015	0.778613	0.807564	loss
connect	syscall	loopback	connections_per_second	tquicperf	xquicperf	2961.370148	3606.709152	0.821073	0.803771	0.867248	loss
download	iouring	loopback	throughput_gbps	lsperf	mvfstperf	11.391506	6.630543	1.718035	1.677326	1.793711	win
download	iouring	loopback	throughput_gbps	lsperf	neqoperf	11.391506	4.084490	2.788966	2.724412	2.891400	win
download	iouring	loopback	throughput_gbps	lsperf	ngtcp2perf	11.391506	16.674042	0.683188	0.664844	0.709999	loss
download	iouring	loopback	throughput_gbps	lsperf	noqperf	11.391506	5.254559	2.167928	2.114776	2.266599	win
download	iouring	loopback	throughput_gbps	lsperf	picoperf	11.391506	5.164743	2.205629	2.118042	2.319376	win
download	iouring	loopback	throughput_gbps	lsperf	quicheperf	11.391506	7.756130	1.468710	1.418035	1.560442	win
download	iouring	loopback	throughput_gbps	lsperf	quiczigperf	11.391506	9.420408	1.209237	1.181395	1.251068	win
download	iouring	loopback	throughput_gbps	lsperf	quinnperf	11.391506	6.588323	1.729045	1.689843	1.788902	win
download	iouring	loopback	throughput_gbps	lsperf	s2nperf	11.391506	5.445554	2.091891	2.026085	2.314143	win
download	iouring	loopback	throughput_gbps	lsperf	tquicperf	11.391506	6.547078	1.739937	1.694211	1.856271	win
download	iouring	loopback	throughput_gbps	lsperf	xquicperf	11.391506	3.384320	3.365966	3.214191	3.537000	win
download	iouring	loopback	throughput_gbps	mvfstperf	neqoperf	6.630543	4.084490	1.623347	1.601833	1.634533	win
download	iouring	loopback	throughput_gbps	mvfstperf	ngtcp2perf	6.630543	16.674042	0.397657	0.390899	0.401369	loss
download	iouring	loopback	throughput_gbps	mvfstperf	noqperf	6.630543	5.254559	1.261865	1.243394	1.281328	win
download	iouring	loopback	throughput_gbps	mvfstperf	picoperf	6.630543	5.164743	1.283809	1.245314	1.311163	win
download	iouring	loopback	throughput_gbps	mvfstperf	quicheperf	6.630543	7.756130	0.854878	0.833742	0.882131	loss
download	iouring	loopback	throughput_gbps	mvfstperf	quiczigperf	6.630543	9.420408	0.703849	0.694608	0.707240	loss
download	iouring	loopback	throughput_gbps	mvfstperf	quinnperf	6.630543	6.588323	1.006408	0.993552	1.011282	statistical_tie
download	iouring	loopback	throughput_gbps	mvfstperf	s2nperf	6.630543	5.445554	1.217607	1.191248	1.308205	win
download	iouring	loopback	throughput_gbps	mvfstperf	tquicperf	6.630543	6.547078	1.012748	0.996120	1.049366	statistical_tie
download	iouring	loopback	throughput_gbps	mvfstperf	xquicperf	6.630543	3.384320	1.959195	1.889801	1.999497	win
download	iouring	loopback	throughput_gbps	neqoperf	ngtcp2perf	4.084490	16.674042	0.244961	0.242498	0.247109	loss
download	iouring	loopback	throughput_gbps	neqoperf	noqperf	4.084490	5.254559	0.777323	0.771353	0.788869	loss
download	iouring	loopback	throughput_gbps	neqoperf	picoperf	4.084490	5.164743	0.790841	0.772544	0.807238	loss
download	iouring	loopback	throughput_gbps	neqoperf	quicheperf	4.084490	7.756130	0.526614	0.517221	0.543098	loss
download	iouring	loopback	throughput_gbps	neqoperf	quiczigperf	4.084490	9.420408	0.433579	0.430907	0.435423	loss
download	iouring	loopback	throughput_gbps	neqoperf	quinnperf	4.084490	6.588323	0.619959	0.616361	0.622611	loss
download	iouring	loopback	throughput_gbps	neqoperf	s2nperf	4.084490	5.445554	0.750060	0.739003	0.805416	loss
download	iouring	loopback	throughput_gbps	neqoperf	tquicperf	4.084490	6.547078	0.623865	0.617954	0.646058	loss
download	iouring	loopback	throughput_gbps	neqoperf	xquicperf	4.084490	3.384320	1.206887	1.172359	1.231021	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	noqperf	16.674042	5.254559	3.173252	3.141258	3.232642	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	picoperf	16.674042	5.164743	3.228436	3.146108	3.307914	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quicheperf	16.674042	7.756130	2.149789	2.106329	2.225515	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quiczigperf	16.674042	9.420408	1.769991	1.754827	1.784284	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quinnperf	16.674042	6.588323	2.530848	2.510068	2.551347	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	s2nperf	16.674042	5.445554	3.061955	3.009517	3.300451	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	tquicperf	16.674042	6.547078	2.546791	2.516556	2.647430	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	xquicperf	16.674042	3.384320	4.926851	4.774313	5.044500	win
download	iouring	loopback	throughput_gbps	noqperf	picoperf	5.254559	5.164743	1.017390	0.985501	1.039944	statistical_tie
download	iouring	loopback	throughput_gbps	noqperf	quicheperf	5.254559	7.756130	0.677472	0.659796	0.699659	loss
download	iouring	loopback	throughput_gbps	noqperf	quiczigperf	5.254559	9.420408	0.557785	0.549690	0.560944	loss
download	iouring	loopback	throughput_gbps	noqperf	quinnperf	5.254559	6.588323	0.797556	0.786264	0.802094	loss
download	iouring	loopback	throughput_gbps	noqperf	s2nperf	5.254559	5.445554	0.964927	0.942714	1.037597	statistical_tie
download	iouring	loopback	throughput_gbps	noqperf	tquicperf	5.254559	6.547078	0.802581	0.788297	0.832300	loss
download	iouring	loopback	throughput_gbps	noqperf	xquicperf	5.254559	3.384320	1.552619	1.495527	1.585893	win
download	iouring	loopback	throughput_gbps	picoperf	quicheperf	5.164743	7.756130	0.665892	0.644782	0.698580	loss
download	iouring	loopback	throughput_gbps	picoperf	quiczigperf	5.164743	9.420408	0.548250	0.537181	0.560079	loss
download	iouring	loopback	throughput_gbps	picoperf	quinnperf	5.164743	6.588323	0.783924	0.768373	0.800857	loss
download	iouring	loopback	throughput_gbps	picoperf	s2nperf	5.164743	5.445554	0.948433	0.921263	1.035998	statistical_tie
download	iouring	loopback	throughput_gbps	picoperf	tquicperf	5.164743	6.547078	0.788862	0.770359	0.831017	loss
download	iouring	loopback	throughput_gbps	picoperf	xquicperf	5.164743	3.384320	1.526080	1.461496	1.583447	win
download	iouring	loopback	throughput_gbps	quicheperf	quiczigperf	7.756130	9.420408	0.823333	0.798444	0.836560	loss
download	iouring	loopback	throughput_gbps	quicheperf	quinnperf	7.756130	6.588323	1.177254	1.142078	1.196196	win
download	iouring	loopback	throughput_gbps	quicheperf	s2nperf	7.756130	5.445554	1.424305	1.369327	1.547413	win
download	iouring	loopback	throughput_gbps	quicheperf	tquicperf	7.756130	6.547078	1.184670	1.145030	1.241245	win
download	iouring	loopback	throughput_gbps	quicheperf	xquicperf	7.756130	3.384320	2.291784	2.172306	2.365108	win
download	iouring	loopback	throughput_gbps	quiczigperf	quinnperf	9.420408	6.588323	1.429864	1.424499	1.435802	win
download	iouring	loopback	throughput_gbps	quiczigperf	s2nperf	9.420408	5.445554	1.729927	1.707944	1.857369	win
download	iouring	loopback	throughput_gbps	quiczigperf	tquicperf	9.420408	6.547078	1.438872	1.428182	1.489873	win
download	iouring	loopback	throughput_gbps	quiczigperf	xquicperf	9.420408	3.384320	2.783545	2.709491	2.838854	win
download	iouring	loopback	throughput_gbps	quinnperf	s2nperf	6.588323	5.445554	1.209854	1.194450	1.298515	win
download	iouring	loopback	throughput_gbps	quinnperf	tquicperf	6.588323	6.547078	1.006300	0.998798	1.041593	statistical_tie
download	iouring	loopback	throughput_gbps	quinnperf	xquicperf	6.588323	3.384320	1.946720	1.894882	1.984686	win
download	iouring	loopback	throughput_gbps	s2nperf	tquicperf	5.445554	6.547078	0.831753	0.772101	0.868734	loss
download	iouring	loopback	throughput_gbps	s2nperf	xquicperf	5.445554	3.384320	1.609054	1.464800	1.655314	win
download	iouring	loopback	throughput_gbps	tquicperf	xquicperf	6.547078	3.384320	1.934533	1.826111	1.979569	win
download	syscall	loopback	throughput_gbps	lsperf	mvfstperf	11.789299	6.460152	1.824926	1.813751	1.904247	win
download	syscall	loopback	throughput_gbps	lsperf	neqoperf	11.789299	4.166774	2.829359	2.786062	2.884284	win
download	syscall	loopback	throughput_gbps	lsperf	ngtcp2perf	11.789299	15.025589	0.784615	0.740332	0.813321	loss
download	syscall	loopback	throughput_gbps	lsperf	noqperf	11.789299	4.838655	2.436482	2.426064	2.437826	win
download	syscall	loopback	throughput_gbps	lsperf	picoperf	11.789299	8.050297	1.464455	1.376616	1.480838	win
download	syscall	loopback	throughput_gbps	lsperf	quicheperf	11.789299	8.997457	1.310292	1.294738	1.331682	win
download	syscall	loopback	throughput_gbps	lsperf	quiczigperf	11.789299	9.585001	1.229974	1.220490	1.246342	win
download	syscall	loopback	throughput_gbps	lsperf	quinnperf	11.789299	5.831085	2.021802	1.938540	2.021802	win
download	syscall	loopback	throughput_gbps	lsperf	s2nperf	11.789299	5.475502	2.153099	2.110138	2.153099	win
download	syscall	loopback	throughput_gbps	lsperf	tquicperf	11.789299	7.406345	1.591784	1.583212	1.606704	win
download	syscall	loopback	throughput_gbps	lsperf	xquicperf	11.789299	4.865162	2.423208	2.295013	2.694233	win
download	syscall	loopback	throughput_gbps	mvfstperf	neqoperf	6.460152	4.166774	1.550396	1.467021	1.585958	win
download	syscall	loopback	throughput_gbps	mvfstperf	ngtcp2perf	6.460152	15.025589	0.429943	0.389827	0.447214	loss
download	syscall	loopback	throughput_gbps	mvfstperf	noqperf	6.460152	4.838655	1.335113	1.277461	1.340468	win
download	syscall	loopback	throughput_gbps	mvfstperf	picoperf	6.460152	8.050297	0.802474	0.724867	0.814257	loss
download	syscall	loopback	throughput_gbps	mvfstperf	quicheperf	6.460152	8.997457	0.717998	0.681753	0.732241	loss
download	syscall	loopback	throughput_gbps	mvfstperf	quiczigperf	6.460152	9.585001	0.673986	0.642657	0.685316	loss
download	syscall	loopback	throughput_gbps	mvfstperf	quinnperf	6.460152	5.831085	1.107882	1.020752	1.111712	win
download	syscall	loopback	throughput_gbps	mvfstperf	s2nperf	6.460152	5.475502	1.179828	1.111108	1.183907	win
download	syscall	loopback	throughput_gbps	mvfstperf	tquicperf	6.460152	7.406345	0.872246	0.833651	0.883466	loss
download	syscall	loopback	throughput_gbps	mvfstperf	xquicperf	6.460152	4.865162	1.327839	1.208455	1.481456	win
download	syscall	loopback	throughput_gbps	neqoperf	ngtcp2perf	4.166774	15.025589	0.277312	0.257369	0.291140	loss
download	syscall	loopback	throughput_gbps	neqoperf	noqperf	4.166774	4.838655	0.861143	0.843399	0.872656	loss
download	syscall	loopback	throughput_gbps	neqoperf	picoperf	4.166774	8.050297	0.517593	0.478568	0.530088	loss
download	syscall	loopback	throughput_gbps	neqoperf	quicheperf	4.166774	8.997457	0.463106	0.450104	0.476695	loss
download	syscall	loopback	throughput_gbps	neqoperf	quiczigperf	4.166774	9.585001	0.434718	0.424292	0.446147	loss
download	syscall	loopback	throughput_gbps	neqoperf	quinnperf	4.166774	5.831085	0.714580	0.673915	0.723734	loss
download	syscall	loopback	throughput_gbps	neqoperf	s2nperf	4.166774	5.475502	0.760985	0.733570	0.770734	loss
download	syscall	loopback	throughput_gbps	neqoperf	tquicperf	4.166774	7.406345	0.562595	0.550389	0.575144	loss
download	syscall	loopback	throughput_gbps	neqoperf	xquicperf	4.166774	4.865162	0.856451	0.797840	0.964441	loss
download	syscall	loopback	throughput_gbps	ngtcp2perf	noqperf	15.025589	4.838655	3.105323	2.990950	3.284033	win
download	syscall	loopback	throughput_gbps	ngtcp2perf	picoperf	15.025589	8.050297	1.866464	1.697149	1.994860	win
download	syscall	loopback	throughput_gbps	ngtcp2perf	quicheperf	15.025589	8.997457	1.669982	1.596206	1.793929	win
download	syscall	loopback	throughput_gbps	ngtcp2perf	quiczigperf	15.025589	9.585001	1.567615	1.504669	1.678967	win
download	syscall	loopback	throughput_gbps	ngtcp2perf	quinnperf	15.025589	5.831085	2.576809	2.389911	2.723601	win
