binary	scenario	network	client_threads	metric	phase	samples	blocks	median	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	p90	p99	p99_status	mad_relative	block_median_ratio	drift_relative	lag1_autocorr	outlier_count	convergence_status	reason
neqoperf	download	iouring	3	throughput_gbps	discovery	20	4	2.612808	2.595879	2.635074	0.015001	2.561030	2.663977	1.040197	2.677364	2.684368	insufficient_order_stat_support	0.016903	1.016335	-0.011210	0.070510	0	ready	-
neqoperf	download	iouring	3	throughput_gbps	confirm	10	2	2.648326	2.617185	2.664616	0.017910	2.613787	2.667933	1.020716	2.689373	2.755579	insufficient_order_stat_support	0.011829	1.018123	0.000000	-0.089998	0	ready	-
neqoperf	download	iouring	3	throughput_gbps	combined	30	6	2.616999	2.608435	2.648121	0.015165	2.573644	2.664344	1.035242	2.678700	2.740555	insufficient_order_stat_support	0.014941	1.027198	-0.007447	0.145390	0	ready	-
neqoperf	download	syscall	1	throughput_gbps	discovery	35	7	3.271903	3.227834	3.317035	0.027263	3.163947	3.390452	1.071589	3.422928	3.513376	insufficient_order_stat_support	0.030608	1.069951	-0.029034	0.076754	0	ready	-
neqoperf	download	syscall	1	throughput_gbps	confirm	10	2	3.428087	3.410057	3.446116	0.010519	3.281581	3.488571	1.063076	3.608771	3.886584	insufficient_order_stat_support	0.030392	1.010574	0.000000	0.049208	0	ready	-
neqoperf	download	syscall	1	throughput_gbps	combined	45	9	3.293763	3.245162	3.357153	0.034001	3.174657	3.415881	1.075984	3.475050	3.766541	insufficient_order_stat_support	0.031780	1.088565	-0.045755	0.249533	0	not_ready_high_variance	p50_ci_width_0.0340_gt_0.0300;drift_-0.0458_gt_0.0300;persistent_drift_-0.0458_gt_0.0300
neqoperf	download	syscall	2	throughput_gbps	discovery	20	4	3.129622	3.111833	3.162628	0.016230	3.066978	3.172424	1.034381	3.197681	3.219923	insufficient_order_stat_support	0.010664	1.027276	-0.010194	0.093390	0	ready	-
neqoperf	download	syscall	2	throughput_gbps	combined	20	4	3.129622	3.111833	3.162628	0.016230	3.066978	3.172424	1.034381	3.197681	3.219923	insufficient_order_stat_support	0.010664	1.027276	-0.010194	0.093390	0	ready	-
neqoperf	download	syscall	3	throughput_gbps	discovery	20	4	2.791198	2.764773	2.807406	0.015274	2.746331	2.838362	1.033510	2.860041	2.900309	insufficient_order_stat_support	0.015055	1.019748	0.005596	0.123714	0	ready	-
neqoperf	download	syscall	3	throughput_gbps	confirm	10	2	2.823204	2.805196	2.849146	0.015567	2.767933	2.916561	1.053697	2.922600	2.927206	insufficient_order_stat_support	0.019656	1.015667	0.000000	0.035249	0	ready	-
neqoperf	download	syscall	3	throughput_gbps	combined	30	6	2.801042	2.782116	2.811745	0.010578	2.752531	2.853742	1.036770	2.905182	2.926069	insufficient_order_stat_support	0.016208	1.034909	0.000587	0.177924	0	ready	-
neqoperf	flow_control	iouring	1	throughput_gbps	discovery	40	8	2.744835	2.710863	3.083049	0.135595	2.665075	3.216614	1.206951	3.316920	3.748638	insufficient_order_stat_support	0.118574	1.181733	-0.039579	-0.174037	0	not_ready_high_variance	p50_ci_width_0.1356_gt_0.0500;p80_p20_1.2070_gt_1.1500;block_median_ratio_1.1817_gt_1.1000;drift_-0.0396_gt_0.0300;persistent_block_median_ratio_recent_1.1605_gt_1.1000;persistent_p80_p20_recent_1.2156_gt_1.1500;persistent_drift_-0.0396_gt_0.0300
neqoperf	flow_control	iouring	1	throughput_gbps	combined	40	8	2.744835	2.710863	3.083049	0.135595	2.665075	3.216614	1.206951	3.316920	3.748638	insufficient_order_stat_support	0.118574	1.181733	-0.039579	-0.174037	0	not_ready_high_variance	p50_ci_width_0.1356_gt_0.0500;p80_p20_1.2070_gt_1.1500;block_median_ratio_1.1817_gt_1.1000;drift_-0.0396_gt_0.0300;persistent_block_median_ratio_recent_1.1605_gt_1.1000;persistent_p80_p20_recent_1.2156_gt_1.1500;persistent_drift_-0.0396_gt_0.0300
neqoperf	flow_control	syscall	1	throughput_gbps	discovery	40	8	2.995031	2.863745	3.108267	0.081643	2.774795	3.363271	1.212079	3.522525	3.993178	insufficient_order_stat_support	0.080510	1.232701	0.087994	-0.209084	0	not_ready_high_variance	p50_ci_width_0.0816_gt_0.0500;p80_p20_1.2121_gt_1.1500;block_median_ratio_1.2327_gt_1.1000;drift_0.0880_gt_0.0300;severe_drift_0.0880_gt_0.0800
neqoperf	flow_control	syscall	1	throughput_gbps	combined	40	8	2.995031	2.863745	3.108267	0.081643	2.774795	3.363271	1.212079	3.522525	3.993178	insufficient_order_stat_support	0.080510	1.232701	0.087994	-0.209084	0	not_ready_high_variance	p50_ci_width_0.0816_gt_0.0500;p80_p20_1.2121_gt_1.1500;block_median_ratio_1.2327_gt_1.1000;drift_0.0880_gt_0.0300;severe_drift_0.0880_gt_0.0800
neqoperf	loss_recovery	iouring	1	throughput_gbps	discovery	20	4	3.944249	3.821357	4.005655	0.046726	3.706977	4.045465	1.091311	4.140852	4.302737	insufficient_order_stat_support	0.045451	1.050984	0.011920	0.035593	0	ready	-
neqoperf	loss_recovery	iouring	1	throughput_gbps	confirm	10	2	3.957439	3.699279	4.130683	0.109011	3.695714	4.133431	1.118439	4.161646	4.301144	insufficient_order_stat_support	0.045513	1.116618	0.000000	-0.307708	0	not_ready_max_samples	p50_ci_width_0.1090_gt_0.0800;block_median_ratio_1.1166_gt_1.1000
neqoperf	loss_recovery	iouring	1	throughput_gbps	combined	30	6	3.944249	3.821357	4.016186	0.049396	3.701617	4.114696	1.111594	4.148128	4.326967	insufficient_order_stat_support	0.047984	1.116618	0.045472	0.016337	0	not_ready_nonstationary	block_median_ratio_1.1166_gt_1.1000;drift_0.0455_gt_0.0300
neqoperf	loss_recovery	iouring	2	throughput_gbps	discovery	20	4	3.585615	3.569300	3.672478	0.028776	3.425753	3.762753	1.098372	3.796951	3.871660	insufficient_order_stat_support	0.042235	1.044812	0.019176	-0.312428	0	ready	-
neqoperf	loss_recovery	iouring	2	throughput_gbps	combined	20	4	3.585615	3.569300	3.672478	0.028776	3.425753	3.762753	1.098372	3.796951	3.871660	insufficient_order_stat_support	0.042235	1.044812	0.019176	-0.312428	0	ready	-
neqoperf	loss_recovery	iouring	3	throughput_gbps	discovery	20	4	3.475994	3.472837	3.492594	0.005684	3.379888	3.527411	1.043647	3.598038	4.008386	insufficient_order_stat_support	0.018096	1.006695	0.000392	-0.284594	0	ready	-
neqoperf	loss_recovery	iouring	3	throughput_gbps	confirm	10	2	3.398525	3.290362	3.526099	0.069365	3.231203	3.569109	1.104576	3.708695	3.937894	insufficient_order_stat_support	0.045235	1.071645	0.000000	-0.405350	0	ready	-
neqoperf	loss_recovery	iouring	3	throughput_gbps	combined	30	6	3.473609	3.431310	3.496086	0.018648	3.323102	3.545123	1.066811	3.695313	4.025115	insufficient_order_stat_support	0.025542	1.071645	-0.003147	-0.302883	0	ready	-
neqoperf	loss_recovery	syscall	1	throughput_gbps	discovery	30	6	3.800555	3.743715	3.898065	0.040612	3.714517	4.093575	1.102048	4.210487	4.405447	insufficient_order_stat_support	0.026558	1.081976	0.010778	-0.035200	0	ready	-
neqoperf	loss_recovery	syscall	1	throughput_gbps	combined	30	6	3.800555	3.743715	3.898065	0.040612	3.714517	4.093575	1.102048	4.210487	4.405447	insufficient_order_stat_support	0.026558	1.081976	0.010778	-0.035200	0	ready	-
neqoperf	loss_recovery	syscall	2	throughput_gbps	discovery	40	8	3.760771	3.679050	3.893636	0.057059	3.581312	3.957375	1.105007	4.137759	4.760838	insufficient_order_stat_support	0.041992	1.188296	0.035750	0.332145	0	not_ready_high_variance	block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300
neqoperf	loss_recovery	syscall	2	throughput_gbps	combined	40	8	3.760771	3.679050	3.893636	0.057059	3.581312	3.957375	1.105007	4.137759	4.760838	insufficient_order_stat_support	0.041992	1.188296	0.035750	0.332145	0	not_ready_high_variance	block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300
neqoperf	multistream_download	iouring	1	throughput_gbps	discovery	20	4	2.693163	2.671976	2.716577	0.016561	2.625853	2.729497	1.039471	2.751965	2.786611	insufficient_order_stat_support	0.014191	1.023960	-0.010445	-0.460850	0	ready	-
neqoperf	multistream_download	iouring	1	throughput_gbps	combined	20	4	2.693163	2.671976	2.716577	0.016561	2.625853	2.729497	1.039471	2.751965	2.786611	insufficient_order_stat_support	0.014191	1.023960	-0.010445	-0.460850	0	ready	-
neqoperf	multistream_download	iouring	2	throughput_gbps	discovery	20	4	2.216459	2.187395	2.244522	0.025774	2.167777	2.252953	1.039292	2.283133	2.313558	insufficient_order_stat_support	0.018141	1.038281	-0.003071	-0.403585	0	ready	-
neqoperf	multistream_download	iouring	2	throughput_gbps	combined	20	4	2.216459	2.187395	2.244522	0.025774	2.167777	2.252953	1.039292	2.283133	2.313558	insufficient_order_stat_support	0.018141	1.038281	-0.003071	-0.403585	0	ready	-
neqoperf	multistream_download	iouring	3	throughput_gbps	discovery	120	24	1.936033	1.924713	1.946152	0.011074	1.899640	1.962887	1.033294	1.987812	2.213181	insufficient_order_stat_support	0.011291	1.155593	-0.002024	0.362533	0	not_ready_max_samples	block_median_ratio_1.1556_gt_1.1000
neqoperf	multistream_download	iouring	3	throughput_gbps	combined	120	24	1.936033	1.924713	1.946152	0.011074	1.899640	1.962887	1.033294	1.987812	2.213181	insufficient_order_stat_support	0.011291	1.155593	-0.002024	0.362533	0	not_ready_max_samples	block_median_ratio_1.1556_gt_1.1000
neqoperf	multistream_download	syscall	1	throughput_gbps	discovery	30	6	2.768305	1.868464	2.792590	0.333824	1.848645	2.848222	1.540708	2.913209	2.966484	insufficient_order_stat_support	0.047915	1.517831	-0.003681	0.262632	0	not_ready_high_variance	p50_ci_width_0.3338_gt_0.0300;p80_p20_1.5407_gt_1.1500;block_median_ratio_1.5178_gt_1.1000;severe_block_median_ratio_1.5178_gt_1.2500;severe_p80_p20_1.5407_gt_1.5000
neqoperf	multistream_download	syscall	1	throughput_gbps	combined	30	6	2.768305	1.868464	2.792590	0.333824	1.848645	2.848222	1.540708	2.913209	2.966484	insufficient_order_stat_support	0.047915	1.517831	-0.003681	0.262632	0	not_ready_high_variance	p50_ci_width_0.3338_gt_0.0300;p80_p20_1.5407_gt_1.1500;block_median_ratio_1.5178_gt_1.1000;severe_block_median_ratio_1.5178_gt_1.2500;severe_p80_p20_1.5407_gt_1.5000
neqoperf	multistream_upload	iouring	1	throughput_gbps	discovery	25	5	2.743929	2.691431	2.759218	0.024704	2.620251	2.885046	1.101057	2.944177	3.012444	insufficient_order_stat_support	0.042813	1.081225	0.009664	0.038384	0	ready	-
neqoperf	multistream_upload	iouring	1	throughput_gbps	combined	25	5	2.743929	2.691431	2.759218	0.024704	2.620251	2.885046	1.101057	2.944177	3.012444	insufficient_order_stat_support	0.042813	1.081225	0.009664	0.038384	0	ready	-
neqoperf	multistream_upload	iouring	2	throughput_gbps	discovery	20	4	2.615544	2.598775	2.649959	0.019569	2.571501	2.664367	1.036114	2.671253	2.724473	insufficient_order_stat_support	0.015452	1.025648	0.020502	-0.335308	0	ready	-
neqoperf	multistream_upload	iouring	2	throughput_gbps	combined	20	4	2.615544	2.598775	2.649959	0.019569	2.571501	2.664367	1.036114	2.671253	2.724473	insufficient_order_stat_support	0.015452	1.025648	0.020502	-0.335308	0	ready	-
neqoperf	multistream_upload	iouring	3	throughput_gbps	discovery	40	8	2.197858	2.141075	2.333954	0.087758	2.108333	2.381791	1.129703	2.477150	2.540775	insufficient_order_stat_support	0.041782	1.239423	0.056466	0.440314	0	not_ready_high_variance	p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300
neqoperf	multistream_upload	iouring	3	throughput_gbps	combined	40	8	2.197858	2.141075	2.333954	0.087758	2.108333	2.381791	1.129703	2.477150	2.540775	insufficient_order_stat_support	0.041782	1.239423	0.056466	0.440314	0	not_ready_high_variance	p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300
neqoperf	multistream_upload	syscall	1	throughput_gbps	discovery	20	4	2.936580	2.917532	2.968812	0.017462	2.869119	3.026588	1.054884	3.056704	3.129059	insufficient_order_stat_support	0.021063	1.018642	0.015389	0.013505	0	ready	-
neqoperf	multistream_upload	syscall	1	throughput_gbps	confirm	10	2	3.029588	2.922713	3.280893	0.118227	2.903984	3.304073	1.137772	3.407612	3.495250	insufficient_order_stat_support	0.069421	1.122551	0.000000	0.251527	0	not_ready_max_samples	p50_ci_width_0.1182_gt_0.0300;block_median_ratio_1.1226_gt_1.1000
neqoperf	multistream_upload	syscall	1	throughput_gbps	combined	30	6	2.960084	2.919037	3.036756	0.039769	2.869119	3.056806	1.065416	3.266030	3.473611	insufficient_order_stat_support	0.028119	1.124544	0.018117	0.324672	0	not_ready_nonstationary	p50_ci_width_0.0398_gt_0.0300;block_median_ratio_1.1245_gt_1.1000
neqoperf	multistream_upload	syscall	2	throughput_gbps	discovery	20	4	2.859866	2.827032	2.888867	0.021622	2.814277	2.920801	1.037851	2.957415	3.058736	insufficient_order_stat_support	0.015795	1.027610	0.002142	-0.247171	0	ready	-
neqoperf	multistream_upload	syscall	2	throughput_gbps	combined	20	4	2.859866	2.827032	2.888867	0.021622	2.814277	2.920801	1.037851	2.957415	3.058736	insufficient_order_stat_support	0.015795	1.027610	0.002142	-0.247171	0	ready	-
neqoperf	multistream_upload	syscall	3	throughput_gbps	discovery	20	4	2.395321	2.382789	2.402468	0.008216	2.323411	2.412532	1.038358	2.441235	2.678061	insufficient_order_stat_support	0.016636	1.008259	-0.002898	-0.074746	0	ready	-
neqoperf	multistream_upload	syscall	3	throughput_gbps	confirm	10	2	2.395228	2.362758	2.417650	0.022917	2.355659	2.433820	1.033180	2.512285	2.681385	insufficient_order_stat_support	0.013735	1.023232	0.000000	-0.244770	0	ready	-
neqoperf	multistream_upload	syscall	3	throughput_gbps	combined	30	6	2.395321	2.371708	2.409799	0.015902	2.329709	2.420032	1.038770	2.493622	2.711873	insufficient_order_stat_support	0.014883	1.023232	-0.003847	-0.111263	0	ready	-
neqoperf	reqresp	iouring	1	requests_per_second	discovery	20	4	17952.885174	17856.428730	18266.493033	0.022841	17819.891220	18576.867464	1.042479	19075.294887	19804.817894	insufficient_order_stat_support	0.013575	1.039331	-0.016123	0.220657	0	ready	-
neqoperf	reqresp	iouring	1	requests_per_second	combined	20	4	17952.885174	17856.428730	18266.493033	0.022841	17819.891220	18576.867464	1.042479	19075.294887	19804.817894	insufficient_order_stat_support	0.013575	1.039331	-0.016123	0.220657	0	ready	-
neqoperf	reqresp	iouring	2	requests_per_second	discovery	30	6	21310.855897	21137.902198	21611.054063	0.022202	11531.245095	21726.026593	1.884101	22184.605422	23425.731588	insufficient_order_stat_support	0.019943	1.026121	-0.014765	-0.156107	7	not_ready_high_variance	p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	reqresp	iouring	2	requests_per_second	combined	30	6	21310.855897	21137.902198	21611.054063	0.022202	11531.245095	21726.026593	1.884101	22184.605422	23425.731588	insufficient_order_stat_support	0.019943	1.026121	-0.014765	-0.156107	7	not_ready_high_variance	p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	reqresp	syscall	1	requests_per_second	discovery	20	4	20353.927435	20195.258282	20494.055247	0.014680	20116.002899	20632.878928	1.025695	20973.647036	21534.094935	insufficient_order_stat_support	0.009830	1.017068	0.011754	-0.073557	0	ready	-
neqoperf	reqresp	syscall	1	requests_per_second	combined	20	4	20353.927435	20195.258282	20494.055247	0.014680	20116.002899	20632.878928	1.025695	20973.647036	21534.094935	insufficient_order_stat_support	0.009830	1.017068	0.011754	-0.073557	0	ready	-
neqoperf	reqresp	syscall	2	requests_per_second	discovery	30	6	23543.362352	23345.815859	23843.508217	0.021139	22933.887317	24157.678316	1.053362	24348.784869	25336.738832	insufficient_order_stat_support	0.018344	1.057721	0.006145	-0.133983	4	not_ready_high_variance	outliers_4;severe_outlier_blocks_4_gte_2
neqoperf	reqresp	syscall	2	requests_per_second	combined	30	6	23543.362352	23345.815859	23843.508217	0.021139	22933.887317	24157.678316	1.053362	24348.784869	25336.738832	insufficient_order_stat_support	0.018344	1.057721	0.006145	-0.133983	4	not_ready_high_variance	outliers_4;severe_outlier_blocks_4_gte_2
neqoperf	small_payload_pps	iouring	1	messages_per_second	discovery	20	4	18054.953771	17869.952860	18447.026552	0.031962	17854.445261	18658.718245	1.045046	18879.963117	19018.509847	insufficient_order_stat_support	0.011106	1.044777	0.007213	0.365243	0	ready	-
neqoperf	small_payload_pps	iouring	1	messages_per_second	combined	20	4	18054.953771	17869.952860	18447.026552	0.031962	17854.445261	18658.718245	1.045046	18879.963117	19018.509847	insufficient_order_stat_support	0.011106	1.044777	0.007213	0.365243	0	ready	-
neqoperf	small_payload_pps	iouring	2	messages_per_second	discovery	30	6	21557.919192	21332.222947	21818.332826	0.022549	11274.085894	22533.003338	1.998655	23763.207814	25716.827101	insufficient_order_stat_support	0.039275	2.097595	-0.005822	0.230451	0	not_ready_high_variance	p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000
neqoperf	small_payload_pps	iouring	2	messages_per_second	combined	30	6	21557.919192	21332.222947	21818.332826	0.022549	11274.085894	22533.003338	1.998655	23763.207814	25716.827101	insufficient_order_stat_support	0.039275	2.097595	-0.005822	0.230451	0	not_ready_high_variance	p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000
neqoperf	small_payload_pps	syscall	1	messages_per_second	discovery	20	4	20212.727779	19981.019519	20465.758506	0.023982	19835.470542	20547.531409	1.035898	20875.620797	21301.040930	insufficient_order_stat_support	0.015953	1.034845	-0.019397	0.216581	0	ready	-
neqoperf	small_payload_pps	syscall	1	messages_per_second	combined	20	4	20212.727779	19981.019519	20465.758506	0.023982	19835.470542	20547.531409	1.035898	20875.620797	21301.040930	insufficient_order_stat_support	0.015953	1.034845	-0.019397	0.216581	0	ready	-
neqoperf	small_payload_pps	syscall	2	messages_per_second	discovery	30	6	23799.443736	23560.071998	24191.456383	0.026529	23387.291286	24329.338647	1.040280	24597.341215	26743.907732	insufficient_order_stat_support	0.016968	1.039477	0.013697	-0.059676	3	not_ready_high_variance	outliers_3;severe_outlier_blocks_3_gte_2
neqoperf	small_payload_pps	syscall	2	messages_per_second	combined	30	6	23799.443736	23560.071998	24191.456383	0.026529	23387.291286	24329.338647	1.040280	24597.341215	26743.907732	insufficient_order_stat_support	0.016968	1.039477	0.013697	-0.059676	3	not_ready_high_variance	outliers_3;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	iouring	1	streams_per_second	discovery	20	4	18265.506712	17861.748467	18456.646563	0.032569	17786.720323	18526.499440	1.041592	19395.003892	20073.683595	insufficient_order_stat_support	0.019893	1.035435	0.002346	0.498000	0	ready	-
neqoperf	stream_churn	iouring	1	streams_per_second	combined	20	4	18265.506712	17861.748467	18456.646563	0.032569	17786.720323	18526.499440	1.041592	19395.003892	20073.683595	insufficient_order_stat_support	0.019893	1.035435	0.002346	0.498000	0	ready	-
neqoperf	stream_churn	iouring	2	streams_per_second	discovery	30	6	21528.423142	21336.739433	21711.599376	0.017412	21082.969163	22293.380531	1.057412	22526.966685	24057.990591	insufficient_order_stat_support	0.021001	1.033665	-0.017265	-0.195652	4	not_ready_high_variance	outliers_4;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	iouring	2	streams_per_second	combined	30	6	21528.423142	21336.739433	21711.599376	0.017412	21082.969163	22293.380531	1.057412	22526.966685	24057.990591	insufficient_order_stat_support	0.021001	1.033665	-0.017265	-0.195652	4	not_ready_high_variance	outliers_4;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	syscall	1	streams_per_second	discovery	20	4	20701.171715	20435.256866	21091.060089	0.031680	20192.798892	21421.913182	1.060869	21458.315916	21767.473724	insufficient_order_stat_support	0.025201	1.045527	-0.023997	-0.161434	0	ready	-
neqoperf	stream_churn	syscall	1	streams_per_second	confirm	10	2	20735.615792	20695.393517	21419.250857	0.034909	20031.323445	21609.246198	1.078773	22404.526457	22690.447505	insufficient_order_stat_support	0.032575	1.034977	0.000000	0.354430	0	ready	-
neqoperf	stream_churn	syscall	1	streams_per_second	combined	30	6	20733.810435	20656.815344	20833.094285	0.008502	20155.409931	21422.422848	1.062862	21608.934802	22619.849715	insufficient_order_stat_support	0.029134	1.048624	-0.003870	0.153107	0	ready	-
neqoperf	stream_churn	syscall	2	streams_per_second	discovery	20	4	23861.712620	23579.707465	24144.286384	0.023660	22975.334527	24608.092426	1.071066	24880.307389	25683.647207	insufficient_order_stat_support	0.029402	1.027598	-0.014407	-0.144849	0	ready	-
neqoperf	stream_churn	syscall	2	streams_per_second	confirm	10	2	24271.645604	23672.740088	27128.907574	0.142395	23635.562652	27153.536262	1.148842	27320.641633	27876.225660	insufficient_order_stat_support	0.044865	1.145998	0.000000	0.071951	0	not_ready_max_samples	p50_ci_width_0.1424_gt_0.0500;block_median_ratio_1.1460_gt_1.1000
neqoperf	stream_churn	syscall	2	streams_per_second	combined	30	6	23920.235487	23672.740088	24633.748902	0.040176	23164.819064	24890.191143	1.074482	25978.988073	27739.044419	insufficient_order_stat_support	0.029330	1.150519	-0.018480	-0.068475	0	not_ready_nonstationary	block_median_ratio_1.1505_gt_1.1000
neqoperf	stream_churn	syscall	3	streams_per_second	discovery	20	4	19536.817703	19441.922173	19704.849792	0.013458	19361.070201	19949.778858	1.030407	20333.561703	21923.300606	insufficient_order_stat_support	0.011784	1.019851	0.009982	0.463111	0	ready	-
neqoperf	stream_churn	syscall	3	streams_per_second	combined	20	4	19536.817703	19441.922173	19704.849792	0.013458	19361.070201	19949.778858	1.030407	20333.561703	21923.300606	insufficient_order_stat_support	0.011784	1.019851	0.009982	0.463111	0	ready	-
neqoperf	stream_churn	syscall	4	streams_per_second	discovery	20	4	15991.379518	15796.850424	16242.576344	0.027873	15756.735023	16279.382455	1.033170	16708.954624	18335.390958	insufficient_order_stat_support	0.015044	1.055675	-0.022360	0.119832	0	ready	-
neqoperf	stream_churn	syscall	4	streams_per_second	confirm	10	2	16075.041918	16029.885467	16120.198370	0.005618	15949.860816	16363.774624	1.025951	16432.698152	16485.246547	insufficient_order_stat_support	0.010512	1.005634	0.000000	-0.024939	0	ready	-
neqoperf	stream_churn	syscall	4	streams_per_second	combined	30	6	16012.390009	15805.502914	16230.069219	0.026515	15770.397308	16353.848164	1.036997	16508.696630	18180.991511	insufficient_order_stat_support	0.014074	1.055675	-0.002443	0.102242	0	ready	-
neqoperf	upload	iouring	1	throughput_gbps	discovery	40	8	3.133027	3.035298	3.225801	0.060805	2.995657	3.432197	1.145724	3.555786	3.998810	insufficient_order_stat_support	0.049459	1.178778	-0.003063	-0.154064	0	not_ready_high_variance	p50_ci_width_0.0608_gt_0.0300;block_median_ratio_1.1788_gt_1.1000;persistent_block_median_ratio_recent_1.1788_gt_1.1000
neqoperf	upload	iouring	1	throughput_gbps	combined	40	8	3.133027	3.035298	3.225801	0.060805	2.995657	3.432197	1.145724	3.555786	3.998810	insufficient_order_stat_support	0.049459	1.178778	-0.003063	-0.154064	0	not_ready_high_variance	p50_ci_width_0.0608_gt_0.0300;block_median_ratio_1.1788_gt_1.1000;persistent_block_median_ratio_recent_1.1788_gt_1.1000
neqoperf	upload	syscall	1	throughput_gbps	discovery	120	24	3.294593	3.274481	3.342066	0.020514	3.214633	3.446667	1.072181	3.567029	3.957360	insufficient_order_stat_support	0.026718	1.103537	-0.020117	0.165149	0	not_ready_max_samples	block_median_ratio_1.1035_gt_1.1000
neqoperf	upload	syscall	1	throughput_gbps	combined	120	24	3.294593	3.274481	3.342066	0.020514	3.214633	3.446667	1.072181	3.567029	3.957360	insufficient_order_stat_support	0.026718	1.103537	-0.020117	0.165149	0	not_ready_max_samples	block_median_ratio_1.1035_gt_1.1000
ngtcp2perf	bidi	iouring	1	throughput_gbps	discovery	30	6	6.457695	6.178952	7.224976	0.161981	5.751589	7.906534	1.374670	8.261012	8.525951	insufficient_order_stat_support	0.102157	1.338017	-0.022612	0.316503	0	not_ready_high_variance	p50_ci_width_0.1620_gt_0.0300;p80_p20_1.3747_gt_1.1500;block_median_ratio_1.3380_gt_1.1000;severe_block_median_ratio_1.3380_gt_1.2500
ngtcp2perf	bidi	iouring	1	throughput_gbps	combined	30	6	6.457695	6.178952	7.224976	0.161981	5.751589	7.906534	1.374670	8.261012	8.525951	insufficient_order_stat_support	0.102157	1.338017	-0.022612	0.316503	0	not_ready_high_variance	p50_ci_width_0.1620_gt_0.0300;p80_p20_1.3747_gt_1.1500;block_median_ratio_1.3380_gt_1.1000;severe_block_median_ratio_1.3380_gt_1.2500
ngtcp2perf	bidi	syscall	1	throughput_gbps	discovery	30	6	7.170041	6.219421	7.458818	0.172858	6.217374	8.109028	1.304253	8.964478	9.770508	insufficient_order_stat_support	0.119460	1.437179	0.087560	0.173846	0	not_ready_high_variance	p50_ci_width_0.1729_gt_0.0300;p80_p20_1.3043_gt_1.1500;block_median_ratio_1.4372_gt_1.1000;drift_0.0876_gt_0.0300;severe_block_median_ratio_1.4372_gt_1.2500;severe_drift_0.0876_gt_0.0800
ngtcp2perf	bidi	syscall	1	throughput_gbps	combined	30	6	7.170041	6.219421	7.458818	0.172858	6.217374	8.109028	1.304253	8.964478	9.770508	insufficient_order_stat_support	0.119460	1.437179	0.087560	0.173846	0	not_ready_high_variance	p50_ci_width_0.1729_gt_0.0300;p80_p20_1.3043_gt_1.1500;block_median_ratio_1.4372_gt_1.1000;drift_0.0876_gt_0.0300;severe_block_median_ratio_1.4372_gt_1.2500;severe_drift_0.0876_gt_0.0800
ngtcp2perf	close_reset_cleanup	iouring	1	streams_per_second	discovery	20	4	101140.307705	99423.130536	102277.308141	0.028220	98911.804143	102557.532030	1.036858	104124.584925	111266.062370	insufficient_order_stat_support	0.016978	1.046778	-0.014452	0.363167	0	ready	-
ngtcp2perf	close_reset_cleanup	iouring	1	streams_per_second	combined	20	4	101140.307705	99423.130536	102277.308141	0.028220	98911.804143	102557.532030	1.036858	104124.584925	111266.062370	insufficient_order_stat_support	0.016978	1.046778	-0.014452	0.363167	0	ready	-
ngtcp2perf	close_reset_cleanup	iouring	2	streams_per_second	discovery	40	8	114365.746608	113050.686010	125440.826812	0.108338	112132.778376	126093.791767	1.124504	129301.404945	144846.893172	insufficient_order_stat_support	0.036603	1.152563	-0.027876	0.276812	0	not_ready_high_variance	p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000
