binary	scenario	network	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
quicheperf	small_payload_pps	syscall	messages_per_second	3	selected_saturation	ready	not_ready	ready	20	138047.999484	135478.763647	140376.081128	0.035475	1.059265	not_ready	missing_confirm_stats
quicheperf	small_payload_pps	syscall	messages_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	90	137975.457585	136746.817907	140157.303530	0.024718	1.067535	not_ready	block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1
quicheperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	75763.053864	75190.913668	77240.068108	0.027047	1.041346	not_ready	missing_confirm_stats
quicheperf	stream_churn	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	103569.139273	99897.045756	108952.482615	0.087434	1.123947	not_ready	p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000
quicheperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	35	87364.999107	85534.424766	87734.720364	0.025185	1.033629	not_ready	missing_confirm_stats
quicheperf	stream_churn	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	129942.631306	125380.252739	136093.609992	0.082447	1.129370	not_ready	p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300
quiczigperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	not_ready_nonstationary	30	17247.537137	17102.979713	18604.310407	0.087046	1.078287	not_ready	confirm_median_delta_0.0777_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0870_gt_0.0500;block_median_ratio_1.1151_gt_1.1000
quiczigperf	close_reset_cleanup	iouring	streams_per_second	3	plateau_sentinel+post_selected	ready	not_ready	not_ready_nonstationary	30	9759.734055	9744.919089	10863.680685	0.114630	1.121703	not_ready	confirm_p50_ci_width_0.1182_gt_0.0750;confirm_median_delta_0.1099_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.1146_gt_0.0500;block_median_ratio_1.1313_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	not_ready_nonstationary	30	18244.469438	18124.861962	18379.347764	0.013949	1.033082	not_ready	confirm_p50_ci_width_0.1049_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1234_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	streams_per_second	3	plateau_sentinel+post_selected	ready	not_ready	not_ready_nonstationary	30	10142.022391	9991.665329	11072.145672	0.106535	1.116262	not_ready	confirm_p50_ci_width_0.1011_gt_0.0750;confirm_median_delta_0.1129_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.1065_gt_0.0500;block_median_ratio_1.1359_gt_1.1000
quiczigperf	connect	syscall	connections_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	1045.308369	1036.330849	1058.203298	0.020924	1.083619	not_ready	missing_confirm_stats
quiczigperf	connect	syscall	connections_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	1692.951955	1538.495859	1818.347122	0.165304	1.378076	not_ready	p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800
quiczigperf	download	syscall	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	not_ready_nonstationary	30	6.640706	6.589484	6.776050	0.028094	1.064514	not_ready	confirm_p50_ci_width_0.0872_gt_0.0450;combined_not_ready_nonstationary;block_median_ratio_1.1180_gt_1.1000
quiczigperf	download	syscall	throughput_gbps	2	selected_saturation	ready	not_ready	warning_noisy	45	7.016787	6.882354	7.101890	0.031287	1.071074	not_ready	confirm_p50_ci_width_0.0567_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0313_gt_0.0300
quiczigperf	download	syscall	throughput_gbps	4	plateau_sentinel+post_selected	ready	ready	ready	30	6.768706	6.672514	6.793252	0.017838	1.039199	ready	-
quiczigperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	16838.082838	16605.999956	17172.807751	0.033662	1.052224	not_ready	missing_confirm_stats
quiczigperf	reqresp	iouring	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	9521.776015	9469.988686	9654.356220	0.019363	1.031807	not_ready	block_median_ratio_1.1557_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1557_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	17759.073467	17528.565114	17892.353444	0.020485	1.026576	not_ready	missing_confirm_stats
quiczigperf	reqresp	syscall	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	105	9784.264640	9740.670286	9833.736264	0.009512	1.027412	not_ready	block_median_ratio_1.1607_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1607_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+selected_saturation	ready	ready	ready	30	17248.942030	17052.509105	17767.130146	0.041430	1.052778	ready	-
quiczigperf	small_payload_pps	iouring	messages_per_second	3	plateau_sentinel+post_selected	ready	ready	ready	30	9767.346054	9655.457959	9810.061854	0.015829	1.036853	ready	-
quiczigperf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	17985.014198	17927.791068	18150.966373	0.012409	1.022159	not_ready	missing_confirm_stats
quiczigperf	small_payload_pps	syscall	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	45	10011.804967	9947.687920	10095.195359	0.014733	1.025982	not_ready	block_median_ratio_1.1301_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1301_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	not_ready_nonstationary	30	17246.288100	17126.710328	18365.654682	0.071838	1.054532	not_ready	confirm_p50_ci_width_0.0780_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0718_gt_0.0500;block_median_ratio_1.1024_gt_1.1000
quiczigperf	stream_churn	iouring	streams_per_second	3	plateau_sentinel+post_selected	ready	ready	ready	30	9709.928654	9675.145220	9796.116977	0.012459	1.028963	ready	-
quiczigperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	17972.960125	17915.012684	18101.061714	0.010352	1.023559	not_ready	missing_confirm_stats
quiczigperf	stream_churn	syscall	streams_per_second	3	plateau_sentinel+post_selected	not_ready_max_samples	not_ready	not_ready_max_samples	120	10060.606500	10018.533308	10104.074438	0.008503	1.032337	not_ready	block_median_ratio_1.1575_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1575_gt_1.1000
quinnperf	bidi	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	ready	ready	35	3.332176	3.298181	3.382246	0.025228	1.089624	ready	-
quinnperf	bidi	iouring	throughput_gbps	2	selected_saturation	ready	ready	ready	90	3.375484	3.333193	3.420252	0.025791	1.070667	ready	-
quinnperf	bidi	iouring	throughput_gbps	4	plateau_sentinel+post_selected	ready	ready	ready	30	3.041999	3.024513	3.082183	0.018958	1.046381	ready	-
quinnperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	52595.215028	51986.231626	52741.097506	0.014352	1.027718	not_ready	missing_confirm_stats
quinnperf	close_reset_cleanup	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	45	56410.359807	55650.431813	58071.268304	0.042915	1.100131	not_ready	block_median_ratio_1.1450_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1450_gt_1.1000;outliers_1;persistent_outliers_1
quinnperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	62602.360148	62281.930531	62863.016269	0.009282	1.023626	not_ready	missing_confirm_stats
quinnperf	close_reset_cleanup	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	66820.536316	66239.105317	69195.710640	0.044247	1.097214	not_ready	block_median_ratio_1.1255_gt_1.1000;drift_0.0442_gt_0.0300;outliers_1;persistent_block_median_ratio_recent_1.1127_gt_1.1000;persistent_drift_0.0442_gt_0.0300;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1255_gt_1.1000;drift_0.0442_gt_0.0300;outliers_1;persistent_block_median_ratio_recent_1.1127_gt_1.1000;persistent_drift_0.0442_gt_0.0300;persistent_outliers_1
quinnperf	datagram	iouring	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	140703.773758	140185.386960	141958.603959	0.012602	1.051385	not_ready	missing_confirm_stats
quinnperf	datagram	iouring	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	138197.961940	136795.102204	153731.548086	0.122552	1.154543	not_ready	p50_ci_width_0.1226_gt_0.0500;p80_p20_1.1545_gt_1.1500;block_median_ratio_1.1595_gt_1.1000;drift_0.1246_gt_0.0300;severe_drift_0.1246_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1226_gt_0.0500;p80_p20_1.1545_gt_1.1500;block_median_ratio_1.1595_gt_1.1000;drift_0.1246_gt_0.0300;severe_drift_0.1246_gt_0.0800
quinnperf	datagram	syscall	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	167967.710022	166995.765744	173342.614386	0.037786	1.055982	not_ready	missing_confirm_stats
quinnperf	datagram	syscall	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	164839.821198	164452.816977	171908.707075	0.045231	1.133477	not_ready	drift_-0.0431_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;drift_-0.0431_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2
quinnperf	loss_recovery	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	3.068566	2.995780	3.118233	0.039906	1.070582	not_ready	missing_confirm_stats
quinnperf	loss_recovery	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	3.845474	3.715756	3.979232	0.068516	1.137010	not_ready	block_median_ratio_1.1558_gt_1.1000;drift_0.0359_gt_0.0300;persistent_block_median_ratio_recent_1.1365_gt_1.1000;persistent_drift_0.0359_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1558_gt_1.1000;drift_0.0359_gt_0.0300;persistent_block_median_ratio_recent_1.1365_gt_1.1000;persistent_drift_0.0359_gt_0.0300
quinnperf	multistream_download	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	35	2.955582	2.937154	3.019402	0.027828	1.077551	not_ready	confirm_not_ready_high_variance
quinnperf	multistream_download	iouring	throughput_gbps	2	selected_saturation	ready	not_ready	not_ready_nonstationary	30	3.935065	3.853747	4.335501	0.122426	1.125832	not_ready	confirm_median_delta_0.1250_gt_0.0450;combined_not_ready_nonstationary;p50_ci_width_0.1224_gt_0.0300;block_median_ratio_1.1489_gt_1.1000;drift_-0.0700_gt_0.0300
quinnperf	multistream_download	iouring	throughput_gbps	4	plateau_sentinel+post_selected	ready	ready	ready	45	3.679660	3.611835	3.718260	0.028923	1.056442	ready	-
quinnperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	51683.540655	51192.651295	52064.554486	0.016870	1.021748	not_ready	missing_confirm_stats
quinnperf	reqresp	iouring	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	58004.215211	54824.101564	59860.290525	0.086825	1.139266	not_ready	p50_ci_width_0.0868_gt_0.0500;block_median_ratio_1.1398_gt_1.1000;drift_0.0539_gt_0.0300;persistent_block_median_ratio_recent_1.1366_gt_1.1000;persistent_drift_0.0539_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0868_gt_0.0500;block_median_ratio_1.1398_gt_1.1000;drift_0.0539_gt_0.0300;persistent_block_median_ratio_recent_1.1366_gt_1.1000;persistent_drift_0.0539_gt_0.0300
quinnperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	61716.714082	61437.017109	61975.313006	0.008722	1.016616	not_ready	missing_confirm_stats
quinnperf	reqresp	syscall	requests_per_second	2	selected_saturation	ready	not_ready	ready	20	66512.561798	65494.649298	67566.768015	0.031154	1.054351	not_ready	missing_confirm_stats
quinnperf	reqresp	syscall	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	65955.090240	64894.923155	66726.390261	0.027768	1.167926	not_ready	p80_p20_1.1679_gt_1.1500;block_median_ratio_1.1538_gt_1.1000;persistent_block_median_ratio_recent_1.1538_gt_1.1000;persistent_p80_p20_recent_1.1595_gt_1.1500;missing_confirm_stats;p80_p20_1.1679_gt_1.1500;block_median_ratio_1.1538_gt_1.1000;persistent_block_median_ratio_recent_1.1538_gt_1.1000;persistent_p80_p20_recent_1.1595_gt_1.1500
quinnperf	upload	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	3.325164	3.314285	3.393018	0.023678	1.049998	not_ready	confirm_p50_ci_width_0.0569_gt_0.0450
quinnperf	upload	iouring	throughput_gbps	3	plateau_sentinel+post_selected	ready	ready	ready	30	2.999687	2.955972	3.031382	0.025139	1.039514	ready	-
quinnperf	upload	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	warning_noisy	30	4.001466	3.934531	4.133815	0.049803	1.080420	not_ready	confirm_median_delta_0.0579_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0498_gt_0.0300
quinnperf	upload	syscall	throughput_gbps	3	plateau_sentinel+post_selected	ready	ready	ready	30	3.511570	3.495137	3.537344	0.012019	1.035169	ready	-
s2nperf	bidi	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	40	3.768669	3.687231	3.796393	0.028966	1.110128	not_ready	missing_confirm_stats
s2nperf	bidi	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	4.329266	4.260644	4.343395	0.019114	1.045377	not_ready	outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;outliers_2;severe_outlier_blocks_2_gte_2
s2nperf	bidi	syscall	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	40	3.448887	3.396569	3.490873	0.027343	1.126299	not_ready	missing_confirm_stats
s2nperf	bidi	syscall	throughput_gbps	2	selected_saturation	ready	not_ready	ready	25	4.755380	4.706578	4.840996	0.028267	1.073996	not_ready	missing_confirm_stats
s2nperf	bidi	syscall	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_max_samples	not_ready	not_ready_max_samples	120	4.800618	4.783219	4.833799	0.010536	1.029565	not_ready	block_median_ratio_1.1427_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1427_gt_1.1000
s2nperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	30	30545.463122	30018.633246	31182.392789	0.038099	1.081485	not_ready	confirm_p80_p20_1.1653_gt_1.1500;confirm_not_ready_high_variance
s2nperf	close_reset_cleanup	iouring	streams_per_second	2	pre_saturation	ready	ready	ready	30	40594.350873	40325.526957	41041.687436	0.017642	1.055844	ready	-
s2nperf	close_reset_cleanup	iouring	streams_per_second	3	pre_saturation	ready	ready	ready	35	44255.807267	43616.112502	44763.939942	0.025936	1.056872	ready	-
s2nperf	close_reset_cleanup	iouring	streams_per_second	4	pre_saturation	ready	not_ready	not_ready_nonstationary	35	44067.010689	43265.380666	45984.793830	0.061711	1.090256	not_ready	combined_not_ready_nonstationary;p50_ci_width_0.0617_gt_0.0500;block_median_ratio_1.1148_gt_1.1000;drift_-0.0303_gt_0.0300
s2nperf	close_reset_cleanup	iouring	streams_per_second	5	selected_saturation	ready	ready	ready	30	44561.531432	44324.033130	44798.948401	0.010658	1.049297	ready	-
s2nperf	close_reset_cleanup	iouring	streams_per_second	7	plateau_sentinel+post_selected	ready	ready	ready	30	44341.324328	43123.222149	44773.260569	0.037212	1.059154	ready	-
s2nperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	ready	ready	30	32226.106137	31771.944951	32520.226927	0.023220	1.045509	ready	-
s2nperf	close_reset_cleanup	syscall	streams_per_second	2	pre_saturation	ready	not_ready	not_ready_nonstationary	30	45368.869298	44226.098240	47593.526741	0.074223	1.102882	not_ready	confirm_p50_ci_width_0.0850_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0742_gt_0.0500;block_median_ratio_1.1166_gt_1.1000
s2nperf	close_reset_cleanup	syscall	streams_per_second	3	pre_saturation	ready	not_ready	warning_noisy	35	49180.810512	48297.169465	50812.953499	0.051154	1.095432	not_ready	combined_warning_noisy;p50_ci_width_0.0512_gt_0.0500
s2nperf	close_reset_cleanup	syscall	streams_per_second	4	pre_saturation	ready	ready	ready	30	48481.570379	47837.265639	48780.469796	0.019455	1.055843	ready	-
s2nperf	close_reset_cleanup	syscall	streams_per_second	5	selected_saturation	ready	ready	ready	30	49453.312790	48482.783688	50084.692874	0.032392	1.041091	ready	-
s2nperf	close_reset_cleanup	syscall	streams_per_second	7	plateau_sentinel+post_selected	ready	ready	ready	30	48818.051772	48457.674297	49362.642841	0.018538	1.039935	ready	-
s2nperf	datagram	iouring	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	91810.748799	91438.711329	92631.704481	0.012994	1.027601	not_ready	missing_confirm_stats
s2nperf	datagram	iouring	messages_per_second	2	selected_saturation	ready	not_ready	ready	25	107194.858164	106620.247987	107492.996684	0.008142	1.011618	not_ready	missing_confirm_stats
s2nperf	datagram	iouring	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	50	112619.237415	109774.466373	114699.293712	0.043730	1.107512	not_ready	block_median_ratio_1.1250_gt_1.1000;drift_0.0415_gt_0.0300;persistent_drift_0.0415_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1250_gt_1.1000;drift_0.0415_gt_0.0300;persistent_drift_0.0415_gt_0.0300
s2nperf	datagram	syscall	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	30	99942.445682	98690.120191	100928.152136	0.022393	1.061137	not_ready	missing_confirm_stats
s2nperf	datagram	syscall	messages_per_second	2	pre_saturation	ready	not_ready	ready	20	122059.532134	120653.438898	124192.016880	0.028991	1.074359	not_ready	missing_confirm_stats
s2nperf	datagram	syscall	messages_per_second	3	selected_saturation	ready	not_ready	ready	20	124902.619035	123237.477415	127338.456996	0.032833	1.058439	not_ready	missing_confirm_stats
s2nperf	datagram	syscall	messages_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	55	130660.751035	128728.749542	132876.380458	0.031744	1.062495	not_ready	block_median_ratio_1.1068_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1068_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300
s2nperf	download	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	3.374366	3.368927	3.396381	0.008136	1.048654	not_ready	missing_confirm_stats
s2nperf	download	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	3.668490	3.245006	4.218692	0.265419	1.560895	not_ready	p50_ci_width_0.2654_gt_0.0300;p80_p20_1.5609_gt_1.1500;block_median_ratio_1.5965_gt_1.1000;drift_-0.1759_gt_0.0300;severe_block_median_ratio_1.5965_gt_1.2500;severe_p80_p20_1.5609_gt_1.5000;severe_drift_-0.1759_gt_0.0800;missing_confirm_stats;p50_ci_width_0.2654_gt_0.0300;p80_p20_1.5609_gt_1.1500;block_median_ratio_1.5965_gt_1.1000;drift_-0.1759_gt_0.0300;severe_block_median_ratio_1.5965_gt_1.2500;severe_p80_p20_1.5609_gt_1.5000;severe_drift_-0.1759_gt_0.0800
s2nperf	loss_recovery	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	3.100503	3.056287	3.109300	0.017098	1.056121	not_ready	missing_confirm_stats
s2nperf	loss_recovery	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	3.101108	2.821557	3.291209	0.151447	1.371074	not_ready	p50_ci_width_0.1514_gt_0.0800;p80_p20_1.3711_gt_1.1500;block_median_ratio_1.3451_gt_1.1000;drift_0.1546_gt_0.0300;severe_block_median_ratio_1.3451_gt_1.2500;severe_drift_0.1546_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1514_gt_0.0800;p80_p20_1.3711_gt_1.1500;block_median_ratio_1.3451_gt_1.1000;drift_0.1546_gt_0.0300;severe_block_median_ratio_1.3451_gt_1.2500;severe_drift_0.1546_gt_0.0800
s2nperf	multistream_download	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	2.880476	2.843452	2.928052	0.029370	1.050231	not_ready	missing_confirm_stats
s2nperf	multistream_download	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	35	3.295210	3.058801	3.407223	0.105736	1.257504	not_ready	p50_ci_width_0.1057_gt_0.0300;p80_p20_1.2575_gt_1.1500;block_median_ratio_1.1657_gt_1.1000;drift_0.0830_gt_0.0300;severe_drift_0.0830_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1057_gt_0.0300;p80_p20_1.2575_gt_1.1500;block_median_ratio_1.1657_gt_1.1000;drift_0.0830_gt_0.0300;severe_drift_0.0830_gt_0.0800
s2nperf	multistream_upload	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	30	2.952869	2.934476	3.011882	0.026214	1.097791	not_ready	missing_confirm_stats
s2nperf	multistream_upload	iouring	throughput_gbps	2	selected_saturation	ready	not_ready	ready	25	4.769279	4.711563	4.817908	0.022298	1.078532	not_ready	missing_confirm_stats
s2nperf	multistream_upload	iouring	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_max_samples	not_ready	not_ready_max_samples	120	5.194762	5.168610	5.252589	0.016166	1.058462	not_ready	block_median_ratio_1.1515_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1515_gt_1.1000
s2nperf	multistream_upload	syscall	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	25	3.086328	3.072769	3.143532	0.022928	1.079041	not_ready	missing_confirm_stats
s2nperf	multistream_upload	syscall	throughput_gbps	2	selected_saturation	ready	not_ready	ready	20	5.238740	5.194574	5.314266	0.022847	1.058851	not_ready	missing_confirm_stats
s2nperf	multistream_upload	syscall	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	5.939757	5.781738	6.152403	0.062404	1.135871	not_ready	p50_ci_width_0.0624_gt_0.0300;block_median_ratio_1.1419_gt_1.1000;drift_0.0338_gt_0.0300;persistent_block_median_ratio_recent_1.1008_gt_1.1000;persistent_drift_0.0338_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0624_gt_0.0300;block_median_ratio_1.1419_gt_1.1000;drift_0.0338_gt_0.0300;persistent_block_median_ratio_recent_1.1008_gt_1.1000;persistent_drift_0.0338_gt_0.0300
s2nperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	not_ready_high_variance	40	29757.871974	29010.602302	30305.663872	0.043520	1.066718	not_ready	combined_not_ready_high_variance;drift_-0.0381_gt_0.0300;persistent_drift_-0.0381_gt_0.0300
s2nperf	reqresp	iouring	requests_per_second	2	pre_saturation	ready	not_ready	not_ready_nonstationary	30	40237.782963	40017.195670	41303.423927	0.031966	1.047344	not_ready	combined_not_ready_nonstationary;drift_0.0351_gt_0.0300
s2nperf	reqresp	iouring	requests_per_second	3	pre_saturation	ready	ready	ready	35	43720.142981	43021.729180	44195.944562	0.026858	1.069930	ready	-
s2nperf	reqresp	iouring	requests_per_second	4	pre_saturation	ready	ready	ready	30	43996.063237	43628.859349	44867.316887	0.028149	1.042253	ready	-
s2nperf	reqresp	iouring	requests_per_second	5	selected_saturation	ready	ready	ready	30	44364.182966	44157.772126	44710.511316	0.012459	1.036725	ready	-
s2nperf	reqresp	iouring	requests_per_second	7	plateau_sentinel+post_selected	ready	ready	ready	30	44182.869147	43756.688225	44791.214849	0.023415	1.055642	ready	-
s2nperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+pre_saturation	ready	ready	ready	30	31931.341815	31167.802960	32147.541684	0.030683	1.045727	ready	-
s2nperf	reqresp	syscall	requests_per_second	2	pre_saturation	ready	ready	ready	30	44749.371047	43704.812574	45213.513754	0.033714	1.061449	ready	-
s2nperf	reqresp	syscall	requests_per_second	3	pre_saturation	ready	ready	ready	30	48239.375799	47815.288048	48881.072078	0.022094	1.047503	ready	-
s2nperf	reqresp	syscall	requests_per_second	4	pre_saturation	ready	ready	ready	45	49113.560192	48114.792309	49698.735993	0.032251	1.052118	ready	-
s2nperf	reqresp	syscall	requests_per_second	5	selected_saturation	ready	not_ready	not_ready_nonstationary	30	49795.016058	49253.831864	52980.521017	0.074841	1.099345	not_ready	confirm_median_delta_0.0907_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0748_gt_0.0500;block_median_ratio_1.1045_gt_1.1000;drift_-0.0777_gt_0.0300
s2nperf	reqresp	syscall	requests_per_second	7	plateau_sentinel+post_selected	ready	not_ready	not_ready_nonstationary	30	49374.504080	48842.435971	49868.568309	0.020783	1.049937	not_ready	confirm_p50_ci_width_0.1013_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1082_gt_1.1000
