scenario	network	path_profile	metric	binary_a	binary_b	a_p50	b_p50	a_vs_b_median_ratio	a_vs_b_ci95_low	a_vs_b_ci95_high	relation
connect	syscall	loopback	connections_per_second	mvfstperf	xquicperf	953.178972	3638.792338	0.261949	0.249166	0.265474	loss
connect	syscall	loopback	connections_per_second	neqoperf	ngtcp2perf	906.732104	2552.327133	0.355257	0.352213	0.402598	loss
connect	syscall	loopback	connections_per_second	neqoperf	noqperf	906.732104	3215.708641	0.281970	0.280728	0.319833	loss
connect	syscall	loopback	connections_per_second	neqoperf	picoperf	906.732104	2179.625804	0.416004	0.398235	0.494313	loss
connect	syscall	loopback	connections_per_second	neqoperf	quicheperf	906.732104	1963.133517	0.461880	0.458207	0.529907	loss
connect	syscall	loopback	connections_per_second	neqoperf	quiczigperf	906.732104	2350.871212	0.385700	0.383686	0.441074	loss
connect	syscall	loopback	connections_per_second	neqoperf	quinnperf	906.732104	3013.780266	0.300862	0.298757	0.347365	loss
connect	syscall	loopback	connections_per_second	neqoperf	s2nperf	906.732104	2704.932934	0.335214	0.333182	0.380220	loss
connect	syscall	loopback	connections_per_second	neqoperf	tquicperf	906.732104	3035.458334	0.298713	0.297144	0.337807	loss
connect	syscall	loopback	connections_per_second	neqoperf	xquicperf	906.732104	3638.792338	0.249185	0.240740	0.284350	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	noqperf	2552.327133	3215.708641	0.793706	0.792037	0.799441	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	picoperf	2552.327133	2179.625804	1.170993	1.123569	1.235563	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quicheperf	2552.327133	1963.133517	1.300129	1.292773	1.324533	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quiczigperf	2552.327133	2350.871212	1.085694	1.082522	1.102489	win
connect	syscall	loopback	connections_per_second	ngtcp2perf	quinnperf	2552.327133	3013.780266	0.846886	0.842905	0.868259	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	s2nperf	2552.327133	2704.932934	0.943582	0.940031	0.950382	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	tquicperf	2552.327133	3035.458334	0.840837	0.838355	0.844369	loss
connect	syscall	loopback	connections_per_second	ngtcp2perf	xquicperf	2552.327133	3638.792338	0.701421	0.679216	0.710748	loss
connect	syscall	loopback	connections_per_second	noqperf	picoperf	3215.708641	2179.625804	1.475349	1.414320	1.550191	win
connect	syscall	loopback	connections_per_second	noqperf	quicheperf	3215.708641	1963.133517	1.638049	1.627310	1.661817	win
connect	syscall	loopback	connections_per_second	noqperf	quiczigperf	3215.708641	2350.871212	1.367880	1.362652	1.383230	win
connect	syscall	loopback	connections_per_second	noqperf	quinnperf	3215.708641	3013.780266	1.067002	1.061028	1.089355	win
connect	syscall	loopback	connections_per_second	noqperf	s2nperf	3215.708641	2704.932934	1.188831	1.183288	1.192391	win
connect	syscall	loopback	connections_per_second	noqperf	tquicperf	3215.708641	3035.458334	1.059382	1.055300	1.059382	win
connect	syscall	loopback	connections_per_second	noqperf	xquicperf	3215.708641	3638.792338	0.883730	0.854980	0.891735	loss
connect	syscall	loopback	connections_per_second	picoperf	quicheperf	2179.625804	1963.133517	1.110279	1.052911	1.171464	win
connect	syscall	loopback	connections_per_second	picoperf	quiczigperf	2179.625804	2350.871212	0.927157	0.881671	0.975080	loss
connect	syscall	loopback	connections_per_second	picoperf	quinnperf	2179.625804	3013.780266	0.723220	0.686513	0.767919	loss
connect	syscall	loopback	connections_per_second	picoperf	s2nperf	2179.625804	2704.932934	0.805797	0.765618	0.840552	loss
connect	syscall	loopback	connections_per_second	picoperf	tquicperf	2179.625804	3035.458334	0.718055	0.682806	0.746789	loss
connect	syscall	loopback	connections_per_second	picoperf	xquicperf	2179.625804	3638.792338	0.598997	0.553194	0.628610	loss
connect	syscall	loopback	connections_per_second	quicheperf	quiczigperf	1963.133517	2350.871212	0.835066	0.822448	0.847457	loss
connect	syscall	loopback	connections_per_second	quicheperf	quinnperf	1963.133517	3013.780266	0.651386	0.640399	0.667410	loss
connect	syscall	loopback	connections_per_second	quicheperf	s2nperf	1963.133517	2704.932934	0.725761	0.714190	0.730536	loss
connect	syscall	loopback	connections_per_second	quicheperf	tquicperf	1963.133517	3035.458334	0.646734	0.636941	0.649046	loss
connect	syscall	loopback	connections_per_second	quicheperf	xquicperf	1963.133517	3638.792338	0.539501	0.516035	0.546335	loss
connect	syscall	loopback	connections_per_second	quiczigperf	quinnperf	2350.871212	3013.780266	0.780041	0.769377	0.797036	loss
connect	syscall	loopback	connections_per_second	quiczigperf	s2nperf	2350.871212	2704.932934	0.869105	0.858030	0.872423	loss
connect	syscall	loopback	connections_per_second	quiczigperf	tquicperf	2350.871212	3035.458334	0.774470	0.765223	0.775106	loss
connect	syscall	loopback	connections_per_second	quiczigperf	xquicperf	2350.871212	3638.792338	0.646058	0.619966	0.652446	loss
connect	syscall	loopback	connections_per_second	quinnperf	s2nperf	3013.780266	2704.932934	1.114179	1.089501	1.120431	win
connect	syscall	loopback	connections_per_second	quinnperf	tquicperf	3013.780266	3035.458334	0.992858	0.971657	0.995449	statistical_tie
connect	syscall	loopback	connections_per_second	quinnperf	xquicperf	3013.780266	3638.792338	0.828236	0.787215	0.837920	loss
connect	syscall	loopback	connections_per_second	s2nperf	tquicperf	2704.932934	3035.458334	0.891112	0.887695	0.892597	loss
connect	syscall	loopback	connections_per_second	s2nperf	xquicperf	2704.932934	3638.792338	0.743360	0.719190	0.751344	loss
connect	syscall	loopback	connections_per_second	tquicperf	xquicperf	3035.458334	3638.792338	0.834194	0.809487	0.842468	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	mvfstperf	1176187.963566	321882.211209	3.654094	3.585631	6.981836	win
datagram	iouring	loopback	datagrams_per_second	lsperf	neqoperf	1176187.963566	203476.825321	5.780452	5.694740	5.840876	win
datagram	iouring	loopback	datagrams_per_second	lsperf	ngtcp2perf	1176187.963566	1255595.452014	0.936757	0.864010	0.968081	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	noqperf	1176187.963566	1818146.176629	0.646916	0.637539	0.664970	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	picoperf	1176187.963566	2381882.045935	0.493806	0.492507	0.498838	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	quicheperf	1176187.963566	3456774.390252	0.340256	0.334722	0.664238	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	quiczigperf	1176187.963566	2257736.570625	0.520959	0.510182	0.534169	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	quinnperf	1176187.963566	2455470.290340	0.479007	0.474800	0.489075	loss
datagram	iouring	loopback	datagrams_per_second	lsperf	s2nperf	1176187.963566	241055.657001	4.879321	4.799181	4.916125	win
datagram	iouring	loopback	datagrams_per_second	lsperf	tquicperf	1176187.963566	679478.910349	1.731015	1.643594	1.750727	win
datagram	iouring	loopback	datagrams_per_second	lsperf	xquicperf	1176187.963566	122796.995986	9.578312	9.447298	9.703779	win
datagram	iouring	loopback	datagrams_per_second	mvfstperf	neqoperf	321882.211209	203476.825321	1.581911	0.817329	1.625622	statistical_tie
datagram	iouring	loopback	datagrams_per_second	mvfstperf	ngtcp2perf	321882.211209	1255595.452014	0.256358	0.124006	0.269435	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	noqperf	321882.211209	1818146.176629	0.177039	0.091502	0.185073	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	picoperf	321882.211209	2381882.045935	0.135138	0.070686	0.138836	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	quicheperf	321882.211209	3456774.390252	0.093116	0.048040	0.184870	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	quiczigperf	321882.211209	2257736.570625	0.142569	0.073223	0.148669	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	quinnperf	321882.211209	2455470.290340	0.131088	0.068145	0.136119	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	s2nperf	321882.211209	241055.657001	1.335302	0.688795	1.368247	statistical_tie
datagram	iouring	loopback	datagrams_per_second	mvfstperf	tquicperf	321882.211209	679478.910349	0.473719	0.235894	0.487259	loss
datagram	iouring	loopback	datagrams_per_second	mvfstperf	xquicperf	321882.211209	122796.995986	2.621255	1.355910	2.700739	win
datagram	iouring	loopback	datagrams_per_second	neqoperf	ngtcp2perf	203476.825321	1255595.452014	0.162056	0.148229	0.169647	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	noqperf	203476.825321	1818146.176629	0.111914	0.109376	0.116529	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	picoperf	203476.825321	2381882.045935	0.085427	0.084494	0.087416	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	quicheperf	203476.825321	3456774.390252	0.058863	0.057425	0.116401	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	quiczigperf	203476.825321	2257736.570625	0.090124	0.087527	0.093608	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	quinnperf	203476.825321	2455470.290340	0.082867	0.081456	0.085706	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	s2nperf	203476.825321	241055.657001	0.844107	0.823345	0.861502	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	tquicperf	203476.825321	679478.910349	0.299460	0.281974	0.306797	loss
datagram	iouring	loopback	datagrams_per_second	neqoperf	xquicperf	203476.825321	122796.995986	1.657018	1.620774	1.700491	win
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	noqperf	1255595.452014	1818146.176629	0.690591	0.659915	0.768051	loss
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	picoperf	1255595.452014	2381882.045935	0.527144	0.509792	0.576166	loss
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	quicheperf	1255595.452014	3456774.390252	0.363227	0.346470	0.767206	loss
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	quiczigperf	1255595.452014	2257736.570625	0.556130	0.528088	0.616974	loss
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	quinnperf	1255595.452014	2455470.290340	0.511346	0.491464	0.564890	loss
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	s2nperf	1255595.452014	241055.657001	5.208737	4.967620	5.678207	win
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	tquicperf	1255595.452014	679478.910349	1.847880	1.701280	2.022119	win
datagram	iouring	loopback	datagrams_per_second	ngtcp2perf	xquicperf	1255595.452014	122796.995986	10.224969	9.778873	11.208027	win
datagram	iouring	loopback	datagrams_per_second	noqperf	picoperf	1818146.176629	2381882.045935	0.763323	0.742169	0.780835	loss
datagram	iouring	loopback	datagrams_per_second	noqperf	quicheperf	1818146.176629	3456774.390252	0.525966	0.504400	1.039738	statistical_tie
datagram	iouring	loopback	datagrams_per_second	noqperf	quiczigperf	1818146.176629	2257736.570625	0.805296	0.768805	0.836139	loss
datagram	iouring	loopback	datagrams_per_second	noqperf	quinnperf	1818146.176629	2455470.290340	0.740447	0.715486	0.765554	loss
datagram	iouring	loopback	datagrams_per_second	noqperf	s2nperf	1818146.176629	241055.657001	7.542433	7.231994	7.695257	win
datagram	iouring	loopback	datagrams_per_second	noqperf	tquicperf	1818146.176629	679478.910349	2.675795	2.476768	2.740429	win
datagram	iouring	loopback	datagrams_per_second	noqperf	xquicperf	1818146.176629	122796.995986	14.806113	14.236345	15.189416	win
datagram	iouring	loopback	datagrams_per_second	picoperf	quicheperf	2381882.045935	3456774.390252	0.689048	0.672385	1.345919	statistical_tie
datagram	iouring	loopback	datagrams_per_second	picoperf	quiczigperf	2381882.045935	2257736.570625	1.054987	1.024847	1.082365	win
datagram	iouring	loopback	datagrams_per_second	picoperf	quinnperf	2381882.045935	2455470.290340	0.970031	0.953771	0.990994	statistical_tie
datagram	iouring	loopback	datagrams_per_second	picoperf	s2nperf	2381882.045935	241055.657001	9.881046	9.640527	9.961350	win
datagram	iouring	loopback	datagrams_per_second	picoperf	tquicperf	2381882.045935	679478.910349	3.505454	3.301628	3.547428	win
datagram	iouring	loopback	datagrams_per_second	picoperf	xquicperf	2381882.045935	122796.995986	19.396908	18.977599	19.662382	win
datagram	iouring	loopback	datagrams_per_second	quicheperf	quiczigperf	3456774.390252	2257736.570625	1.531080	0.769652	1.592580	statistical_tie
datagram	iouring	loopback	datagrams_per_second	quicheperf	quinnperf	3456774.390252	2455470.290340	1.407785	0.716274	1.458139	statistical_tie
datagram	iouring	loopback	datagrams_per_second	quicheperf	s2nperf	3456774.390252	241055.657001	14.340150	7.239960	14.657030	win
datagram	iouring	loopback	datagrams_per_second	quicheperf	tquicperf	3456774.390252	679478.910349	5.087390	2.479497	5.219649	win
datagram	iouring	loopback	datagrams_per_second	quicheperf	xquicperf	3456774.390252	122796.995986	28.150317	14.252027	28.931031	win
datagram	iouring	loopback	datagrams_per_second	quiczigperf	quinnperf	2257736.570625	2455470.290340	0.919472	0.890686	0.956661	loss
datagram	iouring	loopback	datagrams_per_second	quiczigperf	s2nperf	2257736.570625	241055.657001	9.366039	9.002882	9.616232	win
datagram	iouring	loopback	datagrams_per_second	quiczigperf	tquicperf	2257736.570625	679478.910349	3.322747	3.083251	3.424525	win
datagram	iouring	loopback	datagrams_per_second	quiczigperf	xquicperf	2257736.570625	122796.995986	18.385927	17.722380	18.981165	win
datagram	iouring	loopback	datagrams_per_second	quinnperf	s2nperf	2455470.290340	241055.657001	10.186321	9.832954	10.332845	win
datagram	iouring	loopback	datagrams_per_second	quinnperf	tquicperf	2455470.290340	679478.910349	3.613755	3.367529	3.679724	win
datagram	iouring	loopback	datagrams_per_second	quinnperf	xquicperf	2455470.290340	122796.995986	19.996176	19.356395	20.395664	win
datagram	iouring	loopback	datagrams_per_second	s2nperf	tquicperf	241055.657001	679478.910349	0.354765	0.335015	0.364048	loss
datagram	iouring	loopback	datagrams_per_second	s2nperf	xquicperf	241055.657001	122796.995986	1.963042	1.925650	2.017813	win
datagram	iouring	loopback	datagrams_per_second	tquicperf	xquicperf	679478.910349	122796.995986	5.533351	5.407320	5.891876	win
datagram	syscall	loopback	datagrams_per_second	lsperf	mvfstperf	1159040.174023	16130.284330	71.854913	69.984140	73.404256	win
datagram	syscall	loopback	datagrams_per_second	lsperf	neqoperf	1159040.174023	182034.467589	6.367147	6.300338	6.467252	win
datagram	syscall	loopback	datagrams_per_second	lsperf	ngtcp2perf	1159040.174023	1262842.686232	0.917802	0.872374	0.951423	loss
datagram	syscall	loopback	datagrams_per_second	lsperf	noqperf	1159040.174023	1789089.837201	0.647838	0.637563	1.330910	statistical_tie
datagram	syscall	loopback	datagrams_per_second	lsperf	picoperf	1159040.174023	1976846.431050	0.586308	0.572709	0.594883	loss
datagram	syscall	loopback	datagrams_per_second	lsperf	quicheperf	1159040.174023	3211344.240562	0.360921	0.339056	0.722411	loss
datagram	syscall	loopback	datagrams_per_second	lsperf	quiczigperf	1159040.174023	2350949.373561	0.493009	0.473558	0.512448	loss
datagram	syscall	loopback	datagrams_per_second	lsperf	quinnperf	1159040.174023	2926484.251687	0.396052	0.396052	0.689728	loss
datagram	syscall	loopback	datagrams_per_second	lsperf	s2nperf	1159040.174023	501483.826018	2.311221	2.301501	2.341746	win
datagram	syscall	loopback	datagrams_per_second	lsperf	tquicperf	1159040.174023	698090.621319	1.660300	1.477974	1.716649	win
datagram	syscall	loopback	datagrams_per_second	lsperf	xquicperf	1159040.174023	204900.222421	5.656608	5.517772	5.742326	win
datagram	syscall	loopback	datagrams_per_second	mvfstperf	neqoperf	16130.284330	182034.467589	0.088611	0.086748	0.091434	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	ngtcp2perf	16130.284330	1262842.686232	0.012773	0.012011	0.013451	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	noqperf	16130.284330	1789089.837201	0.009016	0.008778	0.018816	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	picoperf	16130.284330	1976846.431050	0.008160	0.007885	0.008410	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	quicheperf	16130.284330	3211344.240562	0.005023	0.004668	0.010213	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	quiczigperf	16130.284330	2350949.373561	0.006861	0.006520	0.007245	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	quinnperf	16130.284330	2926484.251687	0.005512	0.005453	0.009751	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	s2nperf	16130.284330	501483.826018	0.032165	0.031689	0.033107	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	tquicperf	16130.284330	698090.621319	0.023106	0.020350	0.024270	loss
datagram	syscall	loopback	datagrams_per_second	mvfstperf	xquicperf	16130.284330	204900.222421	0.078723	0.075973	0.081185	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	ngtcp2perf	182034.467589	1262842.686232	0.144147	0.136332	0.149415	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	noqperf	182034.467589	1789089.837201	0.101747	0.099636	0.209011	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	picoperf	182034.467589	1976846.431050	0.092083	0.089501	0.093423	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	quicheperf	182034.467589	3211344.240562	0.056685	0.052987	0.113450	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	quiczigperf	182034.467589	2350949.373561	0.077430	0.074006	0.080477	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	quinnperf	182034.467589	2926484.251687	0.062202	0.061894	0.108318	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	s2nperf	182034.467589	501483.826018	0.362992	0.359671	0.367757	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	tquicperf	182034.467589	698090.621319	0.260761	0.230973	0.269590	loss
datagram	syscall	loopback	datagrams_per_second	neqoperf	xquicperf	182034.467589	204900.222421	0.888405	0.862300	0.901798	loss
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	noqperf	1262842.686232	1789089.837201	0.705858	0.677273	1.509494	statistical_tie
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	picoperf	1262842.686232	1976846.431050	0.638817	0.608380	0.674706	loss
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	quicheperf	1262842.686232	3211344.240562	0.393244	0.360174	0.819346	loss
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	quiczigperf	1262842.686232	2350949.373561	0.537163	0.503053	0.581209	loss
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	quinnperf	1262842.686232	2926484.251687	0.431522	0.420720	0.782278	loss
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	s2nperf	1262842.686232	501483.826018	2.518212	2.444849	2.655967	win
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	tquicperf	1262842.686232	698090.621319	1.808995	1.570029	1.946993	win
datagram	syscall	loopback	datagrams_per_second	ngtcp2perf	xquicperf	1262842.686232	204900.222421	6.163208	5.861444	6.512846	win
datagram	syscall	loopback	datagrams_per_second	noqperf	picoperf	1789089.837201	1976846.431050	0.905022	0.434910	0.923196	loss
datagram	syscall	loopback	datagrams_per_second	noqperf	quicheperf	1789089.837201	3211344.240562	0.557116	0.257477	1.121106	statistical_tie
datagram	syscall	loopback	datagrams_per_second	noqperf	quiczigperf	1789089.837201	2350949.373561	0.761007	0.359616	0.795265	loss
datagram	syscall	loopback	datagrams_per_second	noqperf	quinnperf	1789089.837201	2926484.251687	0.611344	0.300759	1.070386	statistical_tie
datagram	syscall	loopback	datagrams_per_second	noqperf	s2nperf	1789089.837201	501483.826018	3.567592	1.747741	3.634145	win
datagram	syscall	loopback	datagrams_per_second	noqperf	tquicperf	1789089.837201	698090.621319	2.562833	1.122362	2.664059	win
datagram	syscall	loopback	datagrams_per_second	noqperf	xquicperf	1789089.837201	204900.222421	8.731517	4.190152	8.911488	win
datagram	syscall	loopback	datagrams_per_second	picoperf	quicheperf	1976846.431050	3211344.240562	0.615582	0.576043	1.248061	statistical_tie
datagram	syscall	loopback	datagrams_per_second	picoperf	quiczigperf	1976846.431050	2350949.373561	0.840872	0.804556	0.885322	loss
datagram	syscall	loopback	datagrams_per_second	picoperf	quinnperf	1976846.431050	2926484.251687	0.675502	0.672877	1.191598	statistical_tie
datagram	syscall	loopback	datagrams_per_second	picoperf	s2nperf	1976846.431050	501483.826018	3.941994	3.910158	4.045680	win
datagram	syscall	loopback	datagrams_per_second	picoperf	tquicperf	1976846.431050	698090.621319	2.831791	2.511019	2.965741	win
datagram	syscall	loopback	datagrams_per_second	picoperf	xquicperf	1976846.431050	204900.222421	9.647849	9.374474	9.920636	win
datagram	syscall	loopback	datagrams_per_second	quicheperf	quiczigperf	3211344.240562	2350949.373561	1.365978	0.662527	1.495420	statistical_tie
datagram	syscall	loopback	datagrams_per_second	quicheperf	quinnperf	3211344.240562	2926484.251687	1.097339	0.554093	2.012758	statistical_tie
datagram	syscall	loopback	datagrams_per_second	quicheperf	s2nperf	3211344.240562	501483.826018	6.403685	3.219893	6.833662	win
datagram	syscall	loopback	datagrams_per_second	quicheperf	tquicperf	3211344.240562	698090.621319	4.600182	2.067746	5.009509	win
datagram	syscall	loopback	datagrams_per_second	quicheperf	xquicperf	3211344.240562	204900.222421	15.672722	7.719587	16.757202	win
datagram	syscall	loopback	datagrams_per_second	quiczigperf	quinnperf	2350949.373561	2926484.251687	0.803336	0.781119	1.441088	statistical_tie
datagram	syscall	loopback	datagrams_per_second	quiczigperf	s2nperf	2350949.373561	501483.826018	4.687986	4.539167	4.892741	win
datagram	syscall	loopback	datagrams_per_second	quiczigperf	tquicperf	2350949.373561	698090.621319	3.367685	2.914956	3.586691	win
datagram	syscall	loopback	datagrams_per_second	quiczigperf	xquicperf	2350949.373561	204900.222421	11.473630	10.882504	11.997763	win
datagram	syscall	loopback	datagrams_per_second	quinnperf	s2nperf	2926484.251687	501483.826018	5.835650	3.372467	5.850230	win
datagram	syscall	loopback	datagrams_per_second	quinnperf	tquicperf	2926484.251687	698090.621319	4.192127	2.165726	4.288591	win
datagram	syscall	loopback	datagrams_per_second	quinnperf	xquicperf	2926484.251687	204900.222421	14.282485	8.085379	14.345674	win
datagram	syscall	loopback	datagrams_per_second	s2nperf	tquicperf	501483.826018	698090.621319	0.718365	0.637884	0.737999	loss
datagram	syscall	loopback	datagrams_per_second	s2nperf	xquicperf	501483.826018	204900.222421	2.447454	2.381434	2.468665	win
datagram	syscall	loopback	datagrams_per_second	tquicperf	xquicperf	698090.621319	204900.222421	3.406978	3.248604	3.844204	win
download	iouring	loopback	throughput_gbps	lsperf	mvfstperf	11.340348	6.358483	1.783499	1.765219	1.818989	win
download	iouring	loopback	throughput_gbps	lsperf	neqoperf	11.340348	4.180034	2.712980	2.657346	2.814988	win
download	iouring	loopback	throughput_gbps	lsperf	ngtcp2perf	11.340348	16.250182	0.697860	0.683807	0.711747	loss
download	iouring	loopback	throughput_gbps	lsperf	noqperf	11.340348	5.326581	2.129011	2.091961	2.185955	win
download	iouring	loopback	throughput_gbps	lsperf	picoperf	11.340348	5.255150	2.157949	2.099044	2.247684	win
download	iouring	loopback	throughput_gbps	lsperf	quicheperf	11.340348	7.771694	1.459186	1.441473	1.500365	win
download	iouring	loopback	throughput_gbps	lsperf	quiczigperf	11.340348	9.307860	1.218362	1.195742	1.249478	win
download	iouring	loopback	throughput_gbps	lsperf	quinnperf	11.340348	6.180452	1.834874	1.725346	2.026403	win
download	iouring	loopback	throughput_gbps	lsperf	s2nperf	11.340348	5.493367	2.064371	1.992368	2.126605	win
download	iouring	loopback	throughput_gbps	lsperf	tquicperf	11.340348	6.551381	1.730986	1.704686	1.775411	win
download	iouring	loopback	throughput_gbps	lsperf	xquicperf	11.340348	3.427508	3.308628	3.182015	3.503031	win
download	iouring	loopback	throughput_gbps	mvfstperf	neqoperf	6.358483	4.180034	1.521156	1.504071	1.548915	win
download	iouring	loopback	throughput_gbps	mvfstperf	ngtcp2perf	6.358483	16.250182	0.391287	0.387038	0.391631	loss
download	iouring	loopback	throughput_gbps	mvfstperf	noqperf	6.358483	5.326581	1.193727	1.184060	1.202797	win
download	iouring	loopback	throughput_gbps	mvfstperf	picoperf	6.358483	5.255150	1.209953	1.188069	1.236763	win
download	iouring	loopback	throughput_gbps	mvfstperf	quicheperf	6.358483	7.771694	0.818159	0.815881	0.825559	loss
download	iouring	loopback	throughput_gbps	mvfstperf	quiczigperf	6.358483	9.307860	0.683130	0.676796	0.687511	loss
download	iouring	loopback	throughput_gbps	mvfstperf	quinnperf	6.358483	6.180452	1.028806	0.976554	1.115006	statistical_tie
download	iouring	loopback	throughput_gbps	mvfstperf	s2nperf	6.358483	5.493367	1.157484	1.127690	1.170141	win
download	iouring	loopback	throughput_gbps	mvfstperf	tquicperf	6.358483	6.551381	0.970556	0.964861	0.976900	loss
download	iouring	loopback	throughput_gbps	mvfstperf	xquicperf	6.358483	3.427508	1.855133	1.801036	1.927503	win
download	iouring	loopback	throughput_gbps	neqoperf	ngtcp2perf	4.180034	16.250182	0.257230	0.250096	0.260152	loss
download	iouring	loopback	throughput_gbps	neqoperf	noqperf	4.180034	5.326581	0.784750	0.765116	0.798993	loss
download	iouring	loopback	throughput_gbps	neqoperf	picoperf	4.180034	5.255150	0.795417	0.767707	0.821555	loss
download	iouring	loopback	throughput_gbps	neqoperf	quicheperf	4.180034	7.771694	0.537854	0.527206	0.548401	loss
download	iouring	loopback	throughput_gbps	neqoperf	quiczigperf	4.180034	9.307860	0.449086	0.437332	0.456699	loss
download	iouring	loopback	throughput_gbps	neqoperf	quinnperf	4.180034	6.180452	0.676331	0.631030	0.740675	loss
download	iouring	loopback	throughput_gbps	neqoperf	s2nperf	4.180034	5.493367	0.760924	0.728691	0.777300	loss
download	iouring	loopback	throughput_gbps	neqoperf	tquicperf	4.180034	6.551381	0.638039	0.623474	0.648934	loss
download	iouring	loopback	throughput_gbps	neqoperf	xquicperf	4.180034	3.427508	1.219555	1.163794	1.280400	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	noqperf	16.250182	5.326581	3.050771	3.026067	3.104970	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	picoperf	16.250182	5.255150	3.092239	3.036312	3.192651	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quicheperf	16.250182	7.771694	2.090944	2.085121	2.131146	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quiczigperf	16.250182	9.307860	1.745856	1.729666	1.774782	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	quinnperf	16.250182	6.180452	2.629287	2.495750	2.878340	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	s2nperf	16.250182	5.493367	2.958146	2.882004	3.020669	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	tquicperf	16.250182	6.551381	2.480421	2.465865	2.521826	win
download	iouring	loopback	throughput_gbps	ngtcp2perf	xquicperf	16.250182	3.427508	4.741107	4.602853	4.975769	win
download	iouring	loopback	throughput_gbps	noqperf	picoperf	5.326581	5.255150	1.013593	0.988623	1.043593	statistical_tie
download	iouring	loopback	throughput_gbps	noqperf	quicheperf	5.326581	7.771694	0.685382	0.678915	0.696615	loss
download	iouring	loopback	throughput_gbps	noqperf	quiczigperf	5.326581	9.307860	0.572267	0.563179	0.580129	loss
download	iouring	loopback	throughput_gbps	noqperf	quinnperf	5.326581	6.180452	0.861843	0.812616	0.940853	loss
download	iouring	loopback	throughput_gbps	noqperf	s2nperf	5.326581	5.493367	0.969639	0.938380	0.987377	loss
download	iouring	loopback	throughput_gbps	noqperf	tquicperf	5.326581	6.551381	0.813047	0.802885	0.824318	loss
download	iouring	loopback	throughput_gbps	noqperf	xquicperf	5.326581	3.427508	1.554068	1.498688	1.626448	win
