binary	scenario	network	path_profile	tier	publication_eligible	calibrated	workload_kind	selected_work_units	probe_work_units	target_duration_sec	calibration_duration_sec	timeout_sec	env_overrides	reason
picoperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
picoperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.069659	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
picoperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.079384	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
picoperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.175310	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.136684	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.084649	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
picoperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.087673	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
picoperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.175112	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.153926	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.163878	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.143341	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.129634	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.644654	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	0.078117	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
picoperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.076308	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
picoperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.197628	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.146274	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.247212	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.196084	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quicheperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quicheperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.066736	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quicheperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.070697	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quicheperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.158073	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.135127	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.096903	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quicheperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.095223	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quicheperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.228094	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.233610	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.142333	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.128921	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.158374	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.152300	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	0.156963	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quicheperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	0.153565	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quicheperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.137023	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.137845	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quicheperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quicheperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	bidi	iouring	loopback	publication	1	1	bytes	27040234	16777216	5.000000	3.106165	23	QUICPERF_BIDI_TEST_BYTES=27040234	inside_envelope;validated_scale
quiczigperf	bidi	syscall	loopback	publication	1	1	bytes	26611291	16777216	5.000000	3.169085	23	QUICPERF_BIDI_TEST_BYTES=26611291	inside_envelope;validated_scale
quiczigperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quiczigperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quiczigperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.071334	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.069962	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.126537	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.176055	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.206615	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quiczigperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.156851	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quiczigperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.134851	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.131820	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	multistream_download	iouring	loopback	publication	1	1	bytes	31734353	16777216	5.000000	2.658390	21	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=31734353	inside_envelope;validated_scale
quiczigperf	multistream_download	syscall	loopback	publication	1	1	bytes	31038650	16777216	5.000000	3.218076	23	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=31038650	inside_envelope;validated_scale
quiczigperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.139909	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.190775	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	2.512039	21	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	2.473833	20	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.129097	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.125139	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quiczigperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quiczigperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.361999	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.406563	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quinnperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
quinnperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.075058	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quinnperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.084151	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quinnperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.211705	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.278855	16	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.115152	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quinnperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.129093	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
quinnperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.198473	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.236767	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.266342	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.287249	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.213687	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.281814	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.157214	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quinnperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.208842	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
quinnperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.204873	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.224083	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
quinnperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
quinnperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.307176	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.459402	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
s2nperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
s2nperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.209621	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
s2nperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.198800	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
s2nperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.210405	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.190196	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.203324	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
s2nperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.156273	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
s2nperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.251853	16	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.192832	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.328688	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.376417	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.333835	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.250840	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.213515	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
s2nperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.256617	16	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
s2nperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.214337	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.191681	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
s2nperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
s2nperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.767424	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.227292	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
tquicperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
tquicperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
tquicperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.079509	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
tquicperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.074492	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
tquicperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.155595	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.137583	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
tquicperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.101295	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
