binary	scenario	network	path_profile	tier	publication_eligible	calibrated	workload_kind	selected_work_units	probe_work_units	target_duration_sec	calibration_duration_sec	timeout_sec	env_overrides	reason
lsperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.118985	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
lsperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.115760	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
lsperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
lsperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.401694	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.295152	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
mvfstperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
mvfstperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.086155	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.298487	16	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.157859	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.157406	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	0.129209	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
mvfstperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	0.115621	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
mvfstperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.156388	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.159431	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.168262	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.169104	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.299264	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.211925	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	4.018218	27	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	4.140087	27	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.321986	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.259728	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
mvfstperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
mvfstperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.841284	18	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.767435	18	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
neqoperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
neqoperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	0.172309	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
neqoperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	0.171401	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
neqoperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.205849	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.202257	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.103125	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
neqoperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.103168	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
neqoperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.181085	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.179939	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.217699	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.602003	17	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.301840	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.526101	17	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.570175	17	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
neqoperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.611440	17	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
neqoperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.206327	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.216981	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
neqoperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
neqoperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.134179	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.136931	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
ngtcp2perf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
ngtcp2perf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.071535	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.069215	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.204641	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.203068	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	0.180579	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
ngtcp2perf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	0.181849	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
ngtcp2perf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.210644	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.208262	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.099886	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.099539	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.105382	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.099883	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	0.161675	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	0.104374	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.101426	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.097000	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
ngtcp2perf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
ngtcp2perf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.375254	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.417550	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
noqperf	connect	syscall	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
noqperf	datagram	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.070808	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
noqperf	datagram	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.098805	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
noqperf	download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.239495	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.246998	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	flow_control	iouring	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.125282	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
noqperf	flow_control	syscall	loopback	publication	1	1	bytes	16777216	16777216	5.000000	1.114356	15	QUICPERF_FLOW_CONTROL_TEST_BYTES=16777216	too_fast_scaled_up;max_scale;max_work_units
noqperf	idle_footprint	iouring	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	idle_footprint	syscall	loopback	lifecycle	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	loss_recovery	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.233812	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	loss_recovery	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.224496	15	QUICPERF_LOSS_RECOVERY_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	multistream_download	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.232452	15	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	multistream_download	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.305061	16	QUICPERF_MULTISTREAM_DOWNLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	multistream_upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.204534	15	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	multistream_upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.301295	16	QUICPERF_MULTISTREAM_UPLOAD_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	reqresp	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	reqresp	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	resumed_connect	iouring	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	resumed_connect	syscall	loopback	capability	0	0	fixed	1073741824	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	small_payload_pps	iouring	loopback	publication	1	1	operations	4096	1024	5.000000	1.165938	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
noqperf	small_payload_pps	syscall	loopback	publication	1	1	operations	4096	1024	5.000000	1.212480	15	QUICPERF_SCENARIO_OPERATIONS=4096	too_fast_scaled_up;max_scale;validated_scale
noqperf	stream_churn	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	stream_churn	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	upload	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.222199	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	upload	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.242857	15	QUICPERF_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
noqperf	zero_rtt_reqresp	iouring	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
noqperf	zero_rtt_reqresp	syscall	loopback	capability	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	bidi	iouring	loopback	publication	1	1	bytes	67108864	16777216	5.000000	0.274900	15	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	bidi	syscall	loopback	publication	1	1	bytes	67108864	16777216	5.000000	1.273575	16	QUICPERF_BIDI_TEST_BYTES=67108864	too_fast_scaled_up;max_scale;validated_scale
picoperf	close_reset_cleanup	iouring	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	close_reset_cleanup	syscall	loopback	lifecycle	0	0	operations	1024	0	5.000000	0.000000	30		tier_smoke_no_calibration
picoperf	connect	iouring	loopback	publication	1	0	fixed	1073741824	0	5.000000	0.000000	30		fixed_workload
