binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
lsperf	multistream_download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	1	1	2	10.700913		10.700913	6.727525	11.234398	0.421167	3.622589	3.509384	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-96.90pct_le_1.00pct
lsperf	multistream_download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	3	3	4	4.230865		4.230865	4.108784	4.278583	0.040134	3.588372	3.355005	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-10.56pct_le_1.00pct
lsperf	multistream_upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	2	2	3	14.291707		14.291707	10.988940	14.291707	0.231097	6.942378	6.382421	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-9.67pct_le_1.00pct
lsperf	multistream_upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	5	5	6	14.567251		14.567251	12.810074	21.425151	0.591400	12.447146	11.638322	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-4.41pct_le_1.00pct
lsperf	reqresp	iouring	loopback	lifecycle	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	requests_per_second	1	1	1	8769.579712		8769.579712	8738.825803	8800.333622	0.007014	8744.976585	8739.440881	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
lsperf	reqresp	syscall	loopback	lifecycle	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	requests_per_second	1	1	1	79733.273568		79733.273568	9691.962275	149774.584862	1.756890	23700.224534	11092.788501	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
lsperf	resumed_connect	iouring	loopback	capability	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	1	1	1	3071.724818		3071.724818	2894.280612	3249.169025	0.115534	2929.769453	2897.829496	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
lsperf	resumed_connect	syscall	loopback	capability	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	connections_per_second	1	1	1	2256.244316		2256.244316	2093.114282	2419.374350	0.144603	2125.740289	2096.376883	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
lsperf	small_payload_pps	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	messages_per_second	1	1	2	32939.523730		32939.523730	32830.266543	32990.982482	0.004879	32587.466875	32354.292812	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-6.77pct_le_1.00pct
lsperf	small_payload_pps	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	messages_per_second	1	1	2	91119.913021		91119.913021	90303.257800	91989.229110	0.018503	89629.612515	89098.068850	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-17.96pct_le_1.00pct
lsperf	stream_churn	iouring	loopback	lifecycle	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	streams_per_second	1	1	1	90202.955396		90202.955396	90004.293662	90401.617130	0.004405	90044.026009	90008.266897	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
lsperf	stream_churn	syscall	loopback	lifecycle	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	streams_per_second	1	1	1	177669.911515		177669.911515	177541.487319	177798.335710	0.001446	177567.172158	177544.055803	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	6	6	7	20.749546		20.749546	20.749546	21.034015	0.013710	11.412251	10.959588	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.92pct_le_1.00pct
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	5	5	6	22.930467		22.930467	22.837423	23.069019	0.010100	20.352124	19.293311	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-2.86pct_le_1.00pct
lsperf	zero_rtt_reqresp	iouring	loopback	capability	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	requests_per_second	1	1	1	8679.569694		8679.569694	8662.882775	8696.256614	0.003845	8666.220159	8663.216513	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
lsperf	zero_rtt_reqresp	syscall	loopback	capability	0	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	converged	requests_per_second	1	1	1	78713.123591		78713.123591	9661.854620	147764.392562	1.754505	23472.108414	11042.879999	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
mvfstperf	bidi	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	7	7	7	6.874085		6.874085	6.859566	6.909617	0.007281	6.781643	6.760512	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.28pct_le_1.00pct
mvfstperf	bidi	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	5	5	6	7.106621		7.106621	7.071233	7.168741	0.013721	6.969197	6.918313	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.63pct_le_1.00pct
mvfstperf	close_reset_cleanup	iouring	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	streams_per_second	1	1	1	5404.044733		5404.044733	5355.883416	5452.206050	0.017824	5365.515679	5356.846642	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	close_reset_cleanup	syscall	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	streams_per_second	1	1	1	5082.850350		5082.850350	5078.478663	5087.222036	0.001720	5079.353000	5078.566097	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	connect	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	connections_per_second	13	13	14	996.768018		996.768018	966.143370	1005.690248	0.039675	938.169396	933.726525	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-1.00pct_le_1.00pct
mvfstperf	connect	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	connections_per_second	13	13	13	953.178972		953.178972	934.336066	957.333884	0.024127	813.378391	801.751957	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.87pct_le_1.00pct
mvfstperf	datagram	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	datagrams_per_second	1	1	2	321882.211209		321882.211209	168790.181551	327988.383834	0.494585	17189.037018	16487.229798	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-94.13pct_le_1.00pct
mvfstperf	datagram	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	datagrams_per_second	1	1	2	16130.284330		16130.284330	15958.491332	16561.469124	0.037382	14924.440587	14071.602469	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-6.07pct_le_1.00pct
mvfstperf	download	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	1	1	2	6.358483		6.358483	6.358483	6.364068	0.000878	5.747411	5.705436	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-4.92pct_le_1.00pct
mvfstperf	download	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	2	2	2	6.053629		6.053629	6.009222	6.147310	0.022811	5.883010	5.866628	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.10pct_le_1.00pct
mvfstperf	flow_control	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	7	7	7	5.718577		5.718577	5.708887	5.718577	0.001695	5.569393	5.497671	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.88pct_le_1.00pct
mvfstperf	flow_control	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	6	6	6	5.411048		5.411048	5.372041	5.442533	0.013027	5.250473	5.173669	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.21pct_le_1.00pct
mvfstperf	idle_footprint	iouring	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	server_rss_delta_bytes_per_connection	1	1	1	2990080.000000		2990080.000000	2965504.000000	3014656.000000	0.016438	3009740.800000	3014164.480000	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	idle_footprint	syscall	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	server_rss_delta_bytes_per_connection	1	1	1	3999744.000000		3999744.000000	3895296.000000	4104192.000000	0.052227	4083302.400000	4102103.040000	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	loss_recovery	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	1	1	2	6.199574		6.199574	6.174735	6.234109	0.009577	4.690917	4.644732	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-10.96pct_le_1.00pct
mvfstperf	loss_recovery	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	5	5	5	6.330840		6.330840	6.312457	6.360677	0.007617	6.209863	6.124400	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.58pct_le_1.00pct
mvfstperf	multistream_download	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	2	2	2	5.891610		5.891610	5.765529	5.909327	0.024407	5.707279	5.628285	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.48pct_le_1.00pct
mvfstperf	multistream_download	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	1	1	2	5.797401		5.797401	5.776925	5.843440	0.011473	5.386012	5.195323	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.73pct_le_1.00pct
mvfstperf	multistream_upload	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	14	14	15	7.186876		7.186876	7.176554	7.206530	0.004171	7.155256	7.137305	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-8.44pct_le_1.00pct
mvfstperf	multistream_upload	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	16	16	17	7.902622		7.902622	7.896218	7.910094	0.001756	7.835853	7.728343	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.27pct_le_1.00pct
mvfstperf	reqresp	iouring	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	requests_per_second	1	1	1	5102.537600		5102.537600	5032.090412	5172.984788	0.027613	5046.179850	5033.499356	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	reqresp	syscall	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	requests_per_second	1	1	1	5243.083423		5243.083423	5139.465004	5346.701842	0.039526	5160.188688	5141.537372	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	resumed_connect	iouring	loopback	capability	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	connections_per_second	1	1	1	1660.728816		1660.728816	1570.410945	1751.046688	0.108769	1588.474519	1572.217302	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
mvfstperf	resumed_connect	syscall	loopback	capability	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	connections_per_second	1	1	1	1514.383912		1514.383912	1503.131022	1525.636801	0.014861	1505.381600	1503.356080	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
mvfstperf	small_payload_pps	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	messages_per_second	8	8	9	2591.857784		2591.857784	2581.513368	2600.799487	0.007441	2550.870263	2512.081187	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.30pct_le_1.00pct
mvfstperf	small_payload_pps	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	messages_per_second	10	10	10	2638.535440		2638.535440	2622.214184	2678.754056	0.021429	2604.142651	2583.136062	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_0.21pct_le_1.00pct
mvfstperf	stream_churn	iouring	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	streams_per_second	1	1	1	5029.165600		5029.165600	4910.202985	5148.128214	0.047309	4933.995508	4912.582237	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	stream_churn	syscall	loopback	lifecycle	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	streams_per_second	1	1	1	4553.496022		4553.496022	4534.427702	4572.564343	0.008375	4538.241366	4534.809068	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	lifecycle_tier_smoke_only
mvfstperf	upload	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	14	14	15	6.759550		6.759550	6.748444	6.814993	0.009845	6.726099	6.640414	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-6.59pct_le_1.00pct
mvfstperf	upload	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	throughput_gbps	15	15	16	6.989180		6.989180	6.968403	7.038776	0.010069	6.844966	6.391186	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-0.03pct_le_1.00pct
mvfstperf	zero_rtt_reqresp	iouring	loopback	capability	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	requests_per_second	1	1	1	3534.250380		3534.250380	3509.398039	3559.102720	0.014064	3514.368507	3509.895086	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
mvfstperf	zero_rtt_reqresp	syscall	loopback	capability	0	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	converged	requests_per_second	1	1	1	3240.871519		3240.871519	3031.962660	3449.780378	0.128921	3073.744432	3036.140837	insufficient_order_stat_support	1.000000	1.000000	tier_smoke	capability_tier_smoke_only
neqoperf	bidi	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	3	3	4	3.277641		3.277641	3.271771	3.375711	0.031712	3.222766	3.014381	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-13.46pct_le_1.00pct
neqoperf	bidi	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	converged	throughput_gbps	3	3	4	3.307537		3.307537	3.264035	3.320743	0.017145	3.180662	3.066381	insufficient_order_stat_support	1.000000	1.000000	ok	incremental_improvement_-14.32pct_le_1.00pct
