binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
neqoperf	zero_rtt_reqresp	iouring	loopback	capability	0	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	16416.416720	15913.181906	16919.651533	0.061309	1.037474	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
neqoperf	zero_rtt_reqresp	syscall	loopback	capability	0	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	15749.812958	15125.586310	16374.039606	0.079268	1.048719	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	bidi	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	19.788401	19.405417	19.852978	0.022617	1.084531	converged	confirm_disabled
ngtcp2perf	bidi	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	19.017465	18.838756	19.284104	0.023418	1.064183	converged	confirm_disabled
ngtcp2perf	bidi	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation+plateau_sentinel	converged	converged	converged	20	19.950268	19.866248	20.156341	0.014541	1.065503	converged	confirm_disabled
ngtcp2perf	close_reset_cleanup	iouring	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	114739.787294	107175.650530	122303.924057	0.131849	1.082367	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	close_reset_cleanup	syscall	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	166823.850390	166129.099507	167518.601272	0.008329	1.005010	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	connect	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	17	selected_saturation+plateau_sentinel	converged	converged	converged	20	9729.563602	9686.838755	9825.648676	0.014267	1.061944	converged	outliers_1;confirm_disabled;outliers_1
ngtcp2perf	connect	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	3	selected_saturation	converged	converged	converged	20	2552.327133	2546.959174	2563.046071	0.006303	1.090485	converged	confirm_disabled
ngtcp2perf	connect	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	4	plateau_sentinel+post_selected	converged	converged	converged	20	2422.458491	2400.542436	2450.967334	0.020816	1.145802	converged	confirm_disabled
ngtcp2perf	datagram	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	datagrams_per_second	3	selected_saturation	converged	converged	converged	20	1255595.452014	1217321.323439	1361147.188288	0.114548	1.151110	converged	p50_ci_width_0.1145_gt_0.0500;p80_p20_1.1511_gt_1.1500;block_median_ratio_1.1181_gt_1.1000;confirm_disabled;p50_ci_width_0.1145_gt_0.0500;p80_p20_1.1511_gt_1.1500;block_median_ratio_1.1181_gt_1.1000
ngtcp2perf	datagram	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	datagrams_per_second	4	plateau_sentinel+post_selected	converged	converged	converged	20	1230366.067731	1220520.839361	1242838.607625	0.018139	1.067091	converged	confirm_disabled
ngtcp2perf	datagram	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	datagrams_per_second	3	selected_saturation	converged	converged	converged	20	1262842.686232	1231230.512727	1328605.379076	0.077108	1.088533	converged	p50_ci_width_0.0771_gt_0.0500;confirm_disabled;p50_ci_width_0.0771_gt_0.0500
ngtcp2perf	datagram	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	datagrams_per_second	4	plateau_sentinel+post_selected	converged	converged	converged	20	1256598.594111	1253079.857853	1262314.935820	0.007349	1.051626	converged	confirm_disabled
ngtcp2perf	download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	16.250182	16.250182	16.428574	0.010978	1.086205	converged	confirm_disabled
ngtcp2perf	download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	16.205648	16.141644	16.205648	0.003949	1.069492	converged	confirm_disabled
ngtcp2perf	download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	15.918855	15.299689	16.214519	0.057468	1.121161	converged	p50_ci_width_0.0575_gt_0.0300;confirm_disabled;p50_ci_width_0.0575_gt_0.0300
ngtcp2perf	download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	15.438703	15.305853	16.195521	0.057626	1.072499	converged	p50_ci_width_0.0576_gt_0.0300;confirm_disabled;p50_ci_width_0.0576_gt_0.0300
ngtcp2perf	flow_control	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation+plateau_sentinel	converged	converged	converged	20	13.378583	13.312166	13.616305	0.022733	1.051786	converged	confirm_disabled
ngtcp2perf	flow_control	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	13.197952	12.898440	13.315143	0.031573	1.097346	converged	confirm_disabled
ngtcp2perf	flow_control	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	13.170602	12.712730	13.189248	0.036180	1.068520	converged	confirm_disabled
ngtcp2perf	idle_footprint	iouring	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	server_rss_delta_bytes_per_connection	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	538624.000000	434176.000000	643072.000000	0.387833	1.263339	converged	blocks_1_lt_2;samples_2_lt_20;p80_p20_1.2633_gt_1.1500;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20;p80_p20_1.2633_gt_1.1500
ngtcp2perf	idle_footprint	syscall	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	server_rss_delta_bytes_per_connection	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	1251328.000000	1249280.000000	1253376.000000	0.003273	1.001966	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	loss_recovery	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation+plateau_sentinel	converged	converged	converged	20	15.065722	14.626490	15.544479	0.060932	1.119920	converged	confirm_disabled
ngtcp2perf	loss_recovery	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation+plateau_sentinel	converged	converged	converged	20	14.708659	14.368329	14.841107	0.032143	1.073984	converged	confirm_disabled
ngtcp2perf	multistream_download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	15.839096	14.967987	16.565425	0.100854	1.129016	converged	p50_ci_width_0.1009_gt_0.0300;block_median_ratio_1.1067_gt_1.1000;confirm_disabled;p50_ci_width_0.1009_gt_0.0300;block_median_ratio_1.1067_gt_1.1000
ngtcp2perf	multistream_download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	15.120994	15.111563	15.135309	0.001570	1.126122	converged	confirm_disabled
ngtcp2perf	multistream_download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	15.947998	15.885578	16.206706	0.020136	1.111858	converged	confirm_disabled
ngtcp2perf	multistream_download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	15.425166	15.299206	15.577610	0.018049	1.069938	converged	confirm_disabled
ngtcp2perf	multistream_upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	23.635876	23.567948	23.690071	0.005167	1.032842	converged	confirm_disabled
ngtcp2perf	multistream_upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	best_capacity+plateau_sentinel+post_selected	converged	converged	converged	20	23.709678	23.627257	23.740317	0.004769	1.024847	converged	confirm_disabled
ngtcp2perf	multistream_upload	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	26.568005	26.529060	26.568005	0.001466	1.049670	converged	confirm_disabled
ngtcp2perf	multistream_upload	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	26.111473	25.959632	26.197302	0.009102	1.031905	converged	confirm_disabled
ngtcp2perf	reqresp	iouring	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	104851.254419	99927.494016	109775.014821	0.093919	1.057985	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	reqresp	syscall	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	126453.008068	122718.458330	130187.557807	0.059066	1.036079	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	resumed_connect	iouring	loopback	capability	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	2883.871286	2723.074242	3044.668329	0.111515	1.069225	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	resumed_connect	syscall	loopback	capability	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	2108.717509	1901.108156	2316.326862	0.196906	1.125561	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	small_payload_pps	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	messages_per_second	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	43310.333548	40030.063508	45067.990982	0.116322	1.235882	converged	p50_ci_width_0.1163_gt_0.0500;p80_p20_1.2359_gt_1.1500;block_median_ratio_1.1259_gt_1.1000;confirm_disabled;p50_ci_width_0.1163_gt_0.0500;p80_p20_1.2359_gt_1.1500;block_median_ratio_1.1259_gt_1.1000
ngtcp2perf	small_payload_pps	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	messages_per_second	2	plateau_sentinel+post_selected	converged	converged	converged	20	43210.545328	42376.170342	43762.657221	0.032087	1.113387	converged	confirm_disabled
ngtcp2perf	small_payload_pps	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	messages_per_second	2	selected_saturation	converged	converged	converged	20	100820.794495	100766.779907	103598.183075	0.028084	1.104596	converged	confirm_disabled
ngtcp2perf	small_payload_pps	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	messages_per_second	3	plateau_sentinel+post_selected	converged	converged	converged	20	87791.353883	87026.007401	88267.320049	0.014139	1.039837	converged	confirm_disabled
ngtcp2perf	stream_churn	iouring	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	119028.222245	115284.650637	122771.793852	0.062902	1.038467	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	stream_churn	syscall	loopback	lifecycle	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	163810.144616	162429.797493	165190.491739	0.016853	1.010163	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	23.520126	23.494908	23.643082	0.006300	1.049901	converged	confirm_disabled
ngtcp2perf	upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	23.494390	23.261046	23.494390	0.009932	1.056055	converged	confirm_disabled
ngtcp2perf	upload	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	selected_saturation+plateau_sentinel	converged	converged	converged	20	26.476731	26.395401	26.715801	0.012101	1.035312	converged	confirm_disabled
ngtcp2perf	zero_rtt_reqresp	iouring	loopback	capability	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	58734.509556	57694.275331	59774.743781	0.035422	1.021481	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
ngtcp2perf	zero_rtt_reqresp	syscall	loopback	capability	0	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	requests_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	105273.468533	102821.712974	107725.224093	0.046579	1.028343	converged	blocks_1_lt_2;samples_2_lt_20;capability_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
noqperf	bidi	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	3.809868	3.643962	3.945698	0.079199	1.158953	converged	p50_ci_width_0.0792_gt_0.0300;p80_p20_1.1590_gt_1.1500;confirm_disabled;p50_ci_width_0.0792_gt_0.0300;p80_p20_1.1590_gt_1.1500
noqperf	bidi	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.775556	3.740716	3.796947	0.014894	1.061117	converged	confirm_disabled
noqperf	bidi	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	3.593724	3.584301	3.623934	0.011029	1.032077	converged	confirm_disabled
noqperf	bidi	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	3.333724	3.319569	3.339071	0.005850	1.019385	converged	confirm_disabled
noqperf	close_reset_cleanup	iouring	loopback	lifecycle	0	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	45887.247316	39887.271715	51887.222918	0.261510	1.170263	converged	blocks_1_lt_2;samples_2_lt_20;p80_p20_1.1703_gt_1.1500;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20;p80_p20_1.1703_gt_1.1500
noqperf	close_reset_cleanup	syscall	loopback	lifecycle	0	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	streams_per_second	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	47079.816972	42924.168755	51235.465189	0.176536	1.111845	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
noqperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	12	selected_saturation	converged	converged	converged	20	6375.846019	6330.009001	6375.846019	0.007189	1.086832	converged	confirm_disabled
noqperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	13	plateau_sentinel+post_selected	converged	converged	converged	20	6281.813202	6251.140131	6318.390560	0.010706	1.054138	converged	outliers_1;confirm_disabled;outliers_1
noqperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	9	selected_saturation	converged	converged	converged	20	3215.708641	3206.048445	3215.708641	0.003004	1.051494	converged	confirm_disabled
noqperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	10	plateau_sentinel+post_selected	converged	converged	converged	20	3210.278335	3170.688316	3271.966623	0.031548	1.094622	converged	confirm_disabled
noqperf	datagram	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	datagrams_per_second	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	1818146.176629	1772208.999169	1844662.795368	0.039850	13.558561	converged	p80_p20_13.5586_gt_1.1500;confirm_disabled;p80_p20_13.5586_gt_1.1500
noqperf	datagram	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	datagrams_per_second	2	plateau_sentinel+post_selected	converged	converged	converged	20	1092378.655119	149185.153075	2078633.077848	1.766281	16.148898	converged	p50_ci_width_1.7663_gt_0.0500;p80_p20_16.1489_gt_1.1500;block_median_ratio_13.9332_gt_1.1000;confirm_disabled;p50_ci_width_1.7663_gt_0.0500;p80_p20_16.1489_gt_1.1500;block_median_ratio_13.9332_gt_1.1000
noqperf	datagram	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	datagrams_per_second	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	1789089.837201	880165.824811	1817922.892280	0.524153	25.209155	converged	p50_ci_width_0.5242_gt_0.0500;p80_p20_25.2092_gt_1.1500;block_median_ratio_2.0654_gt_1.1000;confirm_disabled;p50_ci_width_0.5242_gt_0.0500;p80_p20_25.2092_gt_1.1500;block_median_ratio_2.0654_gt_1.1000
noqperf	datagram	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	datagrams_per_second	2	plateau_sentinel+post_selected	converged	converged	converged	20	387309.595996	385182.307024	1190412.939024	2.079036	15.412162	converged	p50_ci_width_2.0790_gt_0.0500;p80_p20_15.4122_gt_1.1500;block_median_ratio_3.0905_gt_1.1000;confirm_disabled;p50_ci_width_2.0790_gt_0.0500;p80_p20_15.4122_gt_1.1500;block_median_ratio_3.0905_gt_1.1000
noqperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	5.326581	5.291057	5.370067	0.014833	1.104445	converged	confirm_disabled
noqperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	4.824048	4.753711	4.870483	0.024206	1.072697	converged	confirm_disabled
noqperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	4.957757	4.900303	5.043788	0.028941	1.065421	converged	confirm_disabled
noqperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	4.632217	4.617846	4.652880	0.007563	1.057743	converged	confirm_disabled
noqperf	flow_control	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	5	selected_saturation	converged	converged	converged	20	3.618830	3.604423	3.638612	0.009447	1.035113	converged	confirm_disabled
noqperf	flow_control	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	6	plateau_sentinel+post_selected	converged	converged	converged	20	3.468745	3.432157	3.498368	0.019088	1.038439	converged	confirm_disabled
noqperf	flow_control	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	3.846869	3.846869	3.870462	0.006133	1.136599	converged	confirm_disabled
noqperf	flow_control	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	3.663928	3.654374	3.676686	0.006090	1.051213	converged	confirm_disabled
noqperf	idle_footprint	iouring	loopback	lifecycle	0	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	server_rss_delta_bytes_per_connection	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	1335296.000000	1294336.000000	1376256.000000	0.061350	1.037500	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
noqperf	idle_footprint	syscall	loopback	lifecycle	0	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	server_rss_delta_bytes_per_connection	1	baseline_1c1s+selected_saturation+plateau_sentinel	not_ready	converged	not_ready	2	1286144.000000	1265664.000000	1306624.000000	0.031847	1.019293	converged	blocks_1_lt_2;samples_2_lt_20;lifecycle_tier_smoke_only;blocks_1_lt_2;samples_2_lt_20
noqperf	loss_recovery	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	4.597001	4.554134	4.613022	0.012810	1.032730	converged	confirm_disabled
