binary	scenario	network	path_profile	client_threads	metric	phase	samples	blocks	median	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	p90	p99	p99_status	mad_relative	block_median_ratio	drift_relative	lag1_autocorr	outlier_count	convergence_status	reason
mvfstperf	multistream_upload	syscall	loopback	8	throughput_gbps	combined	20	2	5.830432	5.821826	5.843187	0.003664	5.779797	5.921697	1.024551	5.722415	5.642689	insufficient_order_stat_support	0.009839	1.003669	0.000000	-0.112415	0	converged	
mvfstperf	multistream_upload	syscall	loopback	9	throughput_gbps	discovery	20	2	6.041894	6.024611	6.083749	0.009788	5.958971	6.199408	1.040349	5.897954	5.856707	insufficient_order_stat_support	0.014697	1.009816	0.000000	0.579939	0	converged	
mvfstperf	multistream_upload	syscall	loopback	9	throughput_gbps	combined	20	2	6.041894	6.024611	6.083749	0.009788	5.958971	6.199408	1.040349	5.897954	5.856707	insufficient_order_stat_support	0.014697	1.009816	0.000000	0.579939	0	converged	
mvfstperf	multistream_upload	syscall	loopback	10	throughput_gbps	discovery	20	2	6.164701	6.153660	6.242790	0.014458	6.080785	6.254223	1.028522	6.060850	5.863094	insufficient_order_stat_support	0.012166	1.014484	0.000000	0.171896	0	converged	
mvfstperf	multistream_upload	syscall	loopback	10	throughput_gbps	combined	20	2	6.164701	6.153660	6.242790	0.014458	6.080785	6.254223	1.028522	6.060850	5.863094	insufficient_order_stat_support	0.012166	1.014484	0.000000	0.171896	0	converged	
mvfstperf	multistream_upload	syscall	loopback	11	throughput_gbps	discovery	20	2	6.393546	6.357003	6.428187	0.011134	6.320200	6.466397	1.023132	6.277532	6.119138	insufficient_order_stat_support	0.009757	1.011198	0.000000	0.205540	0	converged	
mvfstperf	multistream_upload	syscall	loopback	11	throughput_gbps	combined	20	2	6.393546	6.357003	6.428187	0.011134	6.320200	6.466397	1.023132	6.277532	6.119138	insufficient_order_stat_support	0.009757	1.011198	0.000000	0.205540	0	converged	
mvfstperf	multistream_upload	syscall	loopback	12	throughput_gbps	discovery	20	2	6.458174	6.449223	6.463771	0.002253	6.415696	6.511840	1.014986	6.401612	6.371086	insufficient_order_stat_support	0.006602	1.002256	0.000000	-0.237490	0	converged	
mvfstperf	multistream_upload	syscall	loopback	12	throughput_gbps	combined	20	2	6.458174	6.449223	6.463771	0.002253	6.415696	6.511840	1.014986	6.401612	6.371086	insufficient_order_stat_support	0.006602	1.002256	0.000000	-0.237490	0	converged	
mvfstperf	multistream_upload	syscall	loopback	13	throughput_gbps	discovery	20	2	6.897029	6.856886	6.953983	0.014078	6.845506	6.968158	1.017917	6.838937	6.825544	insufficient_order_stat_support	0.007728	1.014161	0.000000	0.288759	0	converged	
mvfstperf	multistream_upload	syscall	loopback	13	throughput_gbps	combined	20	2	6.897029	6.856886	6.953983	0.014078	6.845506	6.968158	1.017917	6.838937	6.825544	insufficient_order_stat_support	0.007728	1.014161	0.000000	0.288759	0	converged	
mvfstperf	multistream_upload	syscall	loopback	14	throughput_gbps	discovery	20	2	7.281449	7.262049	7.283083	0.002889	7.241020	7.304349	1.008746	7.202640	7.172378	insufficient_order_stat_support	0.003254	1.002896	0.000000	-0.157151	0	converged	
mvfstperf	multistream_upload	syscall	loopback	14	throughput_gbps	combined	20	2	7.281449	7.262049	7.283083	0.002889	7.241020	7.304349	1.008746	7.202640	7.172378	insufficient_order_stat_support	0.003254	1.002896	0.000000	-0.157151	0	converged	
mvfstperf	multistream_upload	syscall	loopback	15	throughput_gbps	discovery	20	2	7.628212	7.627967	7.636495	0.001118	7.600755	7.687593	1.011425	7.595959	7.540411	insufficient_order_stat_support	0.004140	1.001118	0.000000	0.023989	0	converged	
mvfstperf	multistream_upload	syscall	loopback	15	throughput_gbps	combined	20	2	7.628212	7.627967	7.636495	0.001118	7.600755	7.687593	1.011425	7.595959	7.540411	insufficient_order_stat_support	0.004140	1.001118	0.000000	0.023989	0	converged	
mvfstperf	multistream_upload	syscall	loopback	16	throughput_gbps	discovery	20	2	7.902622	7.896218	7.910094	0.001756	7.884651	7.951778	1.008514	7.835853	7.728343	insufficient_order_stat_support	0.002749	1.001757	0.000000	0.099759	0	converged	
mvfstperf	multistream_upload	syscall	loopback	16	throughput_gbps	combined	20	2	7.902622	7.896218	7.910094	0.001756	7.884651	7.951778	1.008514	7.835853	7.728343	insufficient_order_stat_support	0.002749	1.001757	0.000000	0.099759	0	converged	
mvfstperf	multistream_upload	syscall	loopback	17	throughput_gbps	discovery	20	2	7.881650	7.858491	7.909793	0.006509	7.794425	7.957467	1.020918	7.766582	7.688084	insufficient_order_stat_support	0.007149	1.006528	0.000000	0.218721	0	converged	
mvfstperf	multistream_upload	syscall	loopback	17	throughput_gbps	combined	20	2	7.881650	7.858491	7.909793	0.006509	7.794425	7.957467	1.020918	7.766582	7.688084	insufficient_order_stat_support	0.007149	1.006528	0.000000	0.218721	0	converged	
mvfstperf	reqresp	iouring	loopback	1	requests_per_second	discovery	2	1	5102.537600	5032.090412	5172.984788	0.027613	5060.269287	5144.805913	1.016706	5046.179850	5033.499356	insufficient_order_stat_support	0.013806	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	reqresp	iouring	loopback	1	requests_per_second	combined	2	1	5102.537600	5032.090412	5172.984788	0.027613	5060.269287	5144.805913	1.016706	5046.179850	5033.499356	insufficient_order_stat_support	0.013806	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	reqresp	syscall	loopback	1	requests_per_second	discovery	2	1	5243.083423	5139.465004	5346.701842	0.039526	5180.912372	5305.254474	1.024000	5160.188688	5141.537372	insufficient_order_stat_support	0.019763	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	reqresp	syscall	loopback	1	requests_per_second	combined	2	1	5243.083423	5139.465004	5346.701842	0.039526	5180.912372	5305.254474	1.024000	5160.188688	5141.537372	insufficient_order_stat_support	0.019763	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	resumed_connect	iouring	loopback	1	connections_per_second	discovery	2	1	1660.728816	1570.410945	1751.046688	0.108769	1606.538094	1714.919539	1.067463	1588.474519	1572.217302	insufficient_order_stat_support	0.054384	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	resumed_connect	iouring	loopback	1	connections_per_second	combined	2	1	1660.728816	1570.410945	1751.046688	0.108769	1606.538094	1714.919539	1.067463	1588.474519	1572.217302	insufficient_order_stat_support	0.054384	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	resumed_connect	syscall	loopback	1	connections_per_second	discovery	2	1	1514.383912	1503.131022	1525.636801	0.014861	1507.632178	1521.135645	1.008957	1505.381600	1503.356080	insufficient_order_stat_support	0.007431	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	resumed_connect	syscall	loopback	1	connections_per_second	combined	2	1	1514.383912	1503.131022	1525.636801	0.014861	1507.632178	1521.135645	1.008957	1505.381600	1503.356080	insufficient_order_stat_support	0.007431	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	small_payload_pps	iouring	loopback	1	messages_per_second	discovery	20	2	1051.431966	1047.726316	1053.144413	0.005153	1029.849279	1063.711034	1.032880	1024.784446	1006.595299	insufficient_order_stat_support	0.013130	1.005171	0.000000	-0.199079	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	1	messages_per_second	combined	20	2	1051.431966	1047.726316	1053.144413	0.005153	1029.849279	1063.711034	1.032880	1024.784446	1006.595299	insufficient_order_stat_support	0.013130	1.005171	0.000000	-0.199079	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	2	messages_per_second	discovery	20	2	1374.204644	1370.325186	1374.204644	0.002823	1316.923374	1389.954318	1.055456	1296.765069	1239.165014	insufficient_order_stat_support	0.011609	1.002831	0.000000	-0.037933	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	2	messages_per_second	combined	20	2	1374.204644	1370.325186	1374.204644	0.002823	1316.923374	1389.954318	1.055456	1296.765069	1239.165014	insufficient_order_stat_support	0.011609	1.002831	0.000000	-0.037933	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	3	messages_per_second	discovery	20	2	1631.817027	1628.205710	1638.999254	0.006614	1613.820794	1647.984768	1.021170	1605.304790	1445.544850	insufficient_order_stat_support	0.009645	1.006629	0.000000	0.039417	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	3	messages_per_second	combined	20	2	1631.817027	1628.205710	1638.999254	0.006614	1613.820794	1647.984768	1.021170	1605.304790	1445.544850	insufficient_order_stat_support	0.009645	1.006629	0.000000	0.039417	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	4	messages_per_second	discovery	20	2	1994.857264	1989.542620	1999.767611	0.005126	1983.406004	2009.681304	1.013248	1982.391052	1955.347065	insufficient_order_stat_support	0.005121	1.005139	0.000000	-0.097015	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	4	messages_per_second	combined	20	2	1994.857264	1989.542620	1999.767611	0.005126	1983.406004	2009.681304	1.013248	1982.391052	1955.347065	insufficient_order_stat_support	0.005121	1.005139	0.000000	-0.097015	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	5	messages_per_second	discovery	20	2	2273.567686	2272.653399	2274.886294	0.000982	2261.844684	2283.428784	1.009543	2253.433987	2243.600899	insufficient_order_stat_support	0.003890	1.000983	0.000000	-0.179158	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	5	messages_per_second	combined	20	2	2273.567686	2272.653399	2274.886294	0.000982	2261.844684	2283.428784	1.009543	2253.433987	2243.600899	insufficient_order_stat_support	0.003890	1.000983	0.000000	-0.179158	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	6	messages_per_second	discovery	20	2	2457.954195	2452.697037	2464.649372	0.004863	2437.657963	2468.612190	1.012698	2434.506074	2406.674906	insufficient_order_stat_support	0.004664	1.004873	0.000000	0.213624	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	6	messages_per_second	combined	20	2	2457.954195	2452.697037	2464.649372	0.004863	2437.657963	2468.612190	1.012698	2434.506074	2406.674906	insufficient_order_stat_support	0.004664	1.004873	0.000000	0.213624	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	7	messages_per_second	discovery	20	2	2538.116587	2535.774913	2539.278758	0.001380	2502.624619	2554.596292	1.020767	2472.676831	2423.695686	insufficient_order_stat_support	0.005593	1.001382	0.000000	-0.025060	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	7	messages_per_second	combined	20	2	2538.116587	2535.774913	2539.278758	0.001380	2502.624619	2554.596292	1.020767	2472.676831	2423.695686	insufficient_order_stat_support	0.005593	1.001382	0.000000	-0.025060	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	8	messages_per_second	discovery	20	2	2591.857784	2581.513368	2600.799487	0.007441	2557.747210	2611.830774	1.021145	2550.870263	2512.081187	insufficient_order_stat_support	0.008050	1.007471	0.000000	-0.268746	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	8	messages_per_second	combined	20	2	2591.857784	2581.513368	2600.799487	0.007441	2557.747210	2611.830774	1.021145	2550.870263	2512.081187	insufficient_order_stat_support	0.008050	1.007471	0.000000	-0.268746	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	9	messages_per_second	discovery	20	2	2584.209894	2579.981467	2588.413333	0.003263	2570.251389	2618.170807	1.018644	2528.349215	2508.111547	insufficient_order_stat_support	0.005675	1.003268	0.000000	0.032657	0	converged	
mvfstperf	small_payload_pps	iouring	loopback	9	messages_per_second	combined	20	2	2584.209894	2579.981467	2588.413333	0.003263	2570.251389	2618.170807	1.018644	2528.349215	2508.111547	insufficient_order_stat_support	0.005675	1.003268	0.000000	0.032657	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	1	messages_per_second	discovery	20	2	996.446703	983.456226	1005.163082	0.021784	908.437326	1042.561195	1.147642	871.312166	868.643231	insufficient_order_stat_support	0.048643	1.022072	0.000000	0.090521	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	1	messages_per_second	combined	20	2	996.446703	983.456226	1005.163082	0.021784	908.437326	1042.561195	1.147642	871.312166	868.643231	insufficient_order_stat_support	0.048643	1.022072	0.000000	0.090521	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	2	messages_per_second	discovery	20	2	1288.762596	1282.273927	1312.916030	0.023776	1226.873377	1347.187605	1.098066	1202.917375	1072.172882	insufficient_order_stat_support	0.043193	1.023897	0.000000	-0.098480	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	2	messages_per_second	combined	20	2	1288.762596	1282.273927	1312.916030	0.023776	1226.873377	1347.187605	1.098066	1202.917375	1072.172882	insufficient_order_stat_support	0.043193	1.023897	0.000000	-0.098480	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	3	messages_per_second	discovery	20	2	1635.479738	1625.809137	1648.678019	0.013983	1608.385516	1661.424804	1.032977	1516.458749	1464.774167	insufficient_order_stat_support	0.012569	1.014066	0.000000	-0.218307	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	3	messages_per_second	combined	20	2	1635.479738	1625.809137	1648.678019	0.013983	1608.385516	1661.424804	1.032977	1516.458749	1464.774167	insufficient_order_stat_support	0.012569	1.014066	0.000000	-0.218307	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	4	messages_per_second	discovery	20	2	2005.100278	1993.294955	2013.160462	0.009907	1984.227701	2018.396314	1.017220	1974.898689	1870.517753	insufficient_order_stat_support	0.007261	1.009966	0.000000	-0.059413	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	4	messages_per_second	combined	20	2	2005.100278	1993.294955	2013.160462	0.009907	1984.227701	2018.396314	1.017220	1974.898689	1870.517753	insufficient_order_stat_support	0.007261	1.009966	0.000000	-0.059413	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	5	messages_per_second	discovery	20	2	2290.664926	2276.083134	2304.479782	0.012397	2266.146746	2309.651427	1.019198	2255.326816	2247.351418	insufficient_order_stat_support	0.008582	1.012476	0.000000	0.249437	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	5	messages_per_second	combined	20	2	2290.664926	2276.083134	2304.479782	0.012397	2266.146746	2309.651427	1.019198	2255.326816	2247.351418	insufficient_order_stat_support	0.008582	1.012476	0.000000	0.249437	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	6	messages_per_second	discovery	20	2	2438.512823	2399.874308	2501.077250	0.041502	2356.795075	2504.441536	1.062647	2302.375715	2138.679365	insufficient_order_stat_support	0.026552	1.042170	0.000000	0.038132	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	6	messages_per_second	combined	20	2	2438.512823	2399.874308	2501.077250	0.041502	2356.795075	2504.441536	1.062647	2302.375715	2138.679365	insufficient_order_stat_support	0.026552	1.042170	0.000000	0.038132	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	7	messages_per_second	discovery	20	2	2538.679842	2537.544773	2540.659054	0.001227	2493.064818	2562.740110	1.027948	2488.820314	2426.723944	insufficient_order_stat_support	0.008345	1.001227	0.000000	0.211616	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	7	messages_per_second	combined	20	2	2538.679842	2537.544773	2540.659054	0.001227	2493.064818	2562.740110	1.027948	2488.820314	2426.723944	insufficient_order_stat_support	0.008345	1.001227	0.000000	0.211616	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	8	messages_per_second	discovery	20	2	2567.101712	2567.101712	2572.705816	0.002183	2499.611015	2613.919051	1.045730	2470.661693	2442.524055	insufficient_order_stat_support	0.017343	1.002183	0.000000	-0.639413	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	8	messages_per_second	combined	20	2	2567.101712	2567.101712	2572.705816	0.002183	2499.611015	2613.919051	1.045730	2470.661693	2442.524055	insufficient_order_stat_support	0.017343	1.002183	0.000000	-0.639413	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	9	messages_per_second	discovery	20	2	2632.976673	2617.097408	2637.751477	0.007844	2533.670701	2648.203563	1.045204	2515.929803	2508.924335	insufficient_order_stat_support	0.016481	1.007892	0.000000	-0.048196	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	9	messages_per_second	combined	20	2	2632.976673	2617.097408	2637.751477	0.007844	2533.670701	2648.203563	1.045204	2515.929803	2508.924335	insufficient_order_stat_support	0.016481	1.007892	0.000000	-0.048196	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	10	messages_per_second	discovery	20	2	2638.535440	2622.214184	2678.754056	0.021429	2615.757438	2680.743878	1.024844	2604.142651	2583.136062	insufficient_order_stat_support	0.012649	1.021562	0.000000	0.549855	0	converged	
mvfstperf	small_payload_pps	syscall	loopback	10	messages_per_second	combined	20	2	2638.535440	2622.214184	2678.754056	0.021429	2615.757438	2680.743878	1.024844	2604.142651	2583.136062	insufficient_order_stat_support	0.012649	1.021562	0.000000	0.549855	0	converged	
mvfstperf	stream_churn	iouring	loopback	1	streams_per_second	discovery	2	1	5029.165600	4910.202985	5148.128214	0.047309	4957.788031	5100.543168	1.028794	4933.995508	4912.582237	insufficient_order_stat_support	0.023655	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	stream_churn	iouring	loopback	1	streams_per_second	combined	2	1	5029.165600	4910.202985	5148.128214	0.047309	4957.788031	5100.543168	1.028794	4933.995508	4912.582237	insufficient_order_stat_support	0.023655	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	stream_churn	syscall	loopback	1	streams_per_second	discovery	2	1	4553.496022	4534.427702	4572.564343	0.008375	4542.055030	4564.937015	1.005038	4538.241366	4534.809068	insufficient_order_stat_support	0.004188	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	stream_churn	syscall	loopback	1	streams_per_second	combined	2	1	4553.496022	4534.427702	4572.564343	0.008375	4542.055030	4564.937015	1.005038	4538.241366	4534.809068	insufficient_order_stat_support	0.004188	1.000000	0.000000	0.000000	0	not_ready	blocks_1_lt_2;samples_2_lt_20
mvfstperf	upload	iouring	loopback	1	throughput_gbps	discovery	20	2	2.126676	2.092768	2.136384	0.020509	2.026628	2.163798	1.067684	1.979929	1.920012	insufficient_order_stat_support	0.025108	1.020841	0.000000	-0.282625	0	converged	
mvfstperf	upload	iouring	loopback	1	throughput_gbps	combined	20	2	2.126676	2.092768	2.136384	0.020509	2.026628	2.163798	1.067684	1.979929	1.920012	insufficient_order_stat_support	0.025108	1.020841	0.000000	-0.282625	0	converged	
mvfstperf	upload	iouring	loopback	2	throughput_gbps	discovery	20	2	3.411372	3.411372	3.412637	0.000371	3.323302	3.509722	1.056095	3.216741	3.161171	insufficient_order_stat_support	0.020673	1.000371	0.000000	0.038550	0	converged	
mvfstperf	upload	iouring	loopback	2	throughput_gbps	combined	20	2	3.411372	3.411372	3.412637	0.000371	3.323302	3.509722	1.056095	3.216741	3.161171	insufficient_order_stat_support	0.020673	1.000371	0.000000	0.038550	0	converged	
mvfstperf	upload	iouring	loopback	3	throughput_gbps	discovery	20	2	4.128919	4.115657	4.129398	0.003328	4.021884	4.203295	1.045106	3.907554	3.841808	insufficient_order_stat_support	0.017176	1.003339	0.000000	0.010273	0	converged	
mvfstperf	upload	iouring	loopback	3	throughput_gbps	combined	20	2	4.128919	4.115657	4.129398	0.003328	4.021884	4.203295	1.045106	3.907554	3.841808	insufficient_order_stat_support	0.017176	1.003339	0.000000	0.010273	0	converged	
mvfstperf	upload	iouring	loopback	4	throughput_gbps	discovery	20	2	4.460684	4.429810	4.481850	0.011666	4.400235	4.548480	1.033690	4.359287	4.241122	insufficient_order_stat_support	0.014223	1.011748	0.000000	0.145062	0	converged	
mvfstperf	upload	iouring	loopback	4	throughput_gbps	combined	20	2	4.460684	4.429810	4.481850	0.011666	4.400235	4.548480	1.033690	4.359287	4.241122	insufficient_order_stat_support	0.014223	1.011748	0.000000	0.145062	0	converged	
mvfstperf	upload	iouring	loopback	5	throughput_gbps	discovery	20	2	4.738549	4.722150	4.862316	0.029580	4.666022	5.009777	1.073672	4.642351	4.500310	insufficient_order_stat_support	0.018051	1.029683	0.000000	0.172309	0	converged	
mvfstperf	upload	iouring	loopback	5	throughput_gbps	combined	20	2	4.738549	4.722150	4.862316	0.029580	4.666022	5.009777	1.073672	4.642351	4.500310	insufficient_order_stat_support	0.018051	1.029683	0.000000	0.172309	0	converged	
mvfstperf	upload	iouring	loopback	6	throughput_gbps	discovery	20	2	4.991371	4.974258	5.011496	0.007461	4.857285	5.091249	1.048168	4.846299	4.760469	insufficient_order_stat_support	0.019019	1.007486	0.000000	-0.284018	0	converged	
mvfstperf	upload	iouring	loopback	6	throughput_gbps	combined	20	2	4.991371	4.974258	5.011496	0.007461	4.857285	5.091249	1.048168	4.846299	4.760469	insufficient_order_stat_support	0.019019	1.007486	0.000000	-0.284018	0	converged	
mvfstperf	upload	iouring	loopback	7	throughput_gbps	discovery	20	2	5.165891	5.137201	5.183237	0.008912	5.058940	5.264325	1.040598	4.983813	4.874371	insufficient_order_stat_support	0.017487	1.008961	0.000000	0.003704	0	converged	
mvfstperf	upload	iouring	loopback	7	throughput_gbps	combined	20	2	5.165891	5.137201	5.183237	0.008912	5.058940	5.264325	1.040598	4.983813	4.874371	insufficient_order_stat_support	0.017487	1.008961	0.000000	0.003704	0	converged	
mvfstperf	upload	iouring	loopback	8	throughput_gbps	discovery	20	2	5.514020	5.514020	5.535768	0.003944	5.410478	5.611829	1.037215	5.329752	5.237962	insufficient_order_stat_support	0.013739	1.003944	0.000000	-0.011336	0	converged	
mvfstperf	upload	iouring	loopback	8	throughput_gbps	combined	20	2	5.514020	5.514020	5.535768	0.003944	5.410478	5.611829	1.037215	5.329752	5.237962	insufficient_order_stat_support	0.013739	1.003944	0.000000	-0.011336	0	converged	
mvfstperf	upload	iouring	loopback	9	throughput_gbps	discovery	20	2	5.614060	5.588031	5.624218	0.006446	5.522056	5.690421	1.030489	5.512965	5.468518	insufficient_order_stat_support	0.014169	1.006476	0.000000	0.443877	0	converged	
mvfstperf	upload	iouring	loopback	9	throughput_gbps	combined	20	2	5.614060	5.588031	5.624218	0.006446	5.522056	5.690421	1.030489	5.512965	5.468518	insufficient_order_stat_support	0.014169	1.006476	0.000000	0.443877	0	converged	
mvfstperf	upload	iouring	loopback	10	throughput_gbps	discovery	20	2	5.786250	5.776150	5.814557	0.006637	5.750300	5.884016	1.023254	5.714432	5.655983	insufficient_order_stat_support	0.009654	1.006649	0.000000	-0.125936	0	converged	
mvfstperf	upload	iouring	loopback	10	throughput_gbps	combined	20	2	5.786250	5.776150	5.814557	0.006637	5.750300	5.884016	1.023254	5.714432	5.655983	insufficient_order_stat_support	0.009654	1.006649	0.000000	-0.125936	0	converged	
mvfstperf	upload	iouring	loopback	11	throughput_gbps	discovery	20	2	5.984412	5.967744	5.994289	0.004436	5.934246	6.025178	1.015323	5.928913	5.877248	insufficient_order_stat_support	0.007842	1.004448	0.000000	-0.004641	0	converged	
mvfstperf	upload	iouring	loopback	11	throughput_gbps	combined	20	2	5.984412	5.967744	5.994289	0.004436	5.934246	6.025178	1.015323	5.928913	5.877248	insufficient_order_stat_support	0.007842	1.004448	0.000000	-0.004641	0	converged	
mvfstperf	upload	iouring	loopback	12	throughput_gbps	discovery	20	2	6.174762	6.170136	6.196524	0.004274	6.146582	6.236587	1.014643	6.129638	6.087465	insufficient_order_stat_support	0.005434	1.004277	0.000000	0.049165	0	converged	
mvfstperf	upload	iouring	loopback	12	throughput_gbps	combined	20	2	6.174762	6.170136	6.196524	0.004274	6.146582	6.236587	1.014643	6.129638	6.087465	insufficient_order_stat_support	0.005434	1.004277	0.000000	0.049165	0	converged	
mvfstperf	upload	iouring	loopback	13	throughput_gbps	discovery	20	2	6.504321	6.479758	6.516254	0.005611	6.460236	6.569156	1.016860	6.448823	6.434413	insufficient_order_stat_support	0.006013	1.005632	0.000000	0.246887	0	converged	
mvfstperf	upload	iouring	loopback	13	throughput_gbps	combined	20	2	6.504321	6.479758	6.516254	0.005611	6.460236	6.569156	1.016860	6.448823	6.434413	insufficient_order_stat_support	0.006013	1.005632	0.000000	0.246887	0	converged	
mvfstperf	upload	iouring	loopback	14	throughput_gbps	discovery	20	2	6.759550	6.748444	6.814993	0.009845	6.744214	6.840886	1.014334	6.726099	6.640414	insufficient_order_stat_support	0.007107	1.009861	0.000000	0.038231	0	converged	
mvfstperf	upload	iouring	loopback	14	throughput_gbps	combined	20	2	6.759550	6.748444	6.814993	0.009845	6.744214	6.840886	1.014334	6.726099	6.640414	insufficient_order_stat_support	0.007107	1.009861	0.000000	0.038231	0	converged	
mvfstperf	upload	iouring	loopback	15	throughput_gbps	discovery	20	2	6.313835	6.276915	6.354180	0.012237	6.228434	6.473732	1.039384	6.145516	6.119050	insufficient_order_stat_support	0.015321	1.012309	0.000000	0.120176	0	converged	
mvfstperf	upload	iouring	loopback	15	throughput_gbps	combined	20	2	6.313835	6.276915	6.354180	0.012237	6.228434	6.473732	1.039384	6.145516	6.119050	insufficient_order_stat_support	0.015321	1.012309	0.000000	0.120176	0	converged	
mvfstperf	upload	syscall	loopback	1	throughput_gbps	discovery	20	2	2.734241	2.717319	2.734241	0.006189	2.622492	2.893113	1.103192	2.607216	2.494422	insufficient_order_stat_support	0.043456	1.006227	0.000000	-0.084405	0	converged	
mvfstperf	upload	syscall	loopback	1	throughput_gbps	combined	20	2	2.734241	2.717319	2.734241	0.006189	2.622492	2.893113	1.103192	2.607216	2.494422	insufficient_order_stat_support	0.043456	1.006227	0.000000	-0.084405	0	converged	
mvfstperf	upload	syscall	loopback	2	throughput_gbps	discovery	20	2	3.508790	3.498705	3.508790	0.002874	3.397016	3.665924	1.079160	3.377025	3.324350	insufficient_order_stat_support	0.031191	1.002883	0.000000	0.373837	0	converged	
mvfstperf	upload	syscall	loopback	2	throughput_gbps	combined	20	2	3.508790	3.498705	3.508790	0.002874	3.397016	3.665924	1.079160	3.377025	3.324350	insufficient_order_stat_support	0.031191	1.002883	0.000000	0.373837	0	converged	
mvfstperf	upload	syscall	loopback	3	throughput_gbps	discovery	20	2	4.750085	4.672781	4.908605	0.049646	4.508009	5.012194	1.111842	4.421497	4.292181	insufficient_order_stat_support	0.049109	1.050468	0.000000	0.360122	0	converged	p50_ci_width_0.0496_gt_0.0300
mvfstperf	upload	syscall	loopback	3	throughput_gbps	combined	20	2	4.750085	4.672781	4.908605	0.049646	4.508009	5.012194	1.111842	4.421497	4.292181	insufficient_order_stat_support	0.049109	1.050468	0.000000	0.360122	0	converged	p50_ci_width_0.0496_gt_0.0300
mvfstperf	upload	syscall	loopback	4	throughput_gbps	discovery	20	2	4.856630	4.855681	4.859580	0.000803	4.774224	5.033101	1.054224	4.704725	4.587064	insufficient_order_stat_support	0.020280	1.000803	0.000000	0.183725	0	converged	
mvfstperf	upload	syscall	loopback	4	throughput_gbps	combined	20	2	4.856630	4.855681	4.859580	0.000803	4.774224	5.033101	1.054224	4.704725	4.587064	insufficient_order_stat_support	0.020280	1.000803	0.000000	0.183725	0	converged	
mvfstperf	upload	syscall	loopback	5	throughput_gbps	discovery	20	2	5.106353	5.099488	5.132685	0.006501	5.022938	5.267301	1.048649	4.964199	4.841973	insufficient_order_stat_support	0.016788	1.006510	0.000000	-0.033418	0	converged	
mvfstperf	upload	syscall	loopback	5	throughput_gbps	combined	20	2	5.106353	5.099488	5.132685	0.006501	5.022938	5.267301	1.048649	4.964199	4.841973	insufficient_order_stat_support	0.016788	1.006510	0.000000	-0.033418	0	converged	
