binary	scenario	network	path_profile	metric	selected_threads	best_threads	boundary_threads	selection_probability_within_tolerance	best_p50	selected_p50	selected_vs_best_ratio	selected_vs_best_ci95_low	selected_vs_best_ci95_high	plateau_sentinel_count	edge_status	decision_status	reason
neqoperf	upload	syscall	loopback	throughput_gbps	1	1	2	1.000000	4.182148	4.182148	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-33.60pct_le_1.00pct
neqoperf	zero_rtt_reqresp	iouring	loopback	requests_per_second	1	1	1	1.000000	16416.416720	16416.416720	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
neqoperf	zero_rtt_reqresp	syscall	loopback	requests_per_second	1	1	1	1.000000	15749.812958	15749.812958	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
ngtcp2perf	bidi	iouring	loopback	throughput_gbps	2	2	3	1.000000	19.788401	19.788401	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-3.90pct_le_1.00pct
ngtcp2perf	bidi	syscall	loopback	throughput_gbps	3	3	3	1.000000	19.950268	19.950268	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.75pct_le_1.00pct
ngtcp2perf	close_reset_cleanup	iouring	loopback	streams_per_second	1	1	1	1.000000	114739.787294	114739.787294	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	close_reset_cleanup	syscall	loopback	streams_per_second	1	1	1	1.000000	166823.850390	166823.850390	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	connect	iouring	loopback	connections_per_second	17	17	17	1.000000	9729.563602	9729.563602	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.48pct_le_1.00pct
ngtcp2perf	connect	syscall	loopback	connections_per_second	3	3	4	1.000000	2552.327133	2552.327133	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-5.09pct_le_1.00pct
ngtcp2perf	datagram	iouring	loopback	datagrams_per_second	3	3	4	1.000000	1255595.452014	1255595.452014	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-2.01pct_le_1.00pct
ngtcp2perf	datagram	syscall	loopback	datagrams_per_second	3	3	4	1.000000	1262842.686232	1262842.686232	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.49pct_le_1.00pct
ngtcp2perf	download	iouring	loopback	throughput_gbps	3	3	4	1.000000	16.250182	16.250182	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.27pct_le_1.00pct
ngtcp2perf	download	syscall	loopback	throughput_gbps	2	2	3	1.000000	15.918855	15.918855	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-3.02pct_le_1.00pct
ngtcp2perf	flow_control	iouring	loopback	throughput_gbps	5	5	5	1.000000	13.378583	13.378583	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.71pct_le_1.00pct
ngtcp2perf	flow_control	syscall	loopback	throughput_gbps	2	2	3	1.000000	13.197952	13.197952	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.21pct_le_1.00pct
ngtcp2perf	idle_footprint	iouring	loopback	server_rss_delta_bytes_per_connection	1	1	1	1.000000	538624.000000	538624.000000	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	idle_footprint	syscall	loopback	server_rss_delta_bytes_per_connection	1	1	1	1.000000	1251328.000000	1251328.000000	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	loss_recovery	iouring	loopback	throughput_gbps	3	3	3	1.000000	15.065722	15.065722	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.64pct_le_1.00pct
ngtcp2perf	loss_recovery	syscall	loopback	throughput_gbps	3	3	3	1.000000	14.708659	14.708659	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.63pct_le_1.00pct
ngtcp2perf	multistream_download	iouring	loopback	throughput_gbps	1	1	2	1.000000	15.839096	15.839096	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-4.53pct_le_1.00pct
ngtcp2perf	multistream_download	syscall	loopback	throughput_gbps	3	3	4	1.000000	15.947998	15.947998	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-3.28pct_le_1.00pct
ngtcp2perf	multistream_upload	iouring	loopback	throughput_gbps	3	4	4	1.000000	23.709678	23.635876	0.996887	0.992739	1.002659	1	ok	converged	incremental_improvement_0.31pct_le_1.00pct
ngtcp2perf	multistream_upload	syscall	loopback	throughput_gbps	3	3	4	1.000000	26.568005	26.568005	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.72pct_le_1.00pct
ngtcp2perf	reqresp	iouring	loopback	requests_per_second	1	1	1	1.000000	104851.254419	104851.254419	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	reqresp	syscall	loopback	requests_per_second	1	1	1	1.000000	126453.008068	126453.008068	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	resumed_connect	iouring	loopback	connections_per_second	1	1	1	1.000000	2883.871286	2883.871286	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
ngtcp2perf	resumed_connect	syscall	loopback	connections_per_second	1	1	1	1.000000	2108.717509	2108.717509	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
ngtcp2perf	small_payload_pps	iouring	loopback	messages_per_second	1	1	2	1.000000	43310.333548	43310.333548	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.23pct_le_1.00pct
ngtcp2perf	small_payload_pps	syscall	loopback	messages_per_second	2	2	3	1.000000	100820.794495	100820.794495	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-12.92pct_le_1.00pct
ngtcp2perf	stream_churn	iouring	loopback	streams_per_second	1	1	1	1.000000	119028.222245	119028.222245	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	stream_churn	syscall	loopback	streams_per_second	1	1	1	1.000000	163810.144616	163810.144616	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
ngtcp2perf	upload	iouring	loopback	throughput_gbps	2	2	3	1.000000	23.520126	23.520126	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.11pct_le_1.00pct
ngtcp2perf	upload	syscall	loopback	throughput_gbps	4	4	4	1.000000	26.476731	26.476731	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.28pct_le_1.00pct
ngtcp2perf	zero_rtt_reqresp	iouring	loopback	requests_per_second	1	1	1	1.000000	58734.509556	58734.509556	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
ngtcp2perf	zero_rtt_reqresp	syscall	loopback	requests_per_second	1	1	1	1.000000	105273.468533	105273.468533	1.000000	1.000000	1.000000	0	tier_smoke	converged	capability_tier_smoke_only
noqperf	bidi	iouring	loopback	throughput_gbps	1	1	2	1.000000	3.809868	3.809868	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.90pct_le_1.00pct
noqperf	bidi	syscall	loopback	throughput_gbps	2	2	3	1.000000	3.593724	3.593724	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-7.23pct_le_1.00pct
noqperf	close_reset_cleanup	iouring	loopback	streams_per_second	1	1	1	1.000000	45887.247316	45887.247316	1.000000	1.000000	1.000000	0	tier_smoke	converged	lifecycle_tier_smoke_only
