binary	scenario	network	path_profile	metric	selected_threads	best_threads	boundary_threads	selection_probability_within_tolerance	best_p50	selected_p50	selected_vs_best_ratio	selected_vs_best_ci95_low	selected_vs_best_ci95_high	plateau_sentinel_count	edge_status	decision_status	reason
tcpperf	download	syscall	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.3738_gt_0.0300;p80_p20_1.5021_gt_1.1500;block_median_ratio_1.5579_gt_1.1000;drift_-0.1188_gt_0.0300;severe_block_median_ratio_1.5579_gt_1.2500;severe_p80_p20_1.5021_gt_1.5000;severe_drift_-0.1188_gt_0.0800
tcpperf	upload	iouring	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	unsupported	unsupported	tcp_tls_syscall_only
tcpperf	upload	syscall	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2610_gt_0.0300;p80_p20_1.4153_gt_1.1500;block_median_ratio_1.6032_gt_1.1000;drift_-0.0813_gt_0.0300;severe_block_median_ratio_1.6032_gt_1.2500;severe_drift_-0.0813_gt_0.0800
tquicperf	connect	iouring	loopback	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1383_gt_0.0500;p80_p20_1.2298_gt_1.1500;block_median_ratio_1.2567_gt_1.1000;drift_0.0497_gt_0.0300;severe_block_median_ratio_1.2567_gt_1.2500
tquicperf	connect	syscall	loopback	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1258_gt_0.0500;p80_p20_1.2486_gt_1.1500;block_median_ratio_1.2994_gt_1.1000;drift_-0.0449_gt_0.0300;severe_block_median_ratio_1.2994_gt_1.2500
tquicperf	download	iouring	loopback	throughput_gbps	3	3	4	1.000000	9.183139	9.183139	1.000000	1.000000	1.000000	1	ok	ready	incremental_improvement_-2.74pct_le_1.00pct
tquicperf	download	syscall	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1207_gt_0.0300;block_median_ratio_1.1732_gt_1.1000;drift_-0.1004_gt_0.0300;severe_drift_-0.1004_gt_0.0800
tquicperf	upload	iouring	loopback	throughput_gbps	2	2	3	1.000000	11.599975	11.599975	1.000000	1.000000	1.000000	1	ok	ready	incremental_improvement_-4.77pct_le_1.00pct
tquicperf	upload	syscall	loopback	throughput_gbps	2	2	3	1.000000	12.810323	12.810323	1.000000	1.000000	1.000000	1	ok	ready	incremental_improvement_-2.38pct_le_1.00pct
xquicperf	connect	iouring	loopback	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1212_gt_0.0500;p80_p20_1.1989_gt_1.1500;block_median_ratio_1.1957_gt_1.1000;persistent_block_median_ratio_recent_1.1317_gt_1.1000;persistent_p80_p20_recent_1.1793_gt_1.1500
xquicperf	connect	syscall	loopback	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0528_gt_0.0500;block_median_ratio_1.1539_gt_1.1000;persistent_block_median_ratio_recent_1.1539_gt_1.1000
xquicperf	download	iouring	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0461_gt_0.0300;block_median_ratio_1.1484_gt_1.1000;drift_0.0426_gt_0.0300;persistent_block_median_ratio_recent_1.1072_gt_1.1000;persistent_drift_0.0426_gt_0.0300
xquicperf	download	syscall	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0579_gt_0.0300;block_median_ratio_1.1198_gt_1.1000;drift_0.0876_gt_0.0300;severe_drift_0.0876_gt_0.0800
xquicperf	upload	iouring	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1326_gt_1.1000;persistent_block_median_ratio_recent_1.1091_gt_1.1000
xquicperf	upload	syscall	loopback	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0530_gt_0.0300;block_median_ratio_1.1642_gt_1.1000;drift_0.0639_gt_0.0300;persistent_drift_0.0639_gt_0.0300
