binary	scenario	network	path_profile	metric	selected_threads	best_threads	boundary_threads	selection_probability_within_tolerance	best_p50	selected_p50	selected_vs_best_ratio	selected_vs_best_ci95_low	selected_vs_best_ci95_high	plateau_sentinel_count	edge_status	decision_status	reason
noqperf	connect	iouring	loopback	connections_per_second	14	14	15	1.000000	6586.856038	6586.856038	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.32pct_le_1.00pct
noqperf	connect	syscall	loopback	connections_per_second	6	6	7	1.000000	3073.349770	3073.349770	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.97pct_le_1.00pct
noqperf	download	iouring	loopback	throughput_gbps	2	2	3	1.000000	5.169284	5.169284	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-11.17pct_le_1.00pct
noqperf	download	syscall	loopback	throughput_gbps	2	2	3	1.000000	4.734730	4.734730	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.93pct_le_1.00pct
noqperf	upload	iouring	loopback	throughput_gbps	1	1	2	1.000000	3.484300	3.484300	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-13.74pct_le_1.00pct
noqperf	upload	syscall	loopback	throughput_gbps	1	1	2	1.000000	2.992685	2.992685	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-11.96pct_le_1.00pct
picoperf	connect	iouring	loopback	connections_per_second	15	15	16	1.000000	4956.814811	4956.814811	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-2.99pct_le_1.00pct
picoperf	connect	syscall	loopback	connections_per_second	7	7	8	1.000000	2186.029936	2186.029936	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.71pct_le_1.00pct
picoperf	download	iouring	loopback	throughput_gbps	1	1	2	1.000000	5.260865	5.260865	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-34.78pct_le_1.00pct
picoperf	download	syscall	loopback	throughput_gbps	1	1	2	1.000000	8.238318	8.238318	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-53.24pct_le_1.00pct
picoperf	upload	iouring	loopback	throughput_gbps	6	6	7	1.000000	11.624727	11.624727	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-3.45pct_le_1.00pct
picoperf	upload	syscall	loopback	throughput_gbps	2	2	3	1.000000	11.181927	11.181927	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-19.62pct_le_1.00pct
quicheperf	connect	iouring	loopback	connections_per_second	12	12	13	1.000000	5946.071760	5946.071760	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.39pct_le_1.00pct
quicheperf	connect	syscall	loopback	connections_per_second	7	7	8	1.000000	2441.483215	2441.483215	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-2.07pct_le_1.00pct
quicheperf	download	iouring	loopback	throughput_gbps	2	2	3	1.000000	7.503405	7.503405	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.05pct_le_1.00pct
quicheperf	download	syscall	loopback	throughput_gbps	1	1	2	1.000000	9.375357	9.375357	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-4.12pct_le_1.00pct
quicheperf	upload	iouring	loopback	throughput_gbps	4	4	5	1.000000	13.080156	13.080156	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.53pct_le_1.00pct
quicheperf	upload	syscall	loopback	throughput_gbps	6	6	6	1.000000	13.976394	13.976394	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.59pct_le_1.00pct
quiczigperf	connect	iouring	loopback	connections_per_second	13	13	14	1.000000	3945.621942	3945.621942	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.35pct_le_1.00pct
quiczigperf	connect	syscall	loopback	connections_per_second	5	5	5	1.000000	2143.424417	2143.424417	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.07pct_le_1.00pct
quiczigperf	download	iouring	loopback	throughput_gbps	1	1	2	1.000000	9.267692	9.267692	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-67.22pct_le_1.00pct
quiczigperf	download	syscall	loopback	throughput_gbps	1	1	2	1.000000	9.432340	9.432340	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-45.76pct_le_1.00pct
quiczigperf	upload	iouring	loopback	throughput_gbps	1	1	2	1.000000	8.916185	8.916185	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-23.27pct_le_1.00pct
quiczigperf	upload	syscall	loopback	throughput_gbps	1	1	2	1.000000	9.731355	9.731355	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-22.66pct_le_1.00pct
quinnperf	connect	iouring	loopback	connections_per_second	12	12	13	1.000000	7073.630181	7073.630181	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.07pct_le_1.00pct
quinnperf	connect	syscall	loopback	connections_per_second	4	4	5	1.000000	2977.028027	2977.028027	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-0.88pct_le_1.00pct
quinnperf	download	iouring	loopback	throughput_gbps	2	2	3	1.000000	6.529227	6.529227	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-7.61pct_le_1.00pct
quinnperf	download	syscall	loopback	throughput_gbps	2	2	3	1.000000	6.224194	6.224194	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-3.29pct_le_1.00pct
quinnperf	upload	iouring	loopback	throughput_gbps	1	1	2	1.000000	4.076769	4.076769	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-9.95pct_le_1.00pct
quinnperf	upload	syscall	loopback	throughput_gbps	1	1	2	1.000000	3.432046	3.432046	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-8.16pct_le_1.00pct
s2nperf	connect	iouring	loopback	connections_per_second	15	15	15	1.000000	6195.650051	6195.650051	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.20pct_le_1.00pct
s2nperf	connect	syscall	loopback	connections_per_second	7	7	8	1.000000	2886.603950	2886.603950	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-4.90pct_le_1.00pct
s2nperf	download	iouring	loopback	throughput_gbps	5	5	6	1.000000	5.523494	5.523494	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-6.96pct_le_1.00pct
s2nperf	download	syscall	loopback	throughput_gbps	4	4	5	1.000000	5.518411	5.518411	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-13.90pct_le_1.00pct
s2nperf	upload	iouring	loopback	throughput_gbps	3	3	3	1.000000	5.487446	5.487446	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.72pct_le_1.00pct
s2nperf	upload	syscall	loopback	throughput_gbps	3	3	4	1.000000	6.079570	6.079570	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-2.82pct_le_1.00pct
tquicperf	connect	iouring	loopback	connections_per_second	10	10	10	1.000000	6674.308505	6674.308505	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.99pct_le_1.00pct
tquicperf	connect	syscall	loopback	connections_per_second	7	7	7	1.000000	2646.837820	2646.837820	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.71pct_le_1.00pct
tquicperf	download	iouring	loopback	throughput_gbps	3	3	3	1.000000	6.551388	6.551388	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.96pct_le_1.00pct
tquicperf	download	syscall	loopback	throughput_gbps	2	2	3	1.000000	7.241804	7.241804	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.84pct_le_1.00pct
tquicperf	upload	iouring	loopback	throughput_gbps	4	4	5	1.000000	10.150848	10.150848	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-1.11pct_le_1.00pct
tquicperf	upload	syscall	loopback	throughput_gbps	4	4	4	1.000000	10.669241	10.669241	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.66pct_le_1.00pct
xquicperf	connect	iouring	loopback	connections_per_second	16	16	16	1.000000	8610.124587	8610.124587	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.40pct_le_1.00pct
xquicperf	connect	syscall	loopback	connections_per_second	7	7	7	1.000000	3703.365929	3703.365929	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.50pct_le_1.00pct
xquicperf	download	iouring	loopback	throughput_gbps	3	3		1.000000	3.454895	3.454895	1.000000	1.000000	1.000000	0	edge	not_ready	no_incremental_plateau
xquicperf	download	syscall	loopback	throughput_gbps	3	3		1.000000	4.385594	4.385594	1.000000	1.000000	1.000000	0	edge	not_ready	no_incremental_plateau
xquicperf	upload	iouring	loopback	throughput_gbps	1	1	2	1.000000	1.759167	1.759167	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_-15.17pct_le_1.00pct
xquicperf	upload	syscall	loopback	throughput_gbps	3	3	3	1.000000	3.148530	3.148530	1.000000	1.000000	1.000000	1	ok	converged	incremental_improvement_0.66pct_le_1.00pct
