binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	metric	client_threads	curve_role	phase	samples	blocks	p50	p90	p99	p99_status	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	convergence_status	reason
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	3	pre_saturation	discovery	20	2	2885.425203	2586.579164	2442.638403	insufficient_order_stat_support	2759.838233	2991.624399	0.080330	2674.763980	3060.539878	1.144228	converged	p50_ci_width_0.0803_gt_0.0500
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	3	pre_saturation	combined	20	2	2885.425203	2586.579164	2442.638403	insufficient_order_stat_support	2759.838233	2991.624399	0.080330	2674.763980	3060.539878	1.144228	converged	p50_ci_width_0.0803_gt_0.0500
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	4	selected_saturation	discovery	20	2	3379.018615	2875.565495	2725.462470	insufficient_order_stat_support	3260.582152	3401.159120	0.041603	2932.774836	3494.772233	1.191627	converged	p80_p20_1.1916_gt_1.1500
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	4	selected_saturation	combined	20	2	3379.018615	2875.565495	2725.462470	insufficient_order_stat_support	3260.582152	3401.159120	0.041603	2932.774836	3494.772233	1.191627	converged	p80_p20_1.1916_gt_1.1500
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	5	plateau_sentinel+post_selected	discovery	20	2	3289.739333	2791.341885	1409.118978	insufficient_order_stat_support	3020.189414	3591.651987	0.173711	2965.245993	3729.213365	1.257640	converged	p50_ci_width_0.1737_gt_0.0500;p80_p20_1.2576_gt_1.1500;block_median_ratio_1.1892_gt_1.1000
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	5	plateau_sentinel+post_selected	combined	20	2	3289.739333	2791.341885	1409.118978	insufficient_order_stat_support	3020.189414	3591.651987	0.173711	2965.245993	3729.213365	1.257640	converged	p50_ci_width_0.1737_gt_0.0500;p80_p20_1.2576_gt_1.1500;block_median_ratio_1.1892_gt_1.1000
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	discovery	20	2	11.384127	10.663666	10.591580	insufficient_order_stat_support	11.369201	11.465889	0.008493	11.011680	11.917123	1.082226	converged	
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	combined	20	2	11.384127	10.663666	10.591580	insufficient_order_stat_support	11.369201	11.465889	0.008493	11.011680	11.917123	1.082226	converged	
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	discovery	20	2	4.299804	3.899688	3.695033	insufficient_order_stat_support	4.070087	4.364325	0.068431	4.025238	4.730670	1.175252	converged	p50_ci_width_0.0684_gt_0.0300;p80_p20_1.1753_gt_1.1500
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	combined	20	2	4.299804	3.899688	3.695033	insufficient_order_stat_support	4.070087	4.364325	0.068431	4.025238	4.730670	1.175252	converged	p50_ci_width_0.0684_gt_0.0300;p80_p20_1.1753_gt_1.1500
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	discovery	20	2	11.539974	10.831921	10.645526	insufficient_order_stat_support	11.374980	11.558362	0.015891	11.016464	12.770991	1.159264	converged	p80_p20_1.1593_gt_1.1500
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	combined	20	2	11.539974	10.831921	10.645526	insufficient_order_stat_support	11.374980	11.558362	0.015891	11.016464	12.770991	1.159264	converged	p80_p20_1.1593_gt_1.1500
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	discovery	20	2	5.063138	4.503214	3.903179	insufficient_order_stat_support	4.785319	5.338408	0.109238	4.678276	6.150103	1.314609	converged	p50_ci_width_0.1092_gt_0.0300;p80_p20_1.3146_gt_1.1500;block_median_ratio_1.1156_gt_1.1000
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	combined	20	2	5.063138	4.503214	3.903179	insufficient_order_stat_support	4.785319	5.338408	0.109238	4.678276	6.150103	1.314609	converged	p50_ci_width_0.1092_gt_0.0300;p80_p20_1.3146_gt_1.1500;block_median_ratio_1.1156_gt_1.1000
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+pre_saturation	discovery	20	2	10.690583	10.141130	9.994485	insufficient_order_stat_support	10.273091	11.000196	0.068014	10.210013	11.299434	1.106701	converged	p50_ci_width_0.0680_gt_0.0300
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+pre_saturation	combined	20	2	10.690583	10.141130	9.994485	insufficient_order_stat_support	10.273091	11.000196	0.068014	10.210013	11.299434	1.106701	converged	p50_ci_width_0.0680_gt_0.0300
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	pre_saturation	discovery	20	2	16.573886	15.934390	15.323320	insufficient_order_stat_support	16.324954	16.726912	0.024252	15.989135	17.223796	1.077219	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	pre_saturation	combined	20	2	16.573886	15.934390	15.323320	insufficient_order_stat_support	16.324954	16.726912	0.024252	15.989135	17.223796	1.077219	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	pre_saturation	discovery	20	2	18.618028	17.161138	16.980549	insufficient_order_stat_support	18.506774	18.618028	0.005976	17.481087	19.241397	1.100698	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	pre_saturation	combined	20	2	18.618028	17.161138	16.980549	insufficient_order_stat_support	18.506774	18.618028	0.005976	17.481087	19.241397	1.100698	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	pre_saturation	discovery	20	2	19.161426	18.474122	17.716860	insufficient_order_stat_support	19.124949	19.312448	0.009785	18.818302	19.719961	1.047914	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	pre_saturation	combined	20	2	19.161426	18.474122	17.716860	insufficient_order_stat_support	19.124949	19.312448	0.009785	18.818302	19.719961	1.047914	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation	discovery	20	2	20.865465	19.408893	19.004749	insufficient_order_stat_support	20.834642	20.865465	0.001477	19.997519	21.384231	1.069344	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation	combined	20	2	20.865465	19.408893	19.004749	insufficient_order_stat_support	20.834642	20.865465	0.001477	19.997519	21.384231	1.069344	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	6	plateau_sentinel+post_selected	discovery	20	2	20.490910	19.953002	19.728333	insufficient_order_stat_support	20.490910	20.628757	0.006727	20.040069	21.213893	1.058574	converged	
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	6	plateau_sentinel+post_selected	combined	20	2	20.490910	19.953002	19.728333	insufficient_order_stat_support	20.490910	20.628757	0.006727	20.040069	21.213893	1.058574	converged	
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+pre_saturation	discovery	20	2	11.070835	10.509814	10.347652	insufficient_order_stat_support	11.070835	11.379728	0.027902	10.537358	12.138190	1.151920	converged	p80_p20_1.1519_gt_1.1500
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+pre_saturation	combined	20	2	11.070835	10.509814	10.347652	insufficient_order_stat_support	11.070835	11.379728	0.027902	10.537358	12.138190	1.151920	converged	p80_p20_1.1519_gt_1.1500
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	pre_saturation	discovery	20	2	18.790284	17.240617	15.962100	insufficient_order_stat_support	18.122737	19.087724	0.051356	17.453272	20.209403	1.157915	converged	p50_ci_width_0.0514_gt_0.0300;p80_p20_1.1579_gt_1.1500
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	pre_saturation	combined	20	2	18.790284	17.240617	15.962100	insufficient_order_stat_support	18.122737	19.087724	0.051356	17.453272	20.209403	1.157915	converged	p50_ci_width_0.0514_gt_0.0300;p80_p20_1.1579_gt_1.1500
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	pre_saturation	discovery	20	2	20.047270	19.436615	18.774589	insufficient_order_stat_support	19.602189	20.162037	0.027926	19.585668	20.254949	1.034172	converged	
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	pre_saturation	combined	20	2	20.047270	19.436615	18.774589	insufficient_order_stat_support	19.602189	20.162037	0.027926	19.585668	20.254949	1.034172	converged	
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	pre_saturation	discovery	20	2	21.312173	19.955085	19.495458	insufficient_order_stat_support	20.559742	21.475129	0.042951	20.343318	22.217610	1.092133	converged	p50_ci_width_0.0430_gt_0.0300
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	pre_saturation	combined	20	2	21.312173	19.955085	19.495458	insufficient_order_stat_support	20.559742	21.475129	0.042951	20.343318	22.217610	1.092133	converged	p50_ci_width_0.0430_gt_0.0300
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation+plateau_sentinel	discovery	20	2	21.386767	19.808494	19.349282	insufficient_order_stat_support	21.160042	21.500024	0.015897	20.265524	22.637665	1.117053	converged	
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation+plateau_sentinel	combined	20	2	21.386767	19.808494	19.349282	insufficient_order_stat_support	21.160042	21.500024	0.015897	20.265524	22.637665	1.117053	converged	
mvfstperf	connect	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	1	baseline_1c1s+pre_saturation	discovery	20	2	327.151537	306.228046	286.732047	insufficient_order_stat_support	320.429427	330.999413	0.032309	308.355958	336.249566	1.090459	converged	
mvfstperf	connect	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	1	baseline_1c1s+pre_saturation	combined	20	2	327.151537	306.228046	286.732047	insufficient_order_stat_support	320.429427	330.999413	0.032309	308.355958	336.249566	1.090459	converged	
mvfstperf	connect	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	2	pre_saturation	discovery	20	2	476.354324	445.144373	441.853394	insufficient_order_stat_support	472.352766	480.772823	0.017676	460.552691	515.555698	1.119428	converged	
