binary	scenario	network	path_profile	adapter_features	congestion_controller	measurement_status	audit_status	publication_status	metric	selected_threads	mode	duration_ms	work_units	samples	blocks	p50	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p90	p99	p99_status	reason
lsperf	multistream_download	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	16	duration	2000		20	5	0.434300	0.396970	0.481713	0.195125	0.271784	0.257783	insufficient_order_stat_support	p50_ci_width_0.1951_gt_0.0300;p80_p20_1.7554_gt_1.1500;block_median_ratio_1.4131_gt_1.1000;drift_0.0974_gt_0.0300
lsperf	multistream_upload	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	1.543504	1.543504	1.543504	0.000000	1.543504	1.543504	insufficient_order_stat_support	
lsperf	multistream_upload	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	1.543504	1.543504	1.543504	0.000000	1.543504	1.543504	insufficient_order_stat_support	
lsperf	bidi	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	2.147484	2.147484	2.147484	0.000000	2.147484	2.147484	insufficient_order_stat_support	
lsperf	bidi	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	8	duration	2000		20	5	1.073742	1.073742	1.073742	0.000000	1.073742	1.073742	insufficient_order_stat_support	
lsperf	small_payload_pps	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	16	duration	2000		20	5	121891.000000	121463.000000	122276.000000	0.006670	119451.500000	118643.480000	insufficient_order_stat_support	
lsperf	small_payload_pps	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	16	duration	2000		20	5	71088.000000	70992.000000	71492.000000	0.007034	70754.400000	70108.200000	insufficient_order_stat_support	
lsperf	loss_recovery	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	1	duration	5000		20	5	18.342157	17.479674	18.860536	0.075284	17.079530	16.576545	insufficient_order_stat_support	block_median_ratio_1.1144_gt_1.1000
lsperf	loss_recovery	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	5000		20	5	17.354458	17.307203	17.492763	0.010692	16.714999	16.413780	insufficient_order_stat_support	
lsperf	flow_control	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	1	duration	2000		20	5	13.941133	13.221010	14.225161	0.072028	12.712760	12.599601	insufficient_order_stat_support	p50_ci_width_0.0720_gt_0.0500;block_median_ratio_1.1205_gt_1.1000;drift_0.0554_gt_0.0300
lsperf	flow_control	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	2000		20	5	11.731958	11.514276	11.849415	0.028566	11.385983	11.212143	insufficient_order_stat_support	
lsperf	resumed_connect	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	connections_per_second	1	work		128	20	5	79.843801	73.637526	80.136829	0.081400	71.650057	68.656122	insufficient_order_stat_support	p50_ci_width_0.0814_gt_0.0500;block_median_ratio_1.1014_gt_1.1000;drift_-0.0645_gt_0.0300
lsperf	resumed_connect	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	connections_per_second	2	work		64	20	5	127.959339	121.682647	130.405944	0.068172	119.211464	118.703532	insufficient_order_stat_support	p50_ci_width_0.0682_gt_0.0500
lsperf	zero_rtt_reqresp	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	16	duration	2000		20	5	114950.500000	114294.000000	116152.500000	0.016168	113157.800000	111788.360000	insufficient_order_stat_support	
lsperf	zero_rtt_reqresp	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	8	duration	2000		20	5	51964.500000	51639.000000	52148.000000	0.009795	51447.800000	51385.115000	insufficient_order_stat_support	
lsperf	datagram	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	datagrams_per_second	2	duration	2000		20	5	2233385.250000	2169959.500000	2448903.500000	0.124897	2138613.850000	2119075.435000	insufficient_order_stat_support	p50_ci_width_0.1249_gt_0.0500;p80_p20_1.1519_gt_1.1500;block_median_ratio_1.2066_gt_1.1000
lsperf	datagram	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	datagrams_per_second	16	duration	2000		20	5	928370.000000	925015.250000	930374.000000	0.005772	920789.000000	911843.405000	insufficient_order_stat_support	
lsperf	idle_footprint	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	server_rss_delta_bytes_per_connection	8	work			20	5	79872.000000	78336.000000	87552.000000	0.115385	114176.000000	125373.440000	insufficient_order_stat_support	p50_ci_width_0.1154_gt_0.0500;p80_p20_1.5209_gt_1.1500;block_median_ratio_1.1728_gt_1.1000;drift_0.0704_gt_0.0300
lsperf	idle_footprint	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	server_rss_delta_bytes_per_connection	16	work			20	5	87808.000000	83968.000000	88192.000000	0.048105	94617.600000	96000.000000	insufficient_order_stat_support	block_median_ratio_1.1299_gt_1.1000
lsperf	close_reset_cleanup	syscall	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	115444.000000	113964.000000	116624.000000	0.023041	112335.100000	110762.440000	insufficient_order_stat_support	
lsperf	close_reset_cleanup	iouring	loopback	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	69916.000000	69826.000000	70180.000000	0.005063	69155.600000	68713.880000	insufficient_order_stat_support	
xquicperf	download	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	16	duration	2000		20	5	7.233957	7.111787	7.350528	0.033003	6.542332	6.247000	insufficient_order_stat_support	p50_ci_width_0.0330_gt_0.0300
xquicperf	download	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	2	duration	2000		20	5	2.036519	1.707707	2.255920	0.269191	1.605311	1.568535	insufficient_order_stat_support	p50_ci_width_0.2692_gt_0.0300;p80_p20_1.4465_gt_1.1500;block_median_ratio_1.3210_gt_1.1000;drift_-0.1146_gt_0.0300
xquicperf	upload	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	3.952632	3.908255	3.979389	0.017997	3.900929	3.847770	insufficient_order_stat_support	
xquicperf	upload	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	2.159571	2.142120	2.170597	0.013186	2.046990	1.922293	insufficient_order_stat_support	
xquicperf	connect	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	connections_per_second	16	work		8	20	5	268.911413	263.079135	278.557635	0.057560	262.621493	259.824946	insufficient_order_stat_support	p50_ci_width_0.0576_gt_0.0500
xquicperf	connect	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	connections_per_second	16	work		8	20	5	287.356544	281.184223	293.684394	0.043501	275.826597	269.647642	insufficient_order_stat_support	
xquicperf	reqresp	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	16	duration	2000		20	5	20578.000000	20450.750000	20893.250000	0.021504	20087.900000	19928.195000	insufficient_order_stat_support	
xquicperf	reqresp	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	2	duration	2000		20	5	18208.750000	18134.000000	18217.000000	0.004558	17889.050000	17742.215000	insufficient_order_stat_support	
xquicperf	stream_churn	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	20325.000000	20067.250000	20609.250000	0.026667	19839.550000	19787.305000	insufficient_order_stat_support	
xquicperf	stream_churn	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	2	duration	2000		20	5	18125.250000	18041.000000	18200.000000	0.008772	17844.550000	17799.190000	insufficient_order_stat_support	
xquicperf	multistream_download	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	7.623358	7.599824	7.675279	0.009898	7.472161	7.410933	insufficient_order_stat_support	
xquicperf	multistream_download	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	8	duration	2000		20	5	3.860441	3.797433	3.919261	0.031558	3.779689	3.585955	insufficient_order_stat_support	p50_ci_width_0.0316_gt_0.0300
xquicperf	multistream_upload	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	2000		20	5	3.477078	3.466592	3.495953	0.008444	3.424649	3.402378	insufficient_order_stat_support	
xquicperf	multistream_upload	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	16	duration	2000		20	5	1.658847	1.635779	1.694499	0.035398	1.621938	1.607215	insufficient_order_stat_support	p50_ci_width_0.0354_gt_0.0300
xquicperf	bidi	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	4	duration	2000		20	5	4.298809	4.266656	4.310696	0.010245	4.205409	4.148118	insufficient_order_stat_support	
xquicperf	bidi	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	2	duration	2000		20	5	4.055614	4.019759	4.076538	0.014000	3.984443	3.971188	insufficient_order_stat_support	
xquicperf	small_payload_pps	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	16	duration	2000		20	5	20353.500000	20321.000000	20582.750000	0.012860	19831.450000	19711.975000	insufficient_order_stat_support	
xquicperf	small_payload_pps	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	4	duration	2000		20	5	18941.000000	18520.500000	19113.500000	0.031308	18213.900000	18081.690000	insufficient_order_stat_support	
xquicperf	loss_recovery	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	16	duration	5000		20	5	2.833832	2.809736	2.885723	0.026814	2.694484	2.652543	insufficient_order_stat_support	
xquicperf	loss_recovery	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	2	duration	5000		20	5	2.466657	2.417268	2.563096	0.059120	2.375083	2.274886	insufficient_order_stat_support	drift_0.0327_gt_0.0300
xquicperf	flow_control	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	8	duration	2000		20	5	5.115550	4.937053	5.184527	0.048377	4.896178	4.720805	insufficient_order_stat_support	
xquicperf	flow_control	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	8	duration	2000		20	5	2.359084	2.332623	2.373615	0.017376	2.225960	2.076736	insufficient_order_stat_support	
xquicperf	resumed_connect	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	connections_per_second	2	work		64	20	5	444.253408	431.659990	457.474925	0.058109	422.636916	422.014749	insufficient_order_stat_support	p50_ci_width_0.0581_gt_0.0500;drift_-0.0413_gt_0.0300
xquicperf	resumed_connect	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	connections_per_second	2	work		64	20	5	442.054478	433.149203	449.009389	0.035878	405.908146	395.979420	insufficient_order_stat_support	drift_0.0361_gt_0.0300
xquicperf	zero_rtt_reqresp	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	16	duration	2000		20	5	20543.750000	20482.500000	20679.500000	0.009589	20272.350000	20046.495000	insufficient_order_stat_support	
xquicperf	zero_rtt_reqresp	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	2	duration	2000		20	5	18138.750000	18066.250000	18193.000000	0.006988	17835.000000	17746.755000	insufficient_order_stat_support	
xquicperf	datagram	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	datagrams_per_second	8	duration	2000		20	5	9984.000000	9930.250000	10039.750000	0.010968	9528.550000	9383.245000	insufficient_order_stat_support	
xquicperf	datagram	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	datagrams_per_second	8	duration	2000		20	5	3451.500000	3357.250000	3622.500000	0.076851	2089.100000	1754.705000	insufficient_order_stat_support	p50_ci_width_0.0769_gt_0.0500;p80_p20_1.4370_gt_1.1500;block_median_ratio_1.3134_gt_1.1000;drift_-0.0398_gt_0.0300
xquicperf	idle_footprint	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	server_rss_delta_bytes_per_connection	16	work			20	5	164352.000000	161664.000000	167296.000000	0.034268	174054.400000	176335.360000	insufficient_order_stat_support	drift_0.0316_gt_0.0300
xquicperf	idle_footprint	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	server_rss_delta_bytes_per_connection	16	work			20	5	135168.000000	131968.000000	141056.000000	0.067235	141593.600000	142238.720000	insufficient_order_stat_support	p50_ci_width_0.0672_gt_0.0500;block_median_ratio_1.1395_gt_1.1000;drift_-0.0358_gt_0.0300
xquicperf	close_reset_cleanup	syscall	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	20353.750000	20287.000000	20542.500000	0.012553	20141.000000	19818.350000	insufficient_order_stat_support	
xquicperf	close_reset_cleanup	iouring	loopback	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	2	duration	2000		20	5	18196.250000	18140.000000	18334.000000	0.010662	17757.250000	17564.110000	insufficient_order_stat_support	
quicheperf	download	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	1	duration	2000		20	5	11.257714	10.965459	11.336331	0.032944	10.226787	9.962844	insufficient_order_stat_support	p50_ci_width_0.0329_gt_0.0300
quicheperf	download	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	1	duration	2000		20	5	9.803676	9.705087	10.149964	0.045379	9.047359	9.012705	insufficient_order_stat_support	p50_ci_width_0.0454_gt_0.0300
quicheperf	upload	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	4	duration	2000		20	5	14.794150	14.719327	14.881314	0.010949	14.543231	14.485944	insufficient_order_stat_support	
quicheperf	upload	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	2	duration	2000		20	5	13.754891	13.748090	13.933100	0.013450	13.591559	13.336147	insufficient_order_stat_support	
quicheperf	connect	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	connections_per_second	16	work		8	20	5	276.992591	274.953555	277.958093	0.010847	264.859685	255.046222	insufficient_order_stat_support	
quicheperf	connect	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	connections_per_second	16	work		8	20	5	258.442356	258.442356	260.106464	0.006439	247.993306	246.137275	insufficient_order_stat_support	
quicheperf	reqresp	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	16	duration	2000		20	5	64574.000000	62931.500000	65117.500000	0.033853	62480.000000	62080.715000	insufficient_order_stat_support	
quicheperf	reqresp	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	requests_per_second	16	duration	2000		20	5	50634.250000	49863.500000	51248.250000	0.027348	47602.800000	46700.595000	insufficient_order_stat_support	
quicheperf	stream_churn	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	74756.000000	73950.500000	75007.500000	0.014139	71260.500000	69964.680000	insufficient_order_stat_support	
quicheperf	stream_churn	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	streams_per_second	16	duration	2000		20	5	53924.000000	53461.750000	54421.000000	0.017789	50014.400000	49181.135000	insufficient_order_stat_support	
quicheperf	multistream_download	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	2000		20	5	10.990408	10.913105	11.056597	0.013056	10.613052	10.075869	insufficient_order_stat_support	
quicheperf	multistream_download	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	2000		20	5	11.155995	11.126727	11.269147	0.012766	10.452656	10.198098	insufficient_order_stat_support	
quicheperf	multistream_upload	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	2	duration	2000		20	5	15.290884	15.244832	15.304731	0.003917	14.627626	14.328735	insufficient_order_stat_support	
quicheperf	multistream_upload	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	2	duration	2000		20	5	13.932797	13.832647	14.018973	0.013373	12.872910	12.714984	insufficient_order_stat_support	
quicheperf	bidi	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	noisy	inconclusive	throughput_gbps	4	duration	2000		20	5	12.661595	12.479573	12.869909	0.030828	11.821057	11.420153	insufficient_order_stat_support	p50_ci_width_0.0308_gt_0.0300
quicheperf	bidi	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	4	duration	2000		20	5	11.905773	11.849401	12.006875	0.013227	11.174884	11.138823	insufficient_order_stat_support	
quicheperf	small_payload_pps	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	16	duration	2000		20	5	73852.250000	72379.000000	75510.000000	0.042395	70781.200000	69397.045000	insufficient_order_stat_support	
quicheperf	small_payload_pps	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	messages_per_second	16	duration	2000		20	5	53078.500000	52660.250000	53388.250000	0.013716	49565.200000	47663.185000	insufficient_order_stat_support	
quicheperf	loss_recovery	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	5000		20	5	11.689198	11.487498	11.967415	0.041056	11.263823	11.098342	insufficient_order_stat_support	
quicheperf	loss_recovery	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	1	duration	5000		20	5	10.877015	10.749359	10.912115	0.014963	10.430454	10.316486	insufficient_order_stat_support	
quicheperf	flow_control	syscall	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	8	duration	2000		20	5	10.308521	10.225739	10.380340	0.014997	9.689253	9.188047	insufficient_order_stat_support	
quicheperf	flow_control	iouring	loopback	cc=cubic|migration=off|pmtud=off|max_windows=profile|udp_gso=common_cpp|udp_gro=on	cubic	complete	tail_insufficient	publishable	throughput_gbps	2	duration	2000		20	5	9.963935	9.881419	10.067345	0.018660	9.648298	9.297046	insufficient_order_stat_support	
