scenario	network	path_profile	metric	binary_a	binary_b	a_p50	b_p50	a_vs_b_median_ratio	a_vs_b_ci95_low	a_vs_b_ci95_high	relation
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	mvfstperf	114950.500000	10880.000000	10.565303	10.504963	10.675781	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	neqoperf	114950.500000	10569.000000	10.876195	10.808965	10.989923	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	ngtcp2perf	114950.500000	45569.250000	2.522545	2.507685	2.550840	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	noqperf	114950.500000	32764.750000	3.508359	3.488322	3.545045	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	picoperf	114950.500000	56002.750000	2.052587	2.032418	2.075616	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	quicheperf	114950.500000	65327.250000	1.759610	1.742320	1.778085	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	quiczigperf	114950.500000	3663.750000	31.375094	31.189521	31.704940	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	quinnperf	114950.500000	32765.000000	3.508332	3.488295	3.545018	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	s2nperf	114950.500000	41651.500000	2.759817	2.733358	2.789467	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	tquicperf	114950.500000	154448.000000	0.744267	0.739544	0.753239	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	lsperf	xquicperf	114950.500000	20543.750000	5.595400	5.545748	5.653909	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	neqoperf	10880.000000	10569.000000	1.029426	1.026324	1.030975	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	ngtcp2perf	10880.000000	45569.250000	0.238757	0.238364	0.240003	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	noqperf	10880.000000	32764.750000	0.332064	0.331993	0.332227	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	picoperf	10880.000000	56002.750000	0.194276	0.192825	0.195504	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	quicheperf	10880.000000	65327.250000	0.166546	0.165298	0.167637	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	quiczigperf	10880.000000	3663.750000	2.969635	2.963094	2.979061	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	quinnperf	10880.000000	32765.000000	0.332062	0.331993	0.332227	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	s2nperf	10880.000000	41651.500000	0.261215	0.259202	0.262104	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	tquicperf	10880.000000	154448.000000	0.070444	0.070151	0.070930	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	mvfstperf	xquicperf	10880.000000	20543.750000	0.529601	0.526101	0.531185	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	ngtcp2perf	10569.000000	45569.250000	0.231933	0.231457	0.233302	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	noqperf	10569.000000	32764.750000	0.322572	0.322204	0.323483	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	picoperf	10569.000000	56002.750000	0.188723	0.187180	0.189994	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	quicheperf	10569.000000	65327.250000	0.161785	0.160504	0.162923	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	quiczigperf	10569.000000	3663.750000	2.884749	2.876668	2.895990	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	quinnperf	10569.000000	32765.000000	0.322570	0.322204	0.323483	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	s2nperf	10569.000000	41651.500000	0.253748	0.251687	0.254863	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	tquicperf	10569.000000	154448.000000	0.068431	0.068141	0.068931	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	neqoperf	xquicperf	10569.000000	20543.750000	0.514463	0.510811	0.516563	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	noqperf	45569.250000	32764.750000	1.390801	1.384084	1.392979	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	picoperf	45569.250000	56002.750000	0.813697	0.806015	0.818911	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	quicheperf	45569.250000	65327.250000	0.697553	0.691027	0.702184	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	quiczigperf	45569.250000	3663.750000	12.437871	12.363469	12.478445	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	quinnperf	45569.250000	32765.000000	1.390790	1.384084	1.392979	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	s2nperf	45569.250000	41651.500000	1.094060	1.083141	1.098181	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	tquicperf	45569.250000	154448.000000	0.295046	0.292931	0.297108	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	ngtcp2perf	xquicperf	45569.250000	20543.750000	2.218156	2.198650	2.225192	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	picoperf	32764.750000	56002.750000	0.585056	0.580735	0.588542	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	quicheperf	32764.750000	65327.250000	0.501548	0.497808	0.504651	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	quiczigperf	32764.750000	3663.750000	8.942955	8.924009	8.968113	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	quinnperf	32764.750000	32765.000000	0.999992	0.999985	1.000015	statistical_tie
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	s2nperf	32764.750000	41651.500000	0.786640	0.780578	0.789033	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	tquicperf	32764.750000	154448.000000	0.212141	0.211326	0.213528	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	noqperf	xquicperf	32764.750000	20543.750000	1.594877	1.584395	1.599646	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	quicheperf	56002.750000	65327.250000	0.857265	0.848729	0.865617	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	quiczigperf	56002.750000	3663.750000	15.285636	15.185877	15.417133	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	quinnperf	56002.750000	32765.000000	1.709225	1.699115	1.721955	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	s2nperf	56002.750000	41651.500000	1.344555	1.331392	1.356259	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	tquicperf	56002.750000	154448.000000	0.362599	0.360099	0.366393	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	picoperf	xquicperf	56002.750000	20543.750000	2.726024	2.698903	2.750268	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	quicheperf	quiczigperf	65327.250000	3663.750000	17.830706	17.702611	17.976784	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	quicheperf	quinnperf	65327.250000	32765.000000	1.993812	1.981566	2.008790	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	quicheperf	s2nperf	65327.250000	41651.500000	1.568425	1.552715	1.581600	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	quicheperf	tquicperf	65327.250000	154448.000000	0.422972	0.420033	0.427596	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quicheperf	xquicperf	65327.250000	20543.750000	3.179909	3.151805	3.208016	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	quiczigperf	quinnperf	3663.750000	32765.000000	0.111819	0.111506	0.112057	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quiczigperf	s2nperf	3663.750000	41651.500000	0.087962	0.087215	0.088362	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quiczigperf	tquicperf	3663.750000	154448.000000	0.023722	0.023589	0.023893	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quiczigperf	xquicperf	3663.750000	20543.750000	0.178339	0.176962	0.178975	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quinnperf	s2nperf	32765.000000	41651.500000	0.786646	0.780584	0.789033	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quinnperf	tquicperf	32765.000000	154448.000000	0.212143	0.211323	0.213528	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	quinnperf	xquicperf	32765.000000	20543.750000	1.594889	1.584419	1.599658	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	s2nperf	tquicperf	41651.500000	154448.000000	0.269680	0.268120	0.272666	loss
zero_rtt_reqresp	syscall	loopback	requests_per_second	s2nperf	xquicperf	41651.500000	20543.750000	2.027454	2.010977	2.044701	win
zero_rtt_reqresp	syscall	loopback	requests_per_second	tquicperf	xquicperf	154448.000000	20543.750000	7.518004	7.445498	7.557997	win
