binary	scenario	network	path_profile	client_threads	metric	mode	duration_ms	work_units	samples	blocks	p50	p50_ci95_low	p50_ci95_high	p50_ci95_relative_width	p20	p80	p20_p80_ratio	p90	p99	p99_status	block_median_ratio	drift_relative	outlier_count	measurement_status	audit_status	publication_status	reason
lsperf	resumed_connect	iouring	loopback	2	connections_per_second	work		64	20	5	127.959339	121.682647	130.405944	0.068172	120.867525	132.113116	1.093041	119.211464	118.703532	insufficient_order_stat_support	1.084993	0.015776	0	complete	noisy	inconclusive	p50_ci_width_0.0682_gt_0.0500
lsperf	zero_rtt_reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	114950.500000	114294.000000	116152.500000	0.016168	113427.200000	116246.700000	1.024857	113157.800000	111788.360000	insufficient_order_stat_support	1.024714	-0.011742	0	complete	tail_insufficient	publishable	
lsperf	zero_rtt_reqresp	iouring	loopback	8	requests_per_second	duration	2000		20	5	51964.500000	51639.000000	52148.000000	0.009795	51504.900000	52193.300000	1.013366	51447.800000	51385.115000	insufficient_order_stat_support	1.010517	-0.008506	0	complete	tail_insufficient	publishable	
lsperf	datagram	syscall	loopback	2	datagrams_per_second	duration	2000		20	5	2233385.250000	2169959.500000	2448903.500000	0.124897	2154795.500000	2482190.800000	1.151938	2138613.850000	2119075.435000	insufficient_order_stat_support	1.206583	0.009617	0	complete	noisy	inconclusive	p50_ci_width_0.1249_gt_0.0500;p80_p20_1.1519_gt_1.1500;block_median_ratio_1.2066_gt_1.1000
lsperf	datagram	iouring	loopback	16	datagrams_per_second	duration	2000		20	5	928370.000000	925015.250000	930374.000000	0.005772	923140.700000	938871.900000	1.017041	920789.000000	911843.405000	insufficient_order_stat_support	1.007032	0.002947	0	complete	tail_insufficient	publishable	
lsperf	idle_footprint	syscall	loopback	8	server_rss_delta_bytes_per_connection	work			20	5	79872.000000	78336.000000	87552.000000	0.115385	68608.000000	104345.600000	1.520896	114176.000000	125373.440000	insufficient_order_stat_support	1.172757	0.070423	0	complete	noisy	inconclusive	p50_ci_width_0.1154_gt_0.0500;p80_p20_1.5209_gt_1.1500;block_median_ratio_1.1728_gt_1.1000;drift_0.0704_gt_0.0300
lsperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	87808.000000	83968.000000	88192.000000	0.048105	81356.800000	90982.400000	1.118313	94617.600000	96000.000000	insufficient_order_stat_support	1.129870	0.003642	0	complete	noisy	inconclusive	block_median_ratio_1.1299_gt_1.1000
lsperf	close_reset_cleanup	syscall	loopback	16	streams_per_second	duration	2000		20	5	115444.000000	113964.000000	116624.000000	0.023041	112547.800000	116914.400000	1.038798	112335.100000	110762.440000	insufficient_order_stat_support	1.036557	0.025300	0	complete	tail_insufficient	publishable	
lsperf	close_reset_cleanup	iouring	loopback	16	streams_per_second	duration	2000		20	5	69916.000000	69826.000000	70180.000000	0.005063	69322.400000	70338.800000	1.014662	69155.600000	68713.880000	insufficient_order_stat_support	1.010143	-0.000568	0	complete	tail_insufficient	publishable	
xquicperf	download	syscall	loopback	16	throughput_gbps	duration	2000		20	5	7.233957	7.111787	7.350528	0.033003	6.721124	7.593482	1.129793	6.542332	6.247000	insufficient_order_stat_support	1.073485	-0.002966	0	complete	noisy	inconclusive	p50_ci_width_0.0330_gt_0.0300
xquicperf	download	iouring	loopback	2	throughput_gbps	duration	2000		20	5	2.036519	1.707707	2.255920	0.269191	1.655616	2.394811	1.446477	1.605311	1.568535	insufficient_order_stat_support	1.321023	-0.114616	0	complete	noisy	inconclusive	p50_ci_width_0.2692_gt_0.0300;p80_p20_1.4465_gt_1.1500;block_median_ratio_1.3210_gt_1.1000;drift_-0.1146_gt_0.0300
xquicperf	upload	syscall	loopback	16	throughput_gbps	duration	2000		20	5	3.952632	3.908255	3.979389	0.017997	3.907149	4.063055	1.039903	3.900929	3.847770	insufficient_order_stat_support	1.028763	0.023832	0	complete	tail_insufficient	publishable	
xquicperf	upload	iouring	loopback	16	throughput_gbps	duration	2000		20	5	2.159571	2.142120	2.170597	0.013186	2.103896	2.238653	1.064051	2.046990	1.922293	insufficient_order_stat_support	1.070140	0.003835	0	complete	tail_insufficient	publishable	
xquicperf	connect	syscall	loopback	16	connections_per_second	work		8	20	5	268.911413	263.079135	278.557635	0.057560	263.015395	279.903476	1.064209	262.621493	259.824946	insufficient_order_stat_support	1.063699	-0.015461	0	complete	noisy	inconclusive	p50_ci_width_0.0576_gt_0.0500
xquicperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	287.356544	281.184223	293.684394	0.043501	281.722653	301.893035	1.071597	275.826597	269.647642	insufficient_order_stat_support	1.074876	-0.012569	0	complete	tail_insufficient	publishable	
xquicperf	reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	20578.000000	20450.750000	20893.250000	0.021504	20173.800000	20956.400000	1.038793	20087.900000	19928.195000	insufficient_order_stat_support	1.031191	-0.007391	0	complete	tail_insufficient	publishable	
xquicperf	reqresp	iouring	loopback	2	requests_per_second	duration	2000		20	5	18208.750000	18134.000000	18217.000000	0.004558	17960.800000	18321.400000	1.020077	17889.050000	17742.215000	insufficient_order_stat_support	1.009189	-0.005783	0	complete	tail_insufficient	publishable	
xquicperf	stream_churn	syscall	loopback	16	streams_per_second	duration	2000		20	5	20325.000000	20067.250000	20609.250000	0.026667	20039.600000	20611.300000	1.028529	19839.550000	19787.305000	insufficient_order_stat_support	1.049653	-0.015988	0	complete	tail_insufficient	publishable	
xquicperf	stream_churn	iouring	loopback	2	streams_per_second	duration	2000		20	5	18125.250000	18041.000000	18200.000000	0.008772	17934.700000	18288.100000	1.019705	17844.550000	17799.190000	insufficient_order_stat_support	1.012308	0.001376	0	complete	tail_insufficient	publishable	
xquicperf	multistream_download	syscall	loopback	16	throughput_gbps	duration	2000		20	5	7.623358	7.599824	7.675279	0.009898	7.534792	7.697457	1.021589	7.472161	7.410933	insufficient_order_stat_support	1.017538	0.002063	0	complete	tail_insufficient	publishable	
xquicperf	multistream_download	iouring	loopback	8	throughput_gbps	duration	2000		20	5	3.860441	3.797433	3.919261	0.031558	3.794565	3.989389	1.051343	3.779689	3.585955	insufficient_order_stat_support	1.042707	0.020034	0	complete	noisy	inconclusive	p50_ci_width_0.0316_gt_0.0300
xquicperf	multistream_upload	syscall	loopback	16	throughput_gbps	duration	2000		20	5	3.477078	3.466592	3.495953	0.008444	3.446879	3.519021	1.020930	3.424649	3.402378	insufficient_order_stat_support	1.010896	-0.004945	0	complete	tail_insufficient	publishable	
xquicperf	multistream_upload	iouring	loopback	16	throughput_gbps	duration	2000		20	5	1.658847	1.635779	1.694499	0.035398	1.630745	1.700371	1.042696	1.621938	1.607215	insufficient_order_stat_support	1.051414	0.028681	0	complete	noisy	inconclusive	p50_ci_width_0.0354_gt_0.0300
xquicperf	bidi	syscall	loopback	4	throughput_gbps	duration	2000		20	5	4.298809	4.266656	4.310696	0.010245	4.220350	4.368723	1.035157	4.205409	4.148118	insufficient_order_stat_support	1.021501	0.004862	0	complete	tail_insufficient	publishable	
xquicperf	bidi	iouring	loopback	2	throughput_gbps	duration	2000		20	5	4.055614	4.019759	4.076538	0.014000	4.000610	4.082025	1.020351	3.984443	3.971188	insufficient_order_stat_support	1.019667	0.010510	0	complete	tail_insufficient	publishable	
xquicperf	small_payload_pps	syscall	loopback	16	messages_per_second	duration	2000		20	5	20353.500000	20321.000000	20582.750000	0.012860	20081.300000	20728.300000	1.032219	19831.450000	19711.975000	insufficient_order_stat_support	1.023871	0.005516	0	complete	tail_insufficient	publishable	
xquicperf	small_payload_pps	iouring	loopback	4	messages_per_second	duration	2000		20	5	18941.000000	18520.500000	19113.500000	0.031308	18497.500000	19234.600000	1.039849	18213.900000	18081.690000	insufficient_order_stat_support	1.035844	-0.006423	0	complete	tail_insufficient	publishable	
xquicperf	loss_recovery	syscall	loopback	16	throughput_gbps	duration	5000		20	5	2.833832	2.809736	2.885723	0.026814	2.730221	2.961764	1.084807	2.694484	2.652543	insufficient_order_stat_support	1.043688	-0.002981	0	complete	tail_insufficient	publishable	
xquicperf	loss_recovery	iouring	loopback	2	throughput_gbps	duration	5000		20	5	2.466657	2.417268	2.563096	0.059120	2.412171	2.571277	1.065959	2.375083	2.274886	insufficient_order_stat_support	1.088056	0.032661	0	complete	noisy	inconclusive	drift_0.0327_gt_0.0300
xquicperf	flow_control	syscall	loopback	8	throughput_gbps	duration	2000		20	5	5.115550	4.937053	5.184527	0.048377	4.928746	5.269790	1.069195	4.896178	4.720805	insufficient_order_stat_support	1.053804	-0.020330	0	complete	tail_insufficient	publishable	
xquicperf	flow_control	iouring	loopback	8	throughput_gbps	duration	2000		20	5	2.359084	2.332623	2.373615	0.017376	2.310698	2.408269	1.042226	2.225960	2.076736	insufficient_order_stat_support	1.038500	0.013163	0	complete	tail_insufficient	publishable	
xquicperf	resumed_connect	syscall	loopback	2	connections_per_second	work		64	20	5	444.253408	431.659990	457.474925	0.058109	430.791121	463.902580	1.076862	422.636916	422.014749	insufficient_order_stat_support	1.089138	-0.041348	0	complete	noisy	inconclusive	p50_ci_width_0.0581_gt_0.0500;drift_-0.0413_gt_0.0300
xquicperf	resumed_connect	iouring	loopback	2	connections_per_second	work		64	20	5	442.054478	433.149203	449.009389	0.035878	418.811169	455.283938	1.087086	405.908146	395.979420	insufficient_order_stat_support	1.070384	0.036084	0	complete	noisy	inconclusive	drift_0.0361_gt_0.0300
xquicperf	zero_rtt_reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	20543.750000	20482.500000	20679.500000	0.009589	20368.000000	20858.700000	1.024092	20272.350000	20046.495000	insufficient_order_stat_support	1.017756	-0.001497	0	complete	tail_insufficient	publishable	
xquicperf	zero_rtt_reqresp	iouring	loopback	2	requests_per_second	duration	2000		20	5	18138.750000	18066.250000	18193.000000	0.006988	17887.200000	18349.400000	1.025840	17835.000000	17746.755000	insufficient_order_stat_support	1.014029	0.000228	0	complete	tail_insufficient	publishable	
xquicperf	datagram	syscall	loopback	8	datagrams_per_second	duration	2000		20	5	9984.000000	9930.250000	10039.750000	0.010968	9659.800000	10337.000000	1.070105	9528.550000	9383.245000	insufficient_order_stat_support	1.026432	0.011355	0	complete	tail_insufficient	publishable	
xquicperf	datagram	iouring	loopback	8	datagrams_per_second	duration	2000		20	5	3451.500000	3357.250000	3622.500000	0.076851	2642.700000	3797.600000	1.437015	2089.100000	1754.705000	insufficient_order_stat_support	1.313425	-0.039802	0	complete	noisy	inconclusive	p50_ci_width_0.0769_gt_0.0500;p80_p20_1.4370_gt_1.1500;block_median_ratio_1.3134_gt_1.1000;drift_-0.0398_gt_0.0300
xquicperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	164352.000000	161664.000000	167296.000000	0.034268	151705.600000	173209.600000	1.141748	174054.400000	176335.360000	insufficient_order_stat_support	1.092020	0.031587	0	complete	noisy	inconclusive	drift_0.0316_gt_0.0300
xquicperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	135168.000000	131968.000000	141056.000000	0.067235	132659.200000	141107.200000	1.063682	141593.600000	142238.720000	insufficient_order_stat_support	1.139463	-0.035846	0	complete	noisy	inconclusive	p50_ci_width_0.0672_gt_0.0500;block_median_ratio_1.1395_gt_1.1000;drift_-0.0358_gt_0.0300
xquicperf	close_reset_cleanup	syscall	loopback	16	streams_per_second	duration	2000		20	5	20353.750000	20287.000000	20542.500000	0.012553	20208.500000	20741.700000	1.026385	20141.000000	19818.350000	insufficient_order_stat_support	1.015897	-0.013278	0	complete	tail_insufficient	publishable	
xquicperf	close_reset_cleanup	iouring	loopback	2	streams_per_second	duration	2000		20	5	18196.250000	18140.000000	18334.000000	0.010662	18029.200000	18367.100000	1.018742	17757.250000	17564.110000	insufficient_order_stat_support	1.013185	-0.000864	0	complete	tail_insufficient	publishable	
quicheperf	download	syscall	loopback	1	throughput_gbps	duration	2000		20	5	11.257714	10.965459	11.336331	0.032944	10.821717	11.590611	1.071051	10.226787	9.962844	insufficient_order_stat_support	1.061613	-0.014403	0	complete	noisy	inconclusive	p50_ci_width_0.0329_gt_0.0300
quicheperf	download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	9.803676	9.705087	10.149964	0.045379	9.300532	10.148361	1.091159	9.047359	9.012705	insufficient_order_stat_support	1.085100	-0.016980	0	complete	noisy	inconclusive	p50_ci_width_0.0454_gt_0.0300
quicheperf	upload	syscall	loopback	4	throughput_gbps	duration	2000		20	5	14.794150	14.719327	14.881314	0.010949	14.589092	14.959423	1.025384	14.543231	14.485944	insufficient_order_stat_support	1.016996	-0.012087	0	complete	tail_insufficient	publishable	
quicheperf	upload	iouring	loopback	2	throughput_gbps	duration	2000		20	5	13.754891	13.748090	13.933100	0.013450	13.616051	14.062405	1.032781	13.591559	13.336147	insufficient_order_stat_support	1.022477	-0.010333	0	complete	tail_insufficient	publishable	
quicheperf	connect	syscall	loopback	16	connections_per_second	work		8	20	5	276.992591	274.953555	277.958093	0.010847	268.602293	285.970587	1.064662	264.859685	255.046222	insufficient_order_stat_support	1.047408	-0.017022	0	complete	tail_insufficient	publishable	
quicheperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	258.442356	258.442356	260.106464	0.006439	249.902810	271.754804	1.087442	247.993306	246.137275	insufficient_order_stat_support	1.024466	-0.010317	0	complete	tail_insufficient	publishable	
quicheperf	reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	64574.000000	62931.500000	65117.500000	0.033853	62888.600000	65714.400000	1.044933	62480.000000	62080.715000	insufficient_order_stat_support	1.044380	-0.000208	0	complete	tail_insufficient	publishable	
quicheperf	reqresp	iouring	loopback	16	requests_per_second	duration	2000		20	5	50634.250000	49863.500000	51248.250000	0.027348	47959.000000	51522.600000	1.074305	47602.800000	46700.595000	insufficient_order_stat_support	1.038732	-0.002621	0	complete	tail_insufficient	publishable	
quicheperf	stream_churn	syscall	loopback	16	streams_per_second	duration	2000		20	5	74756.000000	73950.500000	75007.500000	0.014139	72808.000000	75680.800000	1.039457	71260.500000	69964.680000	insufficient_order_stat_support	1.017519	-0.013216	0	complete	tail_insufficient	publishable	
quicheperf	stream_churn	iouring	loopback	16	streams_per_second	duration	2000		20	5	53924.000000	53461.750000	54421.000000	0.017789	51628.400000	55074.600000	1.066750	50014.400000	49181.135000	insufficient_order_stat_support	1.021875	-0.014415	0	complete	tail_insufficient	publishable	
quicheperf	multistream_download	syscall	loopback	1	throughput_gbps	duration	2000		20	5	10.990408	10.913105	11.056597	0.013056	10.744113	11.163171	1.039003	10.613052	10.075869	insufficient_order_stat_support	1.013149	-0.004894	0	complete	tail_insufficient	publishable	
quicheperf	multistream_download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	11.155995	11.126727	11.269147	0.012766	10.780286	11.376606	1.055316	10.452656	10.198098	insufficient_order_stat_support	1.029223	-0.012071	0	complete	tail_insufficient	publishable	
quicheperf	multistream_upload	syscall	loopback	2	throughput_gbps	duration	2000		20	5	15.290884	15.244832	15.304731	0.003917	14.991282	15.414214	1.028212	14.627626	14.328735	insufficient_order_stat_support	1.005077	0.001731	0	complete	tail_insufficient	publishable	
quicheperf	multistream_upload	iouring	loopback	2	throughput_gbps	duration	2000		20	5	13.932797	13.832647	14.018973	0.013373	13.625616	14.034087	1.029978	12.872910	12.714984	insufficient_order_stat_support	1.023155	-0.006780	0	complete	tail_insufficient	publishable	
quicheperf	bidi	syscall	loopback	4	throughput_gbps	duration	2000		20	5	12.661595	12.479573	12.869909	0.030828	12.154254	12.941548	1.064775	11.821057	11.420153	insufficient_order_stat_support	1.033605	-0.012665	0	complete	noisy	inconclusive	p50_ci_width_0.0308_gt_0.0300
quicheperf	bidi	iouring	loopback	4	throughput_gbps	duration	2000		20	5	11.905773	11.849401	12.006875	0.013227	11.490940	12.013449	1.045471	11.174884	11.138823	insufficient_order_stat_support	1.027367	0.000691	0	complete	tail_insufficient	publishable	
quicheperf	small_payload_pps	syscall	loopback	16	messages_per_second	duration	2000		20	5	73852.250000	72379.000000	75510.000000	0.042395	71828.900000	75536.600000	1.051618	70781.200000	69397.045000	insufficient_order_stat_support	1.052124	-0.023658	0	complete	tail_insufficient	publishable	
quicheperf	small_payload_pps	iouring	loopback	16	messages_per_second	duration	2000		20	5	53078.500000	52660.250000	53388.250000	0.013716	51838.300000	54811.700000	1.057359	49565.200000	47663.185000	insufficient_order_stat_support	1.035081	-0.008642	0	complete	tail_insufficient	publishable	
quicheperf	loss_recovery	syscall	loopback	1	throughput_gbps	duration	5000		20	5	11.689198	11.487498	11.967415	0.041056	11.430065	11.986488	1.048681	11.263823	11.098342	insufficient_order_stat_support	1.069996	0.017121	0	complete	tail_insufficient	publishable	
quicheperf	loss_recovery	iouring	loopback	1	throughput_gbps	duration	5000		20	5	10.877015	10.749359	10.912115	0.014963	10.541331	11.119553	1.054853	10.430454	10.316486	insufficient_order_stat_support	1.034317	-0.006507	0	complete	tail_insufficient	publishable	
quicheperf	flow_control	syscall	loopback	8	throughput_gbps	duration	2000		20	5	10.308521	10.225739	10.380340	0.014997	9.917779	10.514116	1.060128	9.689253	9.188047	insufficient_order_stat_support	1.036678	0.000905	0	complete	tail_insufficient	publishable	
quicheperf	flow_control	iouring	loopback	2	throughput_gbps	duration	2000		20	5	9.963935	9.881419	10.067345	0.018660	9.775416	10.206519	1.044101	9.648298	9.297046	insufficient_order_stat_support	1.023334	0.010951	0	complete	tail_insufficient	publishable	
quicheperf	resumed_connect	syscall	loopback	2	connections_per_second	work		64	20	5	301.344005	294.922840	312.125611	0.057087	294.369976	310.947807	1.056316	291.657168	287.708018	insufficient_order_stat_support	1.069381	0.001408	0	complete	noisy	inconclusive	p50_ci_width_0.0571_gt_0.0500
quicheperf	resumed_connect	iouring	loopback	2	connections_per_second	work		64	20	5	305.901563	300.418984	307.971521	0.024689	299.787150	313.168990	1.044638	295.576580	284.228565	insufficient_order_stat_support	1.044989	-0.029341	0	complete	tail_insufficient	publishable	
quicheperf	zero_rtt_reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	65327.250000	64926.000000	65817.500000	0.013647	63758.600000	66587.500000	1.044369	62600.450000	61437.155000	insufficient_order_stat_support	1.025039	0.003642	0	complete	tail_insufficient	publishable	
quicheperf	zero_rtt_reqresp	iouring	loopback	8	requests_per_second	duration	2000		20	5	46529.000000	46105.500000	46606.250000	0.010762	45852.600000	46979.500000	1.024577	45708.200000	44774.405000	insufficient_order_stat_support	1.016580	-0.002444	0	complete	tail_insufficient	publishable	
quicheperf	datagram	syscall	loopback	2	datagrams_per_second	duration	2000		20	5	5141277.500000	4263851.500000	5340576.000000	0.209427	4255772.800000	5377509.600000	1.263580	4154823.200000	3737509.040000	insufficient_order_stat_support	1.288405	-0.001144	0	complete	noisy	inconclusive	p50_ci_width_0.2094_gt_0.0500;p80_p20_1.2636_gt_1.1500;block_median_ratio_1.2884_gt_1.1000
quicheperf	datagram	iouring	loopback	2	datagrams_per_second	duration	2000		20	5	5206512.500000	5055357.500000	5230766.000000	0.033690	4274278.100000	5552094.400000	1.298955	4134915.250000	3981228.325000	insufficient_order_stat_support	1.145426	0.057768	0	complete	noisy	inconclusive	p80_p20_1.2990_gt_1.1500;block_median_ratio_1.1454_gt_1.1000;drift_0.0578_gt_0.0300
quicheperf	idle_footprint	syscall	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	125440.000000	124160.000000	128000.000000	0.030612	123596.800000	128000.000000	1.035626	135193.600000	135838.720000	insufficient_order_stat_support	1.060825	0.003077	0	complete	tail_insufficient	publishable	
quicheperf	idle_footprint	iouring	loopback	16	server_rss_delta_bytes_per_connection	work			20	5	84864.000000	84224.000000	92672.000000	0.099548	82534.400000	92928.000000	1.125931	93286.400000	96926.720000	insufficient_order_stat_support	1.125581	-0.020741	1	complete	noisy	inconclusive	p50_ci_width_0.0995_gt_0.0500;block_median_ratio_1.1256_gt_1.1000;outliers_1
quicheperf	close_reset_cleanup	syscall	loopback	16	streams_per_second	duration	2000		20	5	75079.750000	74557.750000	75675.500000	0.014888	72732.200000	76072.000000	1.045919	72456.700000	71958.865000	insufficient_order_stat_support	1.030603	0.001107	0	complete	tail_insufficient	publishable	
quicheperf	close_reset_cleanup	iouring	loopback	16	streams_per_second	duration	2000		20	5	52788.000000	52323.000000	53214.750000	0.016893	50968.400000	53727.200000	1.054128	48907.400000	47511.725000	insufficient_order_stat_support	1.027616	-0.008380	0	complete	tail_insufficient	publishable	
picoperf	download	syscall	loopback	1	throughput_gbps	duration	2000		20	5	8.906486	8.827499	9.132400	0.034234	8.750835	9.134913	1.043890	8.739561	8.631714	insufficient_order_stat_support	1.036477	-0.014566	0	complete	noisy	inconclusive	p50_ci_width_0.0342_gt_0.0300
picoperf	download	iouring	loopback	1	throughput_gbps	duration	2000		20	5	9.690742	9.599148	9.836706	0.024514	9.450261	9.932423	1.051021	9.405859	9.352155	insufficient_order_stat_support	1.040957	-0.000644	0	complete	tail_insufficient	publishable	
picoperf	upload	syscall	loopback	2	throughput_gbps	duration	2000		20	5	15.823322	15.782749	15.848952	0.004184	15.637369	15.949634	1.019969	15.480080	15.343899	insufficient_order_stat_support	1.010982	0.001854	0	complete	tail_insufficient	publishable	
picoperf	upload	iouring	loopback	2	throughput_gbps	duration	2000		20	5	14.549216	14.432848	14.710930	0.019113	14.401208	14.726307	1.022574	14.227492	14.142371	insufficient_order_stat_support	1.029173	-0.009364	0	complete	tail_insufficient	publishable	
picoperf	connect	syscall	loopback	16	connections_per_second	work		8	20	5	296.534223	290.463905	303.226104	0.043038	282.279852	303.563998	1.075401	280.593423	270.872536	insufficient_order_stat_support	1.047642	0.022851	0	complete	tail_insufficient	publishable	
picoperf	connect	iouring	loopback	16	connections_per_second	work		8	20	5	270.184885	264.766841	283.150241	0.068040	263.085704	284.375804	1.080925	261.909702	254.663570	insufficient_order_stat_support	1.074425	-0.013872	0	complete	noisy	inconclusive	p50_ci_width_0.0680_gt_0.0500
picoperf	reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	59097.500000	58317.000000	59352.500000	0.017522	57643.100000	59591.600000	1.033803	57357.650000	57182.645000	insufficient_order_stat_support	1.024706	0.004942	0	complete	tail_insufficient	publishable	
picoperf	reqresp	iouring	loopback	8	requests_per_second	duration	2000		20	5	30699.250000	30281.000000	31148.500000	0.028258	30193.000000	31266.600000	1.035558	29893.950000	29141.370000	insufficient_order_stat_support	1.034833	0.000307	0	complete	tail_insufficient	publishable	
picoperf	stream_churn	syscall	loopback	16	streams_per_second	duration	2000		20	5	48480.000000	47520.000000	51190.000000	0.075701	47269.600000	51312.800000	1.085535	43890.400000	41331.160000	insufficient_order_stat_support	1.123218	0.052485	0	complete	noisy	inconclusive	p50_ci_width_0.0757_gt_0.0500;block_median_ratio_1.1232_gt_1.1000;drift_0.0525_gt_0.0300
picoperf	stream_churn	iouring	loopback	16	streams_per_second	duration	2000		20	5	45686.000000	45112.000000	45750.000000	0.013965	45002.400000	46098.400000	1.024354	44723.600000	44605.880000	insufficient_order_stat_support	1.028007	0.007916	0	complete	tail_insufficient	publishable	
picoperf	multistream_download	syscall	loopback	16	throughput_gbps	duration	2000		20	5	0.546475	0.544303	0.549876	0.010198	0.543844	0.552074	1.015134	0.542012	0.540154	insufficient_order_stat_support	1.017090	0.005008	0	complete	tail_insufficient	publishable	
picoperf	multistream_download	iouring	loopback	16	throughput_gbps	duration	2000		20	5	0.672515	0.671620	0.673922	0.003424	0.669738	0.676002	1.009352	0.667843	0.661022	insufficient_order_stat_support	1.013212	-0.006652	0	complete	tail_insufficient	publishable	
picoperf	multistream_upload	syscall	loopback	16	throughput_gbps	duration	2000		20	5	0.591317	0.589634	0.592612	0.005037	0.586228	0.600605	1.024524	0.580462	0.580090	insufficient_order_stat_support	1.010551	0.007005	0	complete	tail_insufficient	publishable	
picoperf	multistream_upload	iouring	loopback	16	throughput_gbps	duration	2000		20	5	0.592580	0.591870	0.593991	0.003578	0.589600	0.595079	1.009292	0.585742	0.583984	insufficient_order_stat_support	1.004823	0.001185	0	complete	tail_insufficient	publishable	
picoperf	bidi	syscall	loopback	16	throughput_gbps	duration	2000		20	5	0.223152	0.221122	0.231535	0.046661	0.215100	0.234270	1.089121	0.212452	0.206156	insufficient_order_stat_support	1.068856	-0.034428	0	complete	noisy	inconclusive	p50_ci_width_0.0467_gt_0.0300;drift_-0.0344_gt_0.0300
picoperf	bidi	iouring	loopback	16	throughput_gbps	duration	2000		20	5	0.258150	0.254892	0.258555	0.014191	0.233631	0.275371	1.178656	0.230969	0.225520	insufficient_order_stat_support	1.101731	0.038441	0	complete	noisy	inconclusive	p80_p20_1.1787_gt_1.1500;block_median_ratio_1.1017_gt_1.1000;drift_0.0384_gt_0.0300
picoperf	small_payload_pps	syscall	loopback	16	messages_per_second	duration	2000		20	5	49594.000000	49280.000000	51072.000000	0.036133	48161.600000	51199.200000	1.063071	47894.400000	46922.760000	insufficient_order_stat_support	1.050382	-0.022520	0	complete	tail_insufficient	publishable	
picoperf	small_payload_pps	iouring	loopback	16	messages_per_second	duration	2000		20	5	45910.000000	45420.000000	46410.000000	0.021564	45080.800000	46524.000000	1.032014	44847.600000	44231.640000	insufficient_order_stat_support	1.030528	0.001177	0	complete	tail_insufficient	publishable	
picoperf	loss_recovery	syscall	loopback	1	throughput_gbps	duration	5000		20	5	7.589778	7.444678	7.611442	0.021972	7.201764	7.705150	1.069898	6.989919	6.896274	insufficient_order_stat_support	1.028001	0.012041	0	complete	tail_insufficient	publishable	
picoperf	loss_recovery	iouring	loopback	1	throughput_gbps	duration	5000		20	5	7.174883	6.897017	7.249373	0.049110	6.870690	7.291175	1.061200	6.782773	6.625622	insufficient_order_stat_support	1.062236	0.015867	0	complete	tail_insufficient	publishable	
picoperf	flow_control	syscall	loopback	1	throughput_gbps	duration	2000		20	5	9.686089	9.489780	9.771656	0.029101	9.471390	9.944152	1.049915	9.320625	9.205929	insufficient_order_stat_support	1.038226	0.004483	0	complete	tail_insufficient	publishable	
picoperf	flow_control	iouring	loopback	1	throughput_gbps	duration	2000		20	5	9.579541	9.522621	9.656568	0.013983	9.438134	9.923609	1.051438	9.377359	9.283252	insufficient_order_stat_support	1.025801	-0.010571	0	complete	tail_insufficient	publishable	
picoperf	resumed_connect	syscall	loopback	2	connections_per_second	work		64	20	5	388.360530	381.655378	403.692352	0.056744	383.057740	412.127781	1.075889	375.012731	363.488175	insufficient_order_stat_support	1.120023	0.009464	0	complete	noisy	inconclusive	p50_ci_width_0.0567_gt_0.0500;block_median_ratio_1.1200_gt_1.1000
picoperf	resumed_connect	iouring	loopback	4	connections_per_second	work		32	20	5	401.604717	356.104973	418.876919	0.156303	348.399409	444.163036	1.274867	330.038900	325.788981	insufficient_order_stat_support	1.259438	-0.014950	0	complete	noisy	inconclusive	p50_ci_width_0.1563_gt_0.0500;p80_p20_1.2749_gt_1.1500;block_median_ratio_1.2594_gt_1.1000
picoperf	zero_rtt_reqresp	syscall	loopback	16	requests_per_second	duration	2000		20	5	56002.750000	55671.500000	56419.000000	0.013348	54637.900000	57230.900000	1.047458	53626.200000	53171.205000	insufficient_order_stat_support	1.044873	-0.012191	0	complete	tail_insufficient	publishable	
picoperf	zero_rtt_reqresp	iouring	loopback	8	requests_per_second	duration	2000		20	5	30601.750000	30360.500000	30893.000000	0.017401	29888.700000	31636.900000	1.058490	29702.000000	29510.165000	insufficient_order_stat_support	1.034398	0.000338	0	complete	tail_insufficient	publishable	
