run_order	binary	scenario	network	path_profile	threads	status	reason	metric	samples	p50	out_dir
1211	quinnperf	stream_churn	iouring	loopback	16	ok		streams_per_second	3	34405.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01211t16-quinnperf-stream_churn-iouring-loopback
1213	quinnperf	multistream_download	syscall	loopback	1	ok		throughput_gbps	3	3.562028	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01213t1-quinnperf-multistream_download-syscall-loopback
1214	quinnperf	multistream_download	syscall	loopback	2	ok		throughput_gbps	3	6.243582	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01214t2-quinnperf-multistream_download-syscall-loopback
1215	quinnperf	multistream_download	syscall	loopback	4	ok		throughput_gbps	3	5.874236	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01215t4-quinnperf-multistream_download-syscall-loopback
1216	quinnperf	multistream_download	syscall	loopback	8	ok		throughput_gbps	3	5.152104	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01216t8-quinnperf-multistream_download-syscall-loopback
1217	quinnperf	multistream_download	syscall	loopback	16	ok		throughput_gbps	3	4.000338	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01217t16-quinnperf-multistream_download-syscall-loopback
1219	quinnperf	multistream_download	iouring	loopback	1	ok		throughput_gbps	3	4.373010	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01219t1-quinnperf-multistream_download-iouring-loopback
1220	quinnperf	multistream_download	iouring	loopback	2	ok		throughput_gbps	3	6.536543	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01220t2-quinnperf-multistream_download-iouring-loopback
1221	quinnperf	multistream_download	iouring	loopback	4	ok		throughput_gbps	3	6.181378	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01221t4-quinnperf-multistream_download-iouring-loopback
1222	quinnperf	multistream_download	iouring	loopback	8	ok		throughput_gbps	3	5.361879	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01222t8-quinnperf-multistream_download-iouring-loopback
1223	quinnperf	multistream_download	iouring	loopback	16	ok		throughput_gbps	3	4.150873	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01223t16-quinnperf-multistream_download-iouring-loopback
1225	quinnperf	multistream_upload	syscall	loopback	1	ok		throughput_gbps	3	0.171966	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01225t1-quinnperf-multistream_upload-syscall-loopback
1226	quinnperf	multistream_upload	syscall	loopback	2	ok		throughput_gbps	3	0.373293	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01226t2-quinnperf-multistream_upload-syscall-loopback
1227	quinnperf	multistream_upload	syscall	loopback	4	ok		throughput_gbps	3	0.759169	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01227t4-quinnperf-multistream_upload-syscall-loopback
1228	quinnperf	multistream_upload	syscall	loopback	8	ok		throughput_gbps	3	1.522532	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01228t8-quinnperf-multistream_upload-syscall-loopback
1229	quinnperf	multistream_upload	syscall	loopback	16	ok		throughput_gbps	3	2.147484	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01229t16-quinnperf-multistream_upload-syscall-loopback
1231	quinnperf	multistream_upload	iouring	loopback	1	ok		throughput_gbps	3	0.169869	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01231t1-quinnperf-multistream_upload-iouring-loopback
1232	quinnperf	multistream_upload	iouring	loopback	2	ok		throughput_gbps	3	0.364904	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01232t2-quinnperf-multistream_upload-iouring-loopback
1233	quinnperf	multistream_upload	iouring	loopback	4	ok		throughput_gbps	3	0.759169	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01233t4-quinnperf-multistream_upload-iouring-loopback
1234	quinnperf	multistream_upload	iouring	loopback	8	ok		throughput_gbps	3	1.522532	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01234t8-quinnperf-multistream_upload-iouring-loopback
1235	quinnperf	multistream_upload	iouring	loopback	16	ok		throughput_gbps	3	2.147484	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01235t16-quinnperf-multistream_upload-iouring-loopback
1237	quinnperf	bidi	syscall	loopback	1	ok		throughput_gbps	3	4.563403	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01237t1-quinnperf-bidi-syscall-loopback
1238	quinnperf	bidi	syscall	loopback	2	ok		throughput_gbps	3	4.198498	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01238t2-quinnperf-bidi-syscall-loopback
1239	quinnperf	bidi	syscall	loopback	4	ok		throughput_gbps	3	3.970189	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01239t4-quinnperf-bidi-syscall-loopback
1240	quinnperf	bidi	syscall	loopback	8	ok		throughput_gbps	3	3.557190	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01240t8-quinnperf-bidi-syscall-loopback
1241	quinnperf	bidi	syscall	loopback	16	ok		throughput_gbps	3	3.783262	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01241t16-quinnperf-bidi-syscall-loopback
1243	quinnperf	bidi	iouring	loopback	1	ok		throughput_gbps	3	5.307920	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01243t1-quinnperf-bidi-iouring-loopback
1244	quinnperf	bidi	iouring	loopback	2	ok		throughput_gbps	3	4.750049	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01244t2-quinnperf-bidi-iouring-loopback
1245	quinnperf	bidi	iouring	loopback	4	ok		throughput_gbps	3	4.093641	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01245t4-quinnperf-bidi-iouring-loopback
1246	quinnperf	bidi	iouring	loopback	8	ok		throughput_gbps	3	3.810525	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01246t8-quinnperf-bidi-iouring-loopback
1247	quinnperf	bidi	iouring	loopback	16	ok		throughput_gbps	3	3.623879	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01247t16-quinnperf-bidi-iouring-loopback
1249	quinnperf	small_payload_pps	syscall	loopback	1	ok		messages_per_second	3	50327.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01249t1-quinnperf-small_payload_pps-syscall-loopback
1250	quinnperf	small_payload_pps	syscall	loopback	2	ok		messages_per_second	3	52896.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01250t2-quinnperf-small_payload_pps-syscall-loopback
1251	quinnperf	small_payload_pps	syscall	loopback	4	ok		messages_per_second	3	48322.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01251t4-quinnperf-small_payload_pps-syscall-loopback
1252	quinnperf	small_payload_pps	syscall	loopback	8	ok		messages_per_second	3	43681.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01252t8-quinnperf-small_payload_pps-syscall-loopback
1253	quinnperf	small_payload_pps	syscall	loopback	16	ok		messages_per_second	3	33950.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01253t16-quinnperf-small_payload_pps-syscall-loopback
1255	quinnperf	small_payload_pps	iouring	loopback	1	ok		messages_per_second	3	57597.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01255t1-quinnperf-small_payload_pps-iouring-loopback
1256	quinnperf	small_payload_pps	iouring	loopback	2	ok		messages_per_second	3	53663.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01256t2-quinnperf-small_payload_pps-iouring-loopback
1257	quinnperf	small_payload_pps	iouring	loopback	4	ok		messages_per_second	3	50229.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01257t4-quinnperf-small_payload_pps-iouring-loopback
1258	quinnperf	small_payload_pps	iouring	loopback	8	ok		messages_per_second	3	42970.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01258t8-quinnperf-small_payload_pps-iouring-loopback
1259	quinnperf	small_payload_pps	iouring	loopback	16	ok		messages_per_second	3	34157.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01259t16-quinnperf-small_payload_pps-iouring-loopback
1261	quinnperf	loss_recovery	syscall	loopback	1	ok		throughput_gbps	3	3.344427	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01261t1-quinnperf-loss_recovery-syscall-loopback
1262	quinnperf	loss_recovery	syscall	loopback	2	ok		throughput_gbps	3	6.097756	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01262t2-quinnperf-loss_recovery-syscall-loopback
1263	quinnperf	loss_recovery	syscall	loopback	4	ok		throughput_gbps	3	5.804856	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01263t4-quinnperf-loss_recovery-syscall-loopback
1264	quinnperf	loss_recovery	syscall	loopback	8	ok		throughput_gbps	3	5.242880	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01264t8-quinnperf-loss_recovery-syscall-loopback
1265	quinnperf	loss_recovery	syscall	loopback	16	ok		throughput_gbps	3	4.072875	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01265t16-quinnperf-loss_recovery-syscall-loopback
1267	quinnperf	loss_recovery	iouring	loopback	1	ok		throughput_gbps	3	4.026325	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01267t1-quinnperf-loss_recovery-iouring-loopback
1268	quinnperf	loss_recovery	iouring	loopback	2	ok		throughput_gbps	3	5.742305	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01268t2-quinnperf-loss_recovery-iouring-loopback
1269	quinnperf	loss_recovery	iouring	loopback	4	ok		throughput_gbps	3	6.025118	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01269t4-quinnperf-loss_recovery-iouring-loopback
1270	quinnperf	loss_recovery	iouring	loopback	8	ok		throughput_gbps	3	5.177868	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01270t8-quinnperf-loss_recovery-iouring-loopback
1271	quinnperf	loss_recovery	iouring	loopback	16	ok		throughput_gbps	3	4.195827	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01271t16-quinnperf-loss_recovery-iouring-loopback
1273	quinnperf	flow_control	syscall	loopback	1	ok		throughput_gbps	3	3.110460	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01273t1-quinnperf-flow_control-syscall-loopback
1274	quinnperf	flow_control	syscall	loopback	2	ok		throughput_gbps	3	5.215484	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01274t2-quinnperf-flow_control-syscall-loopback
1275	quinnperf	flow_control	syscall	loopback	4	ok		throughput_gbps	3	5.055958	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01275t4-quinnperf-flow_control-syscall-loopback
1276	quinnperf	flow_control	syscall	loopback	8	ok		throughput_gbps	3	4.572895	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01276t8-quinnperf-flow_control-syscall-loopback
1277	quinnperf	flow_control	syscall	loopback	16	ok		throughput_gbps	3	3.446210	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01277t16-quinnperf-flow_control-syscall-loopback
1279	quinnperf	flow_control	iouring	loopback	1	ok		throughput_gbps	3	3.414398	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01279t1-quinnperf-flow_control-iouring-loopback
1280	quinnperf	flow_control	iouring	loopback	2	ok		throughput_gbps	3	5.286828	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01280t2-quinnperf-flow_control-iouring-loopback
1281	quinnperf	flow_control	iouring	loopback	4	ok		throughput_gbps	3	5.040601	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01281t4-quinnperf-flow_control-iouring-loopback
1282	quinnperf	flow_control	iouring	loopback	8	ok		throughput_gbps	3	4.458560	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01282t8-quinnperf-flow_control-iouring-loopback
1283	quinnperf	flow_control	iouring	loopback	16	ok		throughput_gbps	3	3.482338	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01283t16-quinnperf-flow_control-iouring-loopback
1285	quinnperf	resumed_connect	syscall	loopback	1	ok		connections_per_second	3	0.946178	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01285t1-quinnperf-resumed_connect-syscall-loopback
1286	quinnperf	resumed_connect	syscall	loopback	2	ok		connections_per_second	3	1.846672	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01286t2-quinnperf-resumed_connect-syscall-loopback
1287	quinnperf	resumed_connect	syscall	loopback	4	ok		connections_per_second	3	3.682975	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01287t4-quinnperf-resumed_connect-syscall-loopback
1288	quinnperf	resumed_connect	syscall	loopback	8	ok		connections_per_second	3	7.407641	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01288t8-quinnperf-resumed_connect-syscall-loopback
1289	quinnperf	resumed_connect	syscall	loopback	16	ok		connections_per_second	3	14.484373	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01289t16-quinnperf-resumed_connect-syscall-loopback
1291	quinnperf	resumed_connect	iouring	loopback	1	ok		connections_per_second	3	0.968361	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01291t1-quinnperf-resumed_connect-iouring-loopback
1292	quinnperf	resumed_connect	iouring	loopback	2	ok		connections_per_second	3	1.936523	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01292t2-quinnperf-resumed_connect-iouring-loopback
1293	quinnperf	resumed_connect	iouring	loopback	4	ok		connections_per_second	3	3.873151	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01293t4-quinnperf-resumed_connect-iouring-loopback
1294	quinnperf	resumed_connect	iouring	loopback	8	ok		connections_per_second	3	7.820452	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01294t8-quinnperf-resumed_connect-iouring-loopback
1295	quinnperf	resumed_connect	iouring	loopback	16	ok		connections_per_second	3	15.378782	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01295t16-quinnperf-resumed_connect-iouring-loopback
1297	quinnperf	zero_rtt_reqresp	syscall	loopback	1	ok		requests_per_second	3	49865.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01297t1-quinnperf-zero_rtt_reqresp-syscall-loopback
1298	quinnperf	zero_rtt_reqresp	syscall	loopback	2	ok		requests_per_second	3	47057.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01298t2-quinnperf-zero_rtt_reqresp-syscall-loopback
1299	quinnperf	zero_rtt_reqresp	syscall	loopback	4	ok		requests_per_second	3	41579.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01299t4-quinnperf-zero_rtt_reqresp-syscall-loopback
1300	quinnperf	zero_rtt_reqresp	syscall	loopback	8	ok		requests_per_second	3	31881.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01300t8-quinnperf-zero_rtt_reqresp-syscall-loopback
1301	quinnperf	zero_rtt_reqresp	syscall	loopback	16	ok		requests_per_second	3	22912.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01301t16-quinnperf-zero_rtt_reqresp-syscall-loopback
1303	quinnperf	zero_rtt_reqresp	iouring	loopback	1	ok		requests_per_second	3	55174.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01303t1-quinnperf-zero_rtt_reqresp-iouring-loopback
1304	quinnperf	zero_rtt_reqresp	iouring	loopback	2	ok		requests_per_second	3	47632.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01304t2-quinnperf-zero_rtt_reqresp-iouring-loopback
1305	quinnperf	zero_rtt_reqresp	iouring	loopback	4	ok		requests_per_second	3	42645.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01305t4-quinnperf-zero_rtt_reqresp-iouring-loopback
1306	quinnperf	zero_rtt_reqresp	iouring	loopback	8	ok		requests_per_second	3	33001.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01306t8-quinnperf-zero_rtt_reqresp-iouring-loopback
1307	quinnperf	zero_rtt_reqresp	iouring	loopback	16	ok		requests_per_second	3	22825.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01307t16-quinnperf-zero_rtt_reqresp-iouring-loopback
1309	quinnperf	datagram	syscall	loopback	1	ok		datagrams_per_second	3	2125680.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01309t1-quinnperf-datagram-syscall-loopback
1310	quinnperf	datagram	syscall	loopback	2	ok		datagrams_per_second	3	2873332.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01310t2-quinnperf-datagram-syscall-loopback
1311	quinnperf	datagram	syscall	loopback	4	ok		datagrams_per_second	3	3475191.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01311t4-quinnperf-datagram-syscall-loopback
1312	quinnperf	datagram	syscall	loopback	8	ok		datagrams_per_second	3	3108475.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01312t8-quinnperf-datagram-syscall-loopback
1313	quinnperf	datagram	syscall	loopback	16	ok		datagrams_per_second	3	2406727.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01313t16-quinnperf-datagram-syscall-loopback
1315	quinnperf	datagram	iouring	loopback	1	ok		datagrams_per_second	3	1997833.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01315t1-quinnperf-datagram-iouring-loopback
1316	quinnperf	datagram	iouring	loopback	2	ok		datagrams_per_second	3	2675176.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01316t2-quinnperf-datagram-iouring-loopback
1317	quinnperf	datagram	iouring	loopback	4	ok		datagrams_per_second	3	3318550.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01317t4-quinnperf-datagram-iouring-loopback
1318	quinnperf	datagram	iouring	loopback	8	ok		datagrams_per_second	3	2965756.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01318t8-quinnperf-datagram-iouring-loopback
1319	quinnperf	datagram	iouring	loopback	16	ok		datagrams_per_second	3	2390878.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01319t16-quinnperf-datagram-iouring-loopback
1321	quinnperf	idle_footprint	syscall	loopback	1	ok		server_rss_delta_bytes_per_connection	3	974848.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01321t1-quinnperf-idle_footprint-syscall-loopback
1322	quinnperf	idle_footprint	syscall	loopback	2	ok		server_rss_delta_bytes_per_connection	3	514048.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01322t2-quinnperf-idle_footprint-syscall-loopback
1323	quinnperf	idle_footprint	syscall	loopback	4	ok		server_rss_delta_bytes_per_connection	3	257024.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01323t4-quinnperf-idle_footprint-syscall-loopback
1324	quinnperf	idle_footprint	syscall	loopback	8	ok		server_rss_delta_bytes_per_connection	3	131072.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01324t8-quinnperf-idle_footprint-syscall-loopback
1325	quinnperf	idle_footprint	syscall	loopback	16	ok		server_rss_delta_bytes_per_connection	3	80384.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01325t16-quinnperf-idle_footprint-syscall-loopback
1327	quinnperf	idle_footprint	iouring	loopback	1	ok		server_rss_delta_bytes_per_connection	3	798720.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01327t1-quinnperf-idle_footprint-iouring-loopback
1328	quinnperf	idle_footprint	iouring	loopback	2	ok		server_rss_delta_bytes_per_connection	3	389120.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01328t2-quinnperf-idle_footprint-iouring-loopback
1329	quinnperf	idle_footprint	iouring	loopback	4	ok		server_rss_delta_bytes_per_connection	3	289792.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01329t4-quinnperf-idle_footprint-iouring-loopback
1330	quinnperf	idle_footprint	iouring	loopback	8	ok		server_rss_delta_bytes_per_connection	3	175104.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01330t8-quinnperf-idle_footprint-iouring-loopback
1331	quinnperf	idle_footprint	iouring	loopback	16	ok		server_rss_delta_bytes_per_connection	3	101376.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01331t16-quinnperf-idle_footprint-iouring-loopback
1333	quinnperf	close_reset_cleanup	syscall	loopback	1	ok		streams_per_second	3	47805.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01333t1-quinnperf-close_reset_cleanup-syscall-loopback
1334	quinnperf	close_reset_cleanup	syscall	loopback	2	ok		streams_per_second	3	50826.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01334t2-quinnperf-close_reset_cleanup-syscall-loopback
1335	quinnperf	close_reset_cleanup	syscall	loopback	4	ok		streams_per_second	3	51046.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01335t4-quinnperf-close_reset_cleanup-syscall-loopback
1336	quinnperf	close_reset_cleanup	syscall	loopback	8	ok		streams_per_second	3	41680.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01336t8-quinnperf-close_reset_cleanup-syscall-loopback
1337	quinnperf	close_reset_cleanup	syscall	loopback	16	ok		streams_per_second	3	34421.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01337t16-quinnperf-close_reset_cleanup-syscall-loopback
1339	quinnperf	close_reset_cleanup	iouring	loopback	1	ok		streams_per_second	3	51492.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01339t1-quinnperf-close_reset_cleanup-iouring-loopback
1340	quinnperf	close_reset_cleanup	iouring	loopback	2	ok		streams_per_second	3	53314.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01340t2-quinnperf-close_reset_cleanup-iouring-loopback
1341	quinnperf	close_reset_cleanup	iouring	loopback	4	ok		streams_per_second	3	50986.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01341t4-quinnperf-close_reset_cleanup-iouring-loopback
1342	quinnperf	close_reset_cleanup	iouring	loopback	8	ok		streams_per_second	3	43892.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01342t8-quinnperf-close_reset_cleanup-iouring-loopback
1343	quinnperf	close_reset_cleanup	iouring	loopback	16	ok		streams_per_second	3	32764.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01343t16-quinnperf-close_reset_cleanup-iouring-loopback
1345	noqperf	download	syscall	loopback	1	ok		throughput_gbps	3	2.766757	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01345t1-noqperf-download-syscall-loopback
1346	noqperf	download	syscall	loopback	2	ok		throughput_gbps	3	5.325360	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01346t2-noqperf-download-syscall-loopback
1347	noqperf	download	syscall	loopback	4	ok		throughput_gbps	3	4.615841	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01347t4-noqperf-download-syscall-loopback
1348	noqperf	download	syscall	loopback	8	ok		throughput_gbps	3	3.749348	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01348t8-noqperf-download-syscall-loopback
1349	noqperf	download	syscall	loopback	16	ok		throughput_gbps	3	2.659217	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01349t16-noqperf-download-syscall-loopback
1351	noqperf	download	iouring	loopback	1	ok		throughput_gbps	3	3.249627	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01351t1-noqperf-download-iouring-loopback
1352	noqperf	download	iouring	loopback	2	ok		throughput_gbps	3	5.431624	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01352t2-noqperf-download-iouring-loopback
1353	noqperf	download	iouring	loopback	4	ok		throughput_gbps	3	4.755570	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01353t4-noqperf-download-iouring-loopback
1354	noqperf	download	iouring	loopback	8	ok		throughput_gbps	3	3.665822	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01354t8-noqperf-download-iouring-loopback
1355	noqperf	download	iouring	loopback	16	ok		throughput_gbps	3	2.646606	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01355t16-noqperf-download-iouring-loopback
1357	noqperf	upload	syscall	loopback	1	ok		throughput_gbps	3	2.811668	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01357t1-noqperf-upload-syscall-loopback
1358	noqperf	upload	syscall	loopback	2	ok		throughput_gbps	3	2.148829	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01358t2-noqperf-upload-syscall-loopback
1359	noqperf	upload	syscall	loopback	4	ok		throughput_gbps	3	1.256322	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01359t4-noqperf-upload-syscall-loopback
1360	noqperf	upload	syscall	loopback	8	ok		throughput_gbps	3	0.002538	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01360t8-noqperf-upload-syscall-loopback
1361	noqperf	upload	syscall	loopback	16	ok		throughput_gbps	3	0.002658	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01361t16-noqperf-upload-syscall-loopback
1363	noqperf	upload	iouring	loopback	1	ok		throughput_gbps	3	3.362724	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01363t1-noqperf-upload-iouring-loopback
1364	noqperf	upload	iouring	loopback	2	ok		throughput_gbps	3	2.452805	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01364t2-noqperf-upload-iouring-loopback
1365	noqperf	upload	iouring	loopback	4	ok		throughput_gbps	3	1.288581	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01365t4-noqperf-upload-iouring-loopback
1366	noqperf	upload	iouring	loopback	8	ok		throughput_gbps	3	0.003850	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01366t8-noqperf-upload-iouring-loopback
1367	noqperf	upload	iouring	loopback	16	ok		throughput_gbps	3	0.002993	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01367t16-noqperf-upload-iouring-loopback
1369	noqperf	connect	syscall	loopback	1	ok		connections_per_second	3	38.189936	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01369t1-noqperf-connect-syscall-loopback
1370	noqperf	connect	syscall	loopback	2	ok		connections_per_second	3	1508.477644	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01370t2-noqperf-connect-syscall-loopback
1371	noqperf	connect	syscall	loopback	4	ok		connections_per_second	3	1041.562782	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01371t4-noqperf-connect-syscall-loopback
1372	noqperf	connect	syscall	loopback	8	ok		connections_per_second	3	2608.018418	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01372t8-noqperf-connect-syscall-loopback
1373	noqperf	connect	syscall	loopback	16	ok		connections_per_second	3	2604.386666	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01373t16-noqperf-connect-syscall-loopback
1375	noqperf	connect	iouring	loopback	1	ok		connections_per_second	3	1182.062439	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01375t1-noqperf-connect-iouring-loopback
1376	noqperf	connect	iouring	loopback	2	ok		connections_per_second	3	1938.005153	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01376t2-noqperf-connect-iouring-loopback
