run_order	binary	scenario	network	path_profile	threads	status	reason	metric	samples	p50	out_dir
368	neqoperf	idle_footprint	iouring	loopback	2	ok		server_rss_delta_bytes_per_connection	3	995328.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00368t2-neqoperf-idle_footprint-iouring-loopback
369	neqoperf	idle_footprint	iouring	loopback	4	ok		server_rss_delta_bytes_per_connection	3	625664.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00369t4-neqoperf-idle_footprint-iouring-loopback
370	neqoperf	idle_footprint	iouring	loopback	8	ok		server_rss_delta_bytes_per_connection	3	452608.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00370t8-neqoperf-idle_footprint-iouring-loopback
371	neqoperf	idle_footprint	iouring	loopback	16	ok		server_rss_delta_bytes_per_connection	3	371968.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00371t16-neqoperf-idle_footprint-iouring-loopback
373	neqoperf	close_reset_cleanup	syscall	loopback	1	ok		streams_per_second	3	6139.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00373t1-neqoperf-close_reset_cleanup-syscall-loopback
374	neqoperf	close_reset_cleanup	syscall	loopback	2	ok		streams_per_second	3	10939.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00374t2-neqoperf-close_reset_cleanup-syscall-loopback
375	neqoperf	close_reset_cleanup	syscall	loopback	4	ok		streams_per_second	3	14715.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00375t4-neqoperf-close_reset_cleanup-syscall-loopback
376	neqoperf	close_reset_cleanup	syscall	loopback	8	ok		streams_per_second	3	9320.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00376t8-neqoperf-close_reset_cleanup-syscall-loopback
377	neqoperf	close_reset_cleanup	syscall	loopback	16	ok		streams_per_second	3	5307.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00377t16-neqoperf-close_reset_cleanup-syscall-loopback
379	neqoperf	close_reset_cleanup	iouring	loopback	1	ok		streams_per_second	3	6091.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00379t1-neqoperf-close_reset_cleanup-iouring-loopback
380	neqoperf	close_reset_cleanup	iouring	loopback	2	ok		streams_per_second	3	10961.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00380t2-neqoperf-close_reset_cleanup-iouring-loopback
381	neqoperf	close_reset_cleanup	iouring	loopback	4	ok		streams_per_second	3	14901.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00381t4-neqoperf-close_reset_cleanup-iouring-loopback
382	neqoperf	close_reset_cleanup	iouring	loopback	8	ok		streams_per_second	3	8768.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00382t8-neqoperf-close_reset_cleanup-iouring-loopback
383	neqoperf	close_reset_cleanup	iouring	loopback	16	ok		streams_per_second	3	5076.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00383t16-neqoperf-close_reset_cleanup-iouring-loopback
385	lsperf	download	syscall	loopback	1	ok		throughput_gbps	3	14.335704	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00385t1-lsperf-download-syscall-loopback
386	lsperf	download	syscall	loopback	2	ok		throughput_gbps	3	4.389743	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00386t2-lsperf-download-syscall-loopback
387	lsperf	download	syscall	loopback	4	ok		throughput_gbps	3	3.874781	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00387t4-lsperf-download-syscall-loopback
388	lsperf	download	syscall	loopback	8	ok		throughput_gbps	3	3.904569	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00388t8-lsperf-download-syscall-loopback
389	lsperf	download	syscall	loopback	16	ok		throughput_gbps	3	3.430967	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00389t16-lsperf-download-syscall-loopback
391	lsperf	download	iouring	loopback	1	ok		throughput_gbps	3	15.183553	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00391t1-lsperf-download-iouring-loopback
392	lsperf	download	iouring	loopback	2	ok		throughput_gbps	3	0.330029	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00392t2-lsperf-download-iouring-loopback
393	lsperf	download	iouring	loopback	4	ok		throughput_gbps	3	0.636352	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00393t4-lsperf-download-iouring-loopback
394	lsperf	download	iouring	loopback	8	ok		throughput_gbps	3	0.610415	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00394t8-lsperf-download-iouring-loopback
395	lsperf	download	iouring	loopback	16	ok		throughput_gbps	3	0.610342	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00395t16-lsperf-download-iouring-loopback
397	lsperf	upload	syscall	loopback	1	ok		throughput_gbps	3	13.828953	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00397t1-lsperf-upload-syscall-loopback
398	lsperf	upload	syscall	loopback	2	ok		throughput_gbps	3	32.414197	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00398t2-lsperf-upload-syscall-loopback
399	lsperf	upload	syscall	loopback	4	ok		throughput_gbps	3	31.620753	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00399t4-lsperf-upload-syscall-loopback
400	lsperf	upload	syscall	loopback	8	ok		throughput_gbps	3	28.459097	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00400t8-lsperf-upload-syscall-loopback
401	lsperf	upload	syscall	loopback	16	ok		throughput_gbps	3	25.034435	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00401t16-lsperf-upload-syscall-loopback
403	lsperf	upload	iouring	loopback	1	ok		throughput_gbps	3	12.546424	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00403t1-lsperf-upload-iouring-loopback
404	lsperf	upload	iouring	loopback	2	ok		throughput_gbps	3	23.173650	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00404t2-lsperf-upload-iouring-loopback
405	lsperf	upload	iouring	loopback	4	ok		throughput_gbps	3	21.328708	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00405t4-lsperf-upload-iouring-loopback
406	lsperf	upload	iouring	loopback	8	ok		throughput_gbps	3	18.774819	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00406t8-lsperf-upload-iouring-loopback
407	lsperf	upload	iouring	loopback	16	ok		throughput_gbps	3	17.546464	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00407t16-lsperf-upload-iouring-loopback
409	lsperf	connect	syscall	loopback	1	ok		connections_per_second	3	1210.082407	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00409t1-lsperf-connect-syscall-loopback
410	lsperf	connect	syscall	loopback	2	ok		connections_per_second	3	2035.695928	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00410t2-lsperf-connect-syscall-loopback
411	lsperf	connect	syscall	loopback	4	ok		connections_per_second	3	2802.293958	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00411t4-lsperf-connect-syscall-loopback
412	lsperf	connect	syscall	loopback	8	ok		connections_per_second	3	2720.882056	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00412t8-lsperf-connect-syscall-loopback
413	lsperf	connect	syscall	loopback	16	ok		connections_per_second	3	3356.990324	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00413t16-lsperf-connect-syscall-loopback
415	lsperf	connect	iouring	loopback	1	ok		connections_per_second	3	1491.967248	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00415t1-lsperf-connect-iouring-loopback
416	lsperf	connect	iouring	loopback	2	ok		connections_per_second	3	2705.920554	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00416t2-lsperf-connect-iouring-loopback
417	lsperf	connect	iouring	loopback	4	ok		connections_per_second	3	3922.603118	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00417t4-lsperf-connect-iouring-loopback
418	lsperf	connect	iouring	loopback	8	ok		connections_per_second	3	5799.833255	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00418t8-lsperf-connect-iouring-loopback
419	lsperf	connect	iouring	loopback	16	ok		connections_per_second	3	6977.664061	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00419t16-lsperf-connect-iouring-loopback
421	lsperf	reqresp	syscall	loopback	1	ok		requests_per_second	3	30015.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00421t1-lsperf-reqresp-syscall-loopback
422	lsperf	reqresp	syscall	loopback	2	ok		requests_per_second	3	47674.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00422t2-lsperf-reqresp-syscall-loopback
423	lsperf	reqresp	syscall	loopback	4	ok		requests_per_second	3	72306.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00423t4-lsperf-reqresp-syscall-loopback
424	lsperf	reqresp	syscall	loopback	8	ok		requests_per_second	3	106680.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00424t8-lsperf-reqresp-syscall-loopback
425	lsperf	reqresp	syscall	loopback	16	ok		requests_per_second	3	146182.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00425t16-lsperf-reqresp-syscall-loopback
427	lsperf	reqresp	iouring	loopback	1	ok		requests_per_second	3	18966.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00427t1-lsperf-reqresp-iouring-loopback
428	lsperf	reqresp	iouring	loopback	2	ok		requests_per_second	3	26341.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00428t2-lsperf-reqresp-iouring-loopback
429	lsperf	reqresp	iouring	loopback	4	ok		requests_per_second	3	39195.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00429t4-lsperf-reqresp-iouring-loopback
430	lsperf	reqresp	iouring	loopback	8	ok		requests_per_second	3	61230.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00430t8-lsperf-reqresp-iouring-loopback
431	lsperf	reqresp	iouring	loopback	16	ok		requests_per_second	3	70756.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00431t16-lsperf-reqresp-iouring-loopback
433	lsperf	stream_churn	syscall	loopback	1	ok		streams_per_second	3	28402.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00433t1-lsperf-stream_churn-syscall-loopback
434	lsperf	stream_churn	syscall	loopback	2	ok		streams_per_second	3	48580.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00434t2-lsperf-stream_churn-syscall-loopback
435	lsperf	stream_churn	syscall	loopback	4	ok		streams_per_second	3	73885.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00435t4-lsperf-stream_churn-syscall-loopback
436	lsperf	stream_churn	syscall	loopback	8	ok		streams_per_second	3	105072.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00436t8-lsperf-stream_churn-syscall-loopback
437	lsperf	stream_churn	syscall	loopback	16	ok		streams_per_second	3	141104.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00437t16-lsperf-stream_churn-syscall-loopback
439	lsperf	stream_churn	iouring	loopback	1	ok		streams_per_second	3	21184.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00439t1-lsperf-stream_churn-iouring-loopback
440	lsperf	stream_churn	iouring	loopback	2	ok		streams_per_second	3	27288.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00440t2-lsperf-stream_churn-iouring-loopback
441	lsperf	stream_churn	iouring	loopback	4	ok		streams_per_second	3	37720.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00441t4-lsperf-stream_churn-iouring-loopback
442	lsperf	stream_churn	iouring	loopback	8	ok		streams_per_second	3	53016.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00442t8-lsperf-stream_churn-iouring-loopback
443	lsperf	stream_churn	iouring	loopback	16	ok		streams_per_second	3	73728.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00443t16-lsperf-stream_churn-iouring-loopback
445	lsperf	multistream_download	syscall	loopback	1	ok		throughput_gbps	3	0.192938	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00445t1-lsperf-multistream_download-syscall-loopback
446	lsperf	multistream_download	syscall	loopback	2	ok		throughput_gbps	3	0.385876	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00446t2-lsperf-multistream_download-syscall-loopback
447	lsperf	multistream_download	syscall	loopback	4	ok		throughput_gbps	3	0.771752	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00447t4-lsperf-multistream_download-syscall-loopback
448	lsperf	multistream_download	syscall	loopback	8	ok		throughput_gbps	3	1.543504	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00448t8-lsperf-multistream_download-syscall-loopback
449	lsperf	multistream_download	syscall	loopback	16	ok		throughput_gbps	3	3.087008	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00449t16-lsperf-multistream_download-syscall-loopback
451	lsperf	multistream_download	iouring	loopback	1	ok		throughput_gbps	3	0.192938	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00451t1-lsperf-multistream_download-iouring-loopback
452	lsperf	multistream_download	iouring	loopback	2	ok		throughput_gbps	3	0.138516	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00452t2-lsperf-multistream_download-iouring-loopback
453	lsperf	multistream_download	iouring	loopback	4	ok		throughput_gbps	3	0.101266	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00453t4-lsperf-multistream_download-iouring-loopback
454	lsperf	multistream_download	iouring	loopback	8	ok		throughput_gbps	3	0.163097	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00454t8-lsperf-multistream_download-iouring-loopback
455	lsperf	multistream_download	iouring	loopback	16	ok		throughput_gbps	3	0.292072	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00455t16-lsperf-multistream_download-iouring-loopback
457	lsperf	multistream_upload	syscall	loopback	1	ok		throughput_gbps	3	0.192938	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00457t1-lsperf-multistream_upload-syscall-loopback
458	lsperf	multistream_upload	syscall	loopback	2	ok		throughput_gbps	3	0.385876	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00458t2-lsperf-multistream_upload-syscall-loopback
459	lsperf	multistream_upload	syscall	loopback	4	ok		throughput_gbps	3	0.771752	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00459t4-lsperf-multistream_upload-syscall-loopback
460	lsperf	multistream_upload	syscall	loopback	8	ok		throughput_gbps	3	1.543504	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00460t8-lsperf-multistream_upload-syscall-loopback
461	lsperf	multistream_upload	syscall	loopback	16	ok		throughput_gbps	3	3.087008	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00461t16-lsperf-multistream_upload-syscall-loopback
463	lsperf	multistream_upload	iouring	loopback	1	ok		throughput_gbps	3	0.192938	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00463t1-lsperf-multistream_upload-iouring-loopback
464	lsperf	multistream_upload	iouring	loopback	2	ok		throughput_gbps	3	0.385876	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00464t2-lsperf-multistream_upload-iouring-loopback
465	lsperf	multistream_upload	iouring	loopback	4	ok		throughput_gbps	3	0.771752	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00465t4-lsperf-multistream_upload-iouring-loopback
466	lsperf	multistream_upload	iouring	loopback	8	ok		throughput_gbps	3	1.543504	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00466t8-lsperf-multistream_upload-iouring-loopback
467	lsperf	multistream_upload	iouring	loopback	16	ok		throughput_gbps	3	3.087008	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00467t16-lsperf-multistream_upload-iouring-loopback
469	lsperf	bidi	syscall	loopback	1	ok		throughput_gbps	3	0.268435	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00469t1-lsperf-bidi-syscall-loopback
470	lsperf	bidi	syscall	loopback	2	ok		throughput_gbps	3	0.536871	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00470t2-lsperf-bidi-syscall-loopback
471	lsperf	bidi	syscall	loopback	4	ok		throughput_gbps	3	1.073742	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00471t4-lsperf-bidi-syscall-loopback
472	lsperf	bidi	syscall	loopback	8	ok		throughput_gbps	3	2.147484	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00472t8-lsperf-bidi-syscall-loopback
473	lsperf	bidi	syscall	loopback	16	ok		throughput_gbps	3	4.294967	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00473t16-lsperf-bidi-syscall-loopback
475	lsperf	bidi	iouring	loopback	1	ok		throughput_gbps	3	0.268435	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00475t1-lsperf-bidi-iouring-loopback
476	lsperf	bidi	iouring	loopback	2	ok		throughput_gbps	3	0.536871	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00476t2-lsperf-bidi-iouring-loopback
477	lsperf	bidi	iouring	loopback	4	ok		throughput_gbps	3	1.073742	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00477t4-lsperf-bidi-iouring-loopback
478	lsperf	bidi	iouring	loopback	8	ok		throughput_gbps	3	2.147484	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00478t8-lsperf-bidi-iouring-loopback
479	lsperf	bidi	iouring	loopback	16	ok		throughput_gbps	3	0.364900	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00479t16-lsperf-bidi-iouring-loopback
481	lsperf	small_payload_pps	syscall	loopback	1	ok		messages_per_second	3	28579.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00481t1-lsperf-small_payload_pps-syscall-loopback
482	lsperf	small_payload_pps	syscall	loopback	2	ok		messages_per_second	3	48644.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00482t2-lsperf-small_payload_pps-syscall-loopback
483	lsperf	small_payload_pps	syscall	loopback	4	ok		messages_per_second	3	74232.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00483t4-lsperf-small_payload_pps-syscall-loopback
484	lsperf	small_payload_pps	syscall	loopback	8	ok		messages_per_second	3	106921.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00484t8-lsperf-small_payload_pps-syscall-loopback
485	lsperf	small_payload_pps	syscall	loopback	16	ok		messages_per_second	3	147104.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00485t16-lsperf-small_payload_pps-syscall-loopback
487	lsperf	small_payload_pps	iouring	loopback	1	ok		messages_per_second	3	21277.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00487t1-lsperf-small_payload_pps-iouring-loopback
488	lsperf	small_payload_pps	iouring	loopback	2	ok		messages_per_second	3	26784.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00488t2-lsperf-small_payload_pps-iouring-loopback
489	lsperf	small_payload_pps	iouring	loopback	4	ok		messages_per_second	3	38072.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00489t4-lsperf-small_payload_pps-iouring-loopback
490	lsperf	small_payload_pps	iouring	loopback	8	ok		messages_per_second	3	53120.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00490t8-lsperf-small_payload_pps-iouring-loopback
491	lsperf	small_payload_pps	iouring	loopback	16	ok		messages_per_second	3	74968.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00491t16-lsperf-small_payload_pps-iouring-loopback
493	lsperf	loss_recovery	syscall	loopback	1	ok		throughput_gbps	3	16.408778	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00493t1-lsperf-loss_recovery-syscall-loopback
494	lsperf	loss_recovery	syscall	loopback	2	ok		throughput_gbps	3	4.983047	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00494t2-lsperf-loss_recovery-syscall-loopback
495	lsperf	loss_recovery	syscall	loopback	4	ok		throughput_gbps	3	4.228566	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00495t4-lsperf-loss_recovery-syscall-loopback
496	lsperf	loss_recovery	syscall	loopback	8	ok		throughput_gbps	3	4.062659	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00496t8-lsperf-loss_recovery-syscall-loopback
497	lsperf	loss_recovery	syscall	loopback	16	ok		throughput_gbps	3	3.552582	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00497t16-lsperf-loss_recovery-syscall-loopback
499	lsperf	loss_recovery	iouring	loopback	1	ok		throughput_gbps	3	15.559889	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00499t1-lsperf-loss_recovery-iouring-loopback
500	lsperf	loss_recovery	iouring	loopback	2	ok		throughput_gbps	3	5.206320	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00500t2-lsperf-loss_recovery-iouring-loopback
501	lsperf	loss_recovery	iouring	loopback	4	ok		throughput_gbps	3	0.407085	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00501t4-lsperf-loss_recovery-iouring-loopback
502	lsperf	loss_recovery	iouring	loopback	8	ok		throughput_gbps	3	0.501585	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00502t8-lsperf-loss_recovery-iouring-loopback
503	lsperf	loss_recovery	iouring	loopback	16	ok		throughput_gbps	3	0.573527	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00503t16-lsperf-loss_recovery-iouring-loopback
505	lsperf	flow_control	syscall	loopback	1	ok		throughput_gbps	3	13.228861	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00505t1-lsperf-flow_control-syscall-loopback
506	lsperf	flow_control	syscall	loopback	2	ok		throughput_gbps	3	4.470816	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00506t2-lsperf-flow_control-syscall-loopback
507	lsperf	flow_control	syscall	loopback	4	ok		throughput_gbps	3	4.394935	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00507t4-lsperf-flow_control-syscall-loopback
508	lsperf	flow_control	syscall	loopback	8	ok		throughput_gbps	3	3.501179	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00508t8-lsperf-flow_control-syscall-loopback
509	lsperf	flow_control	syscall	loopback	16	ok		throughput_gbps	3	3.584105	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00509t16-lsperf-flow_control-syscall-loopback
511	lsperf	flow_control	iouring	loopback	1	ok		throughput_gbps	3	11.590869	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00511t1-lsperf-flow_control-iouring-loopback
512	lsperf	flow_control	iouring	loopback	2	ok		throughput_gbps	3	4.608481	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00512t2-lsperf-flow_control-iouring-loopback
513	lsperf	flow_control	iouring	loopback	4	ok		throughput_gbps	3	3.480523	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00513t4-lsperf-flow_control-iouring-loopback
514	lsperf	flow_control	iouring	loopback	8	ok		throughput_gbps	3	3.842677	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00514t8-lsperf-flow_control-iouring-loopback
515	lsperf	flow_control	iouring	loopback	16	ok		throughput_gbps	3	3.676341	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00515t16-lsperf-flow_control-iouring-loopback
517	lsperf	resumed_connect	syscall	loopback	1	ok		connections_per_second	3	345.270962	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00517t1-lsperf-resumed_connect-syscall-loopback
518	lsperf	resumed_connect	syscall	loopback	2	ok		connections_per_second	3	250.903157	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00518t2-lsperf-resumed_connect-syscall-loopback
519	lsperf	resumed_connect	syscall	loopback	4	ok		connections_per_second	3	323.614096	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00519t4-lsperf-resumed_connect-syscall-loopback
520	lsperf	resumed_connect	syscall	loopback	8	ok		connections_per_second	3	285.109121	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00520t8-lsperf-resumed_connect-syscall-loopback
521	lsperf	resumed_connect	syscall	loopback	16	ok		connections_per_second	3	274.333685	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00521t16-lsperf-resumed_connect-syscall-loopback
523	lsperf	resumed_connect	iouring	loopback	1	ok		connections_per_second	3	341.983346	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00523t1-lsperf-resumed_connect-iouring-loopback
524	lsperf	resumed_connect	iouring	loopback	2	ok		connections_per_second	3	411.951877	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00524t2-lsperf-resumed_connect-iouring-loopback
525	lsperf	resumed_connect	iouring	loopback	4	ok		connections_per_second	3	326.348789	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00525t4-lsperf-resumed_connect-iouring-loopback
526	lsperf	resumed_connect	iouring	loopback	8	ok		connections_per_second	3	287.491672	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00526t8-lsperf-resumed_connect-iouring-loopback
527	lsperf	resumed_connect	iouring	loopback	16	ok		connections_per_second	3	164.391348	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00527t16-lsperf-resumed_connect-iouring-loopback
529	lsperf	zero_rtt_reqresp	syscall	loopback	1	ok		requests_per_second	3	29171.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00529t1-lsperf-zero_rtt_reqresp-syscall-loopback
530	lsperf	zero_rtt_reqresp	syscall	loopback	2	ok		requests_per_second	3	46569.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00530t2-lsperf-zero_rtt_reqresp-syscall-loopback
531	lsperf	zero_rtt_reqresp	syscall	loopback	4	ok		requests_per_second	3	69988.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00531t4-lsperf-zero_rtt_reqresp-syscall-loopback
532	lsperf	zero_rtt_reqresp	syscall	loopback	8	ok		requests_per_second	3	99996.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00532t8-lsperf-zero_rtt_reqresp-syscall-loopback
533	lsperf	zero_rtt_reqresp	syscall	loopback	16	ok		requests_per_second	3	131155.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00533t16-lsperf-zero_rtt_reqresp-syscall-loopback
535	lsperf	zero_rtt_reqresp	iouring	loopback	1	ok		requests_per_second	3	18823.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00535t1-lsperf-zero_rtt_reqresp-iouring-loopback
536	lsperf	zero_rtt_reqresp	iouring	loopback	2	ok		requests_per_second	3	26372.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00536t2-lsperf-zero_rtt_reqresp-iouring-loopback
537	lsperf	zero_rtt_reqresp	iouring	loopback	4	ok		requests_per_second	3	37416.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00537t4-lsperf-zero_rtt_reqresp-iouring-loopback
538	lsperf	zero_rtt_reqresp	iouring	loopback	8	ok		requests_per_second	3	56653.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b00538t8-lsperf-zero_rtt_reqresp-iouring-loopback
